year,modified_currency,rate_to_pounds,source,notes
1916,norwegian krone,16.7825,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1917,norwegian krone,15.79,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1918,norwegian krone,15.5866,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1919,norwegian krone,18.1166,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1920,norwegian krone,22.4941,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1921,norwegian krone,26.1308,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1922,norwegian krone,25.4025,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1923,norwegian krone,27.5858,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1924,norwegian krone,31.5571428571,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1925,norwegian krone,26.9776536313,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1926,norwegian krone,21.7847533632,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1927,norwegian krone,18.6245210728,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1928,norwegian krone,18.2247191011,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1929,norwegian krone,18.1959483893,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1930,norwegian krone,18.1594835628,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1931,norwegian krone,18.1012178402,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1932,norwegian krone,19.4565895316,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1933,norwegian krone,19.7234582237,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1934,norwegian krone,19.9335006071,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1935,norwegian krone,19.9254516891,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1936,norwegian krone,19.9030571658,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1937,norwegian krone,19.9189947673,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1938,norwegian krone,19.9049422417,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1939,norwegian krone,19.0444486487,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1828,norwegian speciedaler,6.16875,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1829,norwegian speciedaler,6.20354166667,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1830,norwegian speciedaler,6.16270833333,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1831,norwegian speciedaler,6.08708333333,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1832,norwegian speciedaler,6.33145833333,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1833,norwegian speciedaler,6.051875,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1834,norwegian speciedaler,5.421875,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1835,norwegian speciedaler,5.14458333333,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1836,norwegian speciedaler,5.04479166667,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1837,norwegian speciedaler,5.06541666667,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1838,norwegian speciedaler,5.15333333333,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1839,norwegian speciedaler,4.98145833333,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1840,norwegian speciedaler,4.724375,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1841,norwegian speciedaler,4.44875,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1842,norwegian speciedaler,4.480625,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1843,norwegian speciedaler,4.6575,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1844,norwegian speciedaler,4.60416666667,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1845,norwegian speciedaler,4.554375,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1846,norwegian speciedaler,4.56,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1847,norwegian speciedaler,4.53166666667,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1848,norwegian speciedaler,4.60333333333,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1849,norwegian speciedaler,4.63833333333,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1850,norwegian speciedaler,4.58520833333,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1851,norwegian speciedaler,4.52479166667,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1852,norwegian speciedaler,4.56125,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1853,norwegian speciedaler,4.38979166667,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1854,norwegian speciedaler,4.39625,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1855,norwegian speciedaler,4.4725,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1856,norwegian speciedaler,4.48625,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1857,norwegian speciedaler,4.46354166667,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1858,norwegian speciedaler,4.46083333333,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1859,norwegian speciedaler,4.43229166667,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1860,norwegian speciedaler,4.43604166667,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1861,norwegian speciedaler,4.48541666667,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1862,norwegian speciedaler,4.47479166667,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1863,norwegian speciedaler,4.46583333333,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1864,norwegian speciedaler,4.46458333333,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1865,norwegian speciedaler,4.47333333333,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1866,norwegian speciedaler,4.47895833333,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1867,norwegian speciedaler,4.494375,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1868,norwegian speciedaler,4.53729166667,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1869,norwegian speciedaler,4.53875,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1870,norwegian speciedaler,4.501875,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1871,norwegian speciedaler,4.48770833333,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1872,norwegian speciedaler,4.49854166667,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1873,norwegian speciedaler,4.51604166667,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1874,norwegian speciedaler,4.53208333333,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1875,norwegian speciedaler,4.54645833333,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1876,norwegian speciedaler,4.53583333333,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1877,norwegian speciedaler,4.55104166667,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1878,norwegian speciedaler,4.55229166667,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1879,norwegian speciedaler,4.540625,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1880,norwegian speciedaler,4.53375,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1881,norwegian speciedaler,4.54875,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1882,norwegian speciedaler,4.54583333333,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1883,norwegian speciedaler,4.54354166667,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1884,norwegian speciedaler,4.54354166667,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1885,norwegian speciedaler,4.5475,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1886,norwegian speciedaler,4.53541666667,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1887,norwegian speciedaler,4.535625,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1888,norwegian speciedaler,4.53770833333,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1889,norwegian speciedaler,4.541875,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1890,norwegian speciedaler,4.54458333333,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1891,norwegian speciedaler,4.53854166667,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1892,norwegian speciedaler,4.53479166667,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1893,norwegian speciedaler,4.53916666667,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1894,norwegian speciedaler,4.533125,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1895,norwegian speciedaler,4.54104166667,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1896,norwegian speciedaler,4.539375,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1897,norwegian speciedaler,4.53458333333,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1898,norwegian speciedaler,4.54979166667,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1899,norwegian speciedaler,4.556875,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1900,norwegian speciedaler,4.55708333333,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1901,norwegian speciedaler,4.54083333333,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1902,norwegian speciedaler,4.54833333333,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1903,norwegian speciedaler,4.55,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1904,norwegian speciedaler,4.54395833333,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1905,norwegian speciedaler,4.54458333333,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1906,norwegian speciedaler,4.55666666667,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1907,norwegian speciedaler,4.56895833333,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1908,norwegian speciedaler,4.54958333333,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1909,norwegian speciedaler,4.551875,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1910,norwegian speciedaler,4.55145833333,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1911,norwegian speciedaler,4.54979166667,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1912,norwegian speciedaler,4.55520833333,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1913,norwegian speciedaler,4.56166666667,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1914,norwegian speciedaler,4.628125,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",1 Speciedaler = 4 Krone.
1906,panamanian balboa,4.8568,Currency_http://moxlad.fcs.edu.uy/en/databaseaccess.html,
1907,panamanian balboa,4.8658,Currency_http://moxlad.fcs.edu.uy/en/databaseaccess.html,
1908,panamanian balboa,4.8679,Currency_http://moxlad.fcs.edu.uy/en/databaseaccess.html,
1909,panamanian balboa,4.8759,Currency_http://moxlad.fcs.edu.uy/en/databaseaccess.html,
1910,panamanian balboa,4.867,Currency_http://moxlad.fcs.edu.uy/en/databaseaccess.html,
1911,panamanian balboa,4.8656,Currency_http://moxlad.fcs.edu.uy/en/databaseaccess.html,
1912,panamanian balboa,4.87,Currency_http://moxlad.fcs.edu.uy/en/databaseaccess.html,
1913,panamanian balboa,4.8701,Currency_http://moxlad.fcs.edu.uy/en/databaseaccess.html,
1914,panamanian balboa,4.8707,Currency_http://moxlad.fcs.edu.uy/en/databaseaccess.html,
1915,panamanian balboa,4.8666,Currency_http://moxlad.fcs.edu.uy/en/databaseaccess.html,
1916,panamanian balboa,4.8666,Currency_http://moxlad.fcs.edu.uy/en/databaseaccess.html,
1917,panamanian balboa,4.8666,Currency_http://moxlad.fcs.edu.uy/en/databaseaccess.html,
