id,RICname_group,RICname_part
506,Japan & Republic of China (Taiwan) (Formosa),Japan
507,Japan & Republic of China (Taiwan) (Formosa),Republic of China (Taiwan) (Formosa)
508,German East Africa & Germany,German East Africa
509,German East Africa & Germany,Germany
510,Russia/USSR & Poland,Russia/USSR
511,Russia/USSR & Poland,Poland
512,Russia/USSR & Russian Colonies,Russia/USSR
513,Russia/USSR & Russian Colonies,Russian Colonies
514,Viceroyalty of La Plata & Chile,Viceroyalty of La Plata
515,Viceroyalty of La Plata & Chile,Chile
516,China (People's Republic of China) & French Indochina,China (People's Republic of China)
517,China (People's Republic of China) & French Indochina,French Indochina
518,Austria-Hungary & Lombardy,Austria-Hungary
519,Austria-Hungary & Lombardy,Lombardy
520,St. Pierre and Miquelon & French Guyana,St. Pierre and Miquelon
521,St. Pierre and Miquelon & French Guyana,French Guyana
522,Ionian Is. & Malta,Ionian Is.
523,Ionian Is. & Malta,Malta
524,Gibraltar & Spain,Gibraltar
525,Gibraltar & Spain,Spain
526,Djibouti (Afar and Issas) (French Somaliland) & Obock,Djibouti (Afar and Issas) (French Somaliland)
527,Djibouti (Afar and Issas) (French Somaliland) & Obock,Obock
528,Denmark & Greenland & Iceland,Denmark
529,Denmark & Greenland & Iceland,Greenland
530,Denmark & Greenland & Iceland,Iceland
531,Aracan & Tanintharyi Region,Aracan
532,Aracan & Tanintharyi Region,Tanintharyi Region
533,Annam & Cochin China & Kampuchea (Cambodia) & Tonkin,Annam
534,Annam & Cochin China & Kampuchea (Cambodia) & Tonkin,Cochin China
535,Annam & Cochin China & Kampuchea (Cambodia) & Tonkin,Kampuchea (Cambodia)
536,Annam & Cochin China & Kampuchea (Cambodia) & Tonkin,Tonkin
537,Aden & India,Aden
538,Aden & India,India
539,British East Africa & Cape Colony & Egypt/United Arab Republic & Malagasy Republic (Madagascar),British East Africa
540,British East Africa & Cape Colony & Egypt/United Arab Republic & Malagasy Republic (Madagascar),Cape Colony
541,British East Africa & Cape Colony & Egypt/United Arab Republic & Malagasy Republic (Madagascar),Egypt/United Arab Republic
542,British East Africa & Cape Colony & Egypt/United Arab Republic & Malagasy Republic (Madagascar),Malagasy Republic (Madagascar)
543,Bremen & Hamburg & Hanover & Heligoland & Kniphausen & Lubeck & Mecklenburg Schwerin & Oldenburg,Bremen
544,Bremen & Hamburg & Hanover & Heligoland & Kniphausen & Lubeck & Mecklenburg Schwerin & Oldenburg,Hamburg
545,Bremen & Hamburg & Hanover & Heligoland & Kniphausen & Lubeck & Mecklenburg Schwerin & Oldenburg,Hanover
546,Bremen & Hamburg & Hanover & Heligoland & Kniphausen & Lubeck & Mecklenburg Schwerin & Oldenburg,Heligoland
547,Bremen & Hamburg & Hanover & Heligoland & Kniphausen & Lubeck & Mecklenburg Schwerin & Oldenburg,Kniphausen
548,Bremen & Hamburg & Hanover & Heligoland & Kniphausen & Lubeck & Mecklenburg Schwerin & Oldenburg,Lubeck
549,Bremen & Hamburg & Hanover & Heligoland & Kniphausen & Lubeck & Mecklenburg Schwerin & Oldenburg,Mecklenburg Schwerin
550,Bremen & Hamburg & Hanover & Heligoland & Kniphausen & Lubeck & Mecklenburg Schwerin & Oldenburg,Oldenburg
551,Galicia & Poland & Russian provinces,Galicia
552,Galicia & Poland & Russian provinces,Poland
553,Galicia & Poland & Russian provinces,Russian provinces
554,British Somaliland (Somaliland Republic) & Djibouti (Afar and Issas) (French Somaliland),British Somaliland (Somaliland Republic)
555,British Somaliland (Somaliland Republic) & Djibouti (Afar and Issas) (French Somaliland),Djibouti (Afar and Issas) (French Somaliland)
556,Bahamas & Turks and Caicos Is.,Bahamas
557,Bahamas & Turks and Caicos Is.,Turks and Caicos Is.
558,Cuxhaven & Heligoland,Cuxhaven
559,Cuxhaven & Heligoland,Heligoland
560,Genoa & Livorno,Genoa
561,Genoa & Livorno,Livorno
562,Cochin China & Kampuchea (Cambodia) & Tonkin,Cochin China
563,Cochin China & Kampuchea (Cambodia) & Tonkin,Kampuchea (Cambodia)
564,Cochin China & Kampuchea (Cambodia) & Tonkin,Tonkin
565,Portuguese Africa & Portuguese India (incl. Goa Diu Daman),Portuguese Africa
566,Portuguese Africa & Portuguese India (incl. Goa Diu Daman),Portuguese India (incl. Goa Diu Daman)
567,China (People's Republic of China) & India & Singapore,China (People's Republic of China)
568,China (People's Republic of China) & India & Singapore,India
569,China (People's Republic of China) & India & Singapore,Singapore
570,Black Sea European harbours & Mediterranean European harbours,Black Sea European harbours
571,Black Sea European harbours & Mediterranean European harbours,Mediterranean European harbours
572,France & Tahiti,France
573,France & Tahiti,Tahiti
574,Davis Strait & Greenland,Davis Strait
575,Davis Strait & Greenland,Greenland
576,Canary Is. & Spain,Canary Is.
577,Canary Is. & Spain,Spain
578,Spain & Spanish Colonies,Spain
579,Spain & Spanish Colonies,Spanish Colonies
580,Europe & European Russia,Europe
581,Europe & European Russia,European Russia
582,Antilles & Central America & Mexico,Antilles
583,Antilles & Central America & Mexico,Central America
584,Antilles & Central America & Mexico,Mexico
585,Cyprus & Gozo & Malta,Cyprus
586,Cyprus & Gozo & Malta,Gozo
587,Cyprus & Gozo & Malta,Malta
588,Bavaria & Saxony,Bavaria
589,Bavaria & Saxony,Saxony
590,Turkey & Barbary Coast,Turkey
591,Turkey & Barbary Coast,Barbary Coast
592,British South Africa & Cape Colony,British South Africa
593,British South Africa & Cape Colony,Cape Colony
594,Austria-Hungary & Italy,Austria-Hungary
595,Austria-Hungary & Italy,Italy
596,Cuba & Haiti & Other countries & Puerto Rico,Cuba
597,Cuba & Haiti & Other countries & Puerto Rico,Haiti
598,Cuba & Haiti & Other countries & Puerto Rico,Other countries
599,Cuba & Haiti & Other countries & Puerto Rico,Puerto Rico
600,China (People's Republic of China) & Cochin China & Oceania,China (People's Republic of China)
601,China (People's Republic of China) & Cochin China & Oceania,Cochin China
602,China (People's Republic of China) & Cochin China & Oceania,Oceania
603,Canada & Newfoundland,Canada
604,Canada & Newfoundland,Newfoundland
605,Altona & Schleswig,Altona
606,Altona & Schleswig,Schleswig
607,Turkish harbours & Hejaz Sultanate,Turkish harbours
608,Turkish harbours & Hejaz Sultanate,Hejaz Sultanate
609,Austria-Hungary & Germany,Austria-Hungary
610,Austria-Hungary & Germany,Germany
611,Australia & Hawaii,Australia
612,Australia & Hawaii,Hawaii
613,Senegal & Goree,Senegal
614,Senegal & Goree,Goree
615,China (People's Republic of China) & Cochin China & Macao,China (People's Republic of China)
616,China (People's Republic of China) & Cochin China & Macao,Cochin China
617,China (People's Republic of China) & Cochin China & Macao,Macao
618,Hamburg & North Germany,Hamburg
619,Hamburg & North Germany,North Germany
620,Cochin China & Annam & Tonkin,Cochin China
621,Cochin China & Annam & Tonkin,Annam
622,Cochin China & Annam & Tonkin,Tonkin
623,Arabia & Persian Gulf harbours & Red Sea,Arabia
624,Arabia & Persian Gulf harbours & Red Sea,Persian Gulf harbours
625,Arabia & Persian Gulf harbours & Red Sea,Red Sea
626,Central America & Mexico,Central America
627,Central America & Mexico,Mexico
628,Costa Rica & El Salvador & Guatemala,Costa Rica
629,Costa Rica & El Salvador & Guatemala,El Salvador
630,Costa Rica & El Salvador & Guatemala,Guatemala
631,British Asia & British Oceania,British Asia
632,British Asia & British Oceania,British Oceania
633,Bago (Pegu) & Bengal,Bago (Pegu)
634,Bago (Pegu) & Bengal,Bengal
637,Colombia (Gran Colombia) & Panama,Colombia (Gran Colombia)
638,Colombia (Gran Colombia) & Panama,Panama
639,Belize (British Honduras) & British Virgin Is.,Belize (British Honduras)
640,Belize (British Honduras) & British Virgin Is.,British Virgin Is.
641,Kenya (British East Africa Protectorate) & Zanzibar,Kenya (British East Africa Protectorate)
642,Kenya (British East Africa Protectorate) & Zanzibar,Zanzibar
643,Cape Colony & Mauritius & New South Wales,Cape Colony
644,Cape Colony & Mauritius & New South Wales,Mauritius
645,Cape Colony & Mauritius & New South Wales,New South Wales
646,Lucca & Tuscany,Lucca
647,Lucca & Tuscany,Tuscany
648,Egypt/United Arab Republic & Libya (Tripolitania Cyrenaica Fezzan),Egypt/United Arab Republic
649,Egypt/United Arab Republic & Libya (Tripolitania Cyrenaica Fezzan),Libya (Tripolitania Cyrenaica Fezzan)
650,Canary Is. & Azores (Western Isles),Canary Is.
651,Canary Is. & Azores (Western Isles),Azores (Western Isles)
652,Malta & London,Malta
653,Malta & London,London
654,Aruba & Bonaire,Aruba
655,Aruba & Bonaire,Bonaire
656,Mecklenburg Schwerin & Oldenburg,Mecklenburg Schwerin
657,Mecklenburg Schwerin & Oldenburg,Oldenburg
658,Annam & Cochin China & Kampuchea (Cambodia) & French China & Tonkin,Annam
659,Annam & Cochin China & Kampuchea (Cambodia) & French China & Tonkin,Cochin China
660,Annam & Cochin China & Kampuchea (Cambodia) & French China & Tonkin,Kampuchea (Cambodia)
661,Annam & Cochin China & Kampuchea (Cambodia) & French China & Tonkin,French China
662,Annam & Cochin China & Kampuchea (Cambodia) & French China & Tonkin,Tonkin
663,Piedmont & Sardinia,Piedmont
664,Piedmont & Sardinia,Sardinia
665,Fiume & Trieste,Fiume
666,Fiume & Trieste,Trieste
667,Norway & Sweden,Norway
668,Norway & Sweden,Sweden
669,Mauritius & Reunion,Mauritius
670,Mauritius & Reunion,Reunion
671,Colombia (Gran Colombia) & Venezuela,Colombia (Gran Colombia)
672,Colombia (Gran Colombia) & Venezuela,Venezuela
673,Moldavia & European Turkey & Wallachia,Moldavia
674,Moldavia & European Turkey & Wallachia,European Turkey
675,Moldavia & European Turkey & Wallachia,Wallachia
676,Honduras & Mexican East Coast,Honduras
677,Honduras & Mexican East Coast,Mexican East Coast
678,Belgium & Zaire (Kinshasa) (Belgian Congo),Belgium
679,Belgium & Zaire (Kinshasa) (Belgian Congo),Zaire (Kinshasa) (Belgian Congo)
680,Algeria & Morocco & Tunisia & Zanzibar,Algeria
681,Algeria & Morocco & Tunisia & Zanzibar,Morocco
682,Algeria & Morocco & Tunisia & Zanzibar,Tunisia
683,Algeria & Morocco & Tunisia & Zanzibar,Zanzibar
684,Canary Is. & Cape Colony,Canary Is.
685,Canary Is. & Cape Colony,Cape Colony
686,Greece & Malta,Greece
687,Greece & Malta,Malta
688,Cyprus & Asian Turkey,Cyprus
689,Cyprus & Asian Turkey,Asian Turkey
690,European Turkey & Romania,European Turkey
691,European Turkey & Romania,Romania
692,Crete & Egypt/United Arab Republic,Crete
693,Crete & Egypt/United Arab Republic,Egypt/United Arab Republic
694,Turkey & Dodecanese Is. (Aegean Is.),Turkey
695,Turkey & Dodecanese Is. (Aegean Is.),Dodecanese Is. (Aegean Is.)
696,New Brunswick & Nova Scotia,New Brunswick
697,New Brunswick & Nova Scotia,Nova Scotia
698,Other countries & Parma & Piacenza,Other countries
699,Other countries & Parma & Piacenza,Parma
700,Other countries & Parma & Piacenza,Piacenza
701,Argentina & Uruguay & Paraguay,Argentina
702,Argentina & Uruguay & Paraguay,Uruguay
703,Argentina & Uruguay & Paraguay,Paraguay
704,Montenegro & Yugoslavia/Serbia,Montenegro
705,Montenegro & Yugoslavia/Serbia,Yugoslavia/Serbia
706,Bremen & German harbours & Hamburg & Lubeck,Bremen
707,Bremen & German harbours & Hamburg & Lubeck,German harbours
708,Bremen & German harbours & Hamburg & Lubeck,Hamburg
709,Bremen & German harbours & Hamburg & Lubeck,Lubeck
710,Madeira Isles & Tenerife,Madeira Isles
711,Madeira Isles & Tenerife,Tenerife
712,India & Mauritius,India
713,India & Mauritius,Mauritius
714,Koszalin & Stralsund & Szczecin,Koszalin
715,Koszalin & Stralsund & Szczecin,Stralsund
716,Koszalin & Stralsund & Szczecin,Szczecin
717,Harburg & Lüneburg,Harburg
718,Harburg & Lüneburg,Lüneburg
719,Morocco & Libya (Tripolitania Cyrenaica Fezzan),Morocco
720,Morocco & Libya (Tripolitania Cyrenaica Fezzan),Libya (Tripolitania Cyrenaica Fezzan)
721,Holstein & Lauenburg & Schleswig,Holstein
722,Holstein & Lauenburg & Schleswig,Lauenburg
723,Holstein & Lauenburg & Schleswig,Schleswig
724,Cape Colony & Gambia & Guinea (French Guinea) (Rivieres du Sud) & Mauritius & Senegal,Cape Colony
725,Cape Colony & Gambia & Guinea (French Guinea) (Rivieres du Sud) & Mauritius & Senegal,Gambia
726,Cape Colony & Gambia & Guinea (French Guinea) (Rivieres du Sud) & Mauritius & Senegal,Guinea (French Guinea) (Rivieres du Sud)
727,Cape Colony & Gambia & Guinea (French Guinea) (Rivieres du Sud) & Mauritius & Senegal,Mauritius
728,Cape Colony & Gambia & Guinea (French Guinea) (Rivieres du Sud) & Mauritius & Senegal,Senegal
729,Australia & Canada,Australia
730,Australia & Canada,Canada
731,Alexandria & Egypt/United Arab Republic,Alexandria
732,Alexandria & Egypt/United Arab Republic,Egypt/United Arab Republic
733,Arctic & Greenland & North Sea,Arctic
734,Arctic & Greenland & North Sea,Greenland
735,Arctic & Greenland & North Sea,North Sea
736,Jakarta (Batavia) & Java & Sumatra,Jakarta (Batavia)
737,Jakarta (Batavia) & Java & Sumatra,Java
738,Jakarta (Batavia) & Java & Sumatra,Sumatra
739,Australia & Pacific Islands,Australia
740,Australia & Pacific Islands,Pacific Islands
741,Denmark & Iceland,Denmark
742,Denmark & Iceland,Iceland
743,Denmark & Madeira Isles & Spain,Denmark
744,Denmark & Madeira Isles & Spain,Madeira Isles
745,Denmark & Madeira Isles & Spain,Spain
746,Central America & Southern America,Central America
747,Central America & Southern America,Southern America
748,Greece & Malta & Turkey,Greece
749,Greece & Malta & Turkey,Malta
750,Greece & Malta & Turkey,Turkey
751,European Turkey & Asian Turkey,European Turkey
752,European Turkey & Asian Turkey,Asian Turkey
753,Antilles (other) & Pacific Islands,Antilles (other)
754,Antilles (other) & Pacific Islands,Pacific Islands
755,Aden & Algeria & Egypt/United Arab Republic & Iran (Persia) & Asian Turkey,Aden
756,Aden & Algeria & Egypt/United Arab Republic & Iran (Persia) & Asian Turkey,Algeria
757,Aden & Algeria & Egypt/United Arab Republic & Iran (Persia) & Asian Turkey,Egypt/United Arab Republic
758,Aden & Algeria & Egypt/United Arab Republic & Iran (Persia) & Asian Turkey,Iran (Persia)
759,Aden & Algeria & Egypt/United Arab Republic & Iran (Persia) & Asian Turkey,Asian Turkey
760,New Zealand & Pacific Islands,New Zealand
761,New Zealand & Pacific Islands,Pacific Islands
762,South Africa & Zimbabwe (Rhodesia) (Southern Rhodesia),South Africa
763,South Africa & Zimbabwe (Rhodesia) (Southern Rhodesia),Zimbabwe (Rhodesia) (Southern Rhodesia)
764,Congo (Brazzaville) (French Congo) (Middle Congo) & French West Africa (other) & Senegal,Congo (Brazzaville) (French Congo) (Middle Congo)
765,Congo (Brazzaville) (French Congo) (Middle Congo) & French West Africa (other) & Senegal,French West Africa (other)
766,Congo (Brazzaville) (French Congo) (Middle Congo) & French West Africa (other) & Senegal,Senegal
767,Alexandria & Damietta & Jeddah & Rosetta,Alexandria
768,Alexandria & Damietta & Jeddah & Rosetta,Damietta
769,Alexandria & Damietta & Jeddah & Rosetta,Jeddah
770,Alexandria & Damietta & Jeddah & Rosetta,Rosetta
771,Falkland Is. & Uruguay,Falkland Is.
772,Falkland Is. & Uruguay,Uruguay
773,Ireland & United Kingdom,Ireland
774,Ireland & United Kingdom,United Kingdom
775,Argentina & Brazil & Southern America,Argentina
776,Argentina & Brazil & Southern America,Brazil
777,Argentina & Brazil & Southern America,Southern America
778,New South Wales & Queensland,New South Wales
779,New South Wales & Queensland,Queensland
780,China (People's Republic of China) & French Indochina & Japan,China (People's Republic of China)
781,China (People's Republic of China) & French Indochina & Japan,French Indochina
782,China (People's Republic of China) & French Indochina & Japan,Japan
783,Indian Ocean Islands (other) & Java & Sumatra,Indian Ocean Islands (other)
784,Indian Ocean Islands (other) & Java & Sumatra,Java
785,Indian Ocean Islands (other) & Java & Sumatra,Sumatra
786,Bago (Pegu) & Rangoon,Bago (Pegu)
787,Bago (Pegu) & Rangoon,Rangoon
788,Barbary Coast (other) & Libya (Tripolitania Cyrenaica Fezzan),Barbary Coast (other)
789,Barbary Coast (other) & Libya (Tripolitania Cyrenaica Fezzan),Libya (Tripolitania Cyrenaica Fezzan)
790,Malaysia (Malaya) & Sumatra,Malaysia (Malaya)
791,Malaysia (Malaya) & Sumatra,Sumatra
792,South Africa & Botswana (Bechuanaland),South Africa
793,South Africa & Botswana (Bechuanaland),Botswana (Bechuanaland)
794,Azores (Western Isles) & Madeira Isles,Azores (Western Isles)
795,Azores (Western Isles) & Madeira Isles,Madeira Isles
796,Chile & Peru,Chile
797,Chile & Peru,Peru
798,Obock & Tadjoura,Obock
799,Obock & Tadjoura,Tadjoura
800,Malta & United Kingdom,Malta
801,Malta & United Kingdom,United Kingdom
802,Australia & New Zealand,Australia
803,Australia & New Zealand,New Zealand
804,Croatia & Slovenia & Yugoslavia/Serbia,Croatia
805,Croatia & Slovenia & Yugoslavia/Serbia,Slovenia
806,Croatia & Slovenia & Yugoslavia/Serbia,Yugoslavia/Serbia
807,Gibraltar & Ionian Is. & Malta & United Kingdom,Gibraltar
808,Gibraltar & Ionian Is. & Malta & United Kingdom,Ionian Is.
809,Gibraltar & Ionian Is. & Malta & United Kingdom,Malta
810,Gibraltar & Ionian Is. & Malta & United Kingdom,United Kingdom
811,Hamburg & Lüneburg,Hamburg
812,Hamburg & Lüneburg,Lüneburg
813,Iraq (Mesopotamia) & Kuwait,Iraq (Mesopotamia)
814,Iraq (Mesopotamia) & Kuwait,Kuwait
815,Africa Coast & Barbary Coast,Africa Coast
816,Africa Coast & Barbary Coast,Barbary Coast
817,Colombia (Gran Colombia) & Guatemala & Venezuela,Colombia (Gran Colombia)
818,Colombia (Gran Colombia) & Guatemala & Venezuela,Guatemala
819,Colombia (Gran Colombia) & Guatemala & Venezuela,Venezuela
820,Ascension I. & St. Helena,Ascension I.
821,Ascension I. & St. Helena,St. Helena
822,Gibraltar & Newfoundland & United Kingdom,Gibraltar
823,Gibraltar & Newfoundland & United Kingdom,Newfoundland
824,Gibraltar & Newfoundland & United Kingdom,United Kingdom
825,Chile & India,Chile
826,Chile & India,India
827,Bago (Pegu) & Thailand (Siam),Bago (Pegu)
828,Bago (Pegu) & Thailand (Siam),Thailand (Siam)
829,Afghanistan & Baluchistan (Kalat),Afghanistan
830,Afghanistan & Baluchistan (Kalat),Baluchistan (Kalat)
831,Altona & Hamburg,Altona
832,Altona & Hamburg,Hamburg
833,Dardanelles-Istanbul & Izmir (Smyrna),Dardanelles-Istanbul
834,Dardanelles-Istanbul & Izmir (Smyrna),Izmir (Smyrna)
835,Baltic harbours & Belgium & Germany,Baltic harbours
836,Baltic harbours & Belgium & Germany,Belgium
837,Baltic harbours & Belgium & Germany,Germany
838,Turkey & Egypt/United Arab Republic & Greece,Turkey
839,Turkey & Egypt/United Arab Republic & Greece,Egypt/United Arab Republic
840,Turkey & Egypt/United Arab Republic & Greece,Greece
841,Hanover & Mecklenburg Schwerin & Oldenburg,Hanover
842,Hanover & Mecklenburg Schwerin & Oldenburg,Mecklenburg Schwerin
843,Hanover & Mecklenburg Schwerin & Oldenburg,Oldenburg
844,Netherlands Antilles & West Irian (Dutch New Guinea),Netherlands Antilles
845,Netherlands Antilles & West Irian (Dutch New Guinea),West Irian (Dutch New Guinea)
846,British Antilles & United Kingdom,British Antilles
847,British Antilles & United Kingdom,United Kingdom
848,Assam & Bengal & Bihar & Odisha,Assam
849,Assam & Bengal & Bihar & Odisha,Bengal
850,Assam & Bengal & Bihar & Odisha,Bihar
851,Assam & Bengal & Bihar & Odisha,Odisha
852,New Brunswick & Nova Scotia & Ontario (Upper Canada) & Prince Edward Is. & Quebec (Lower Canada),New Brunswick
853,New Brunswick & Nova Scotia & Ontario (Upper Canada) & Prince Edward Is. & Quebec (Lower Canada),Nova Scotia
854,New Brunswick & Nova Scotia & Ontario (Upper Canada) & Prince Edward Is. & Quebec (Lower Canada),Ontario (Upper Canada)
855,New Brunswick & Nova Scotia & Ontario (Upper Canada) & Prince Edward Is. & Quebec (Lower Canada),Prince Edward Is.
856,New Brunswick & Nova Scotia & Ontario (Upper Canada) & Prince Edward Is. & Quebec (Lower Canada),Quebec (Lower Canada)
857,Bosnia-Herzegovina & Slovenia & Yugoslavia/Serbia,Bosnia-Herzegovina
858,Bosnia-Herzegovina & Slovenia & Yugoslavia/Serbia,Slovenia
859,Bosnia-Herzegovina & Slovenia & Yugoslavia/Serbia,Yugoslavia/Serbia
860,Makran & Sonmiani,Makran
861,Makran & Sonmiani,Sonmiani
862,Java & Madura Island & Indonesia (Dutch East Indies) (other),Java
863,Java & Madura Island & Indonesia (Dutch East Indies) (other),Madura Island
864,Java & Madura Island & Indonesia (Dutch East Indies) (other),Indonesia (Dutch East Indies) (other)
865,Russia/USSR & Siberia,Russia/USSR
866,Russia/USSR & Siberia,Siberia
867,Cuba & Puerto Rico,Cuba
868,Cuba & Puerto Rico,Puerto Rico
869,Aden & British East Africa,Aden
870,Aden & British East Africa,British East Africa
871,Australia & New Caledonia & New Zealand,Australia
872,Australia & New Caledonia & New Zealand,New Caledonia
873,Australia & New Caledonia & New Zealand,New Zealand
874,Colombia (Gran Colombia) & Ecuador & Venezuela,Colombia (Gran Colombia)
875,Colombia (Gran Colombia) & Ecuador & Venezuela,Ecuador
876,Colombia (Gran Colombia) & Ecuador & Venezuela,Venezuela
877,Buenos Aires & Montevideo,Buenos Aires
878,Buenos Aires & Montevideo,Montevideo
879,Greenland & Svalbard Is.,Greenland
880,Greenland & Svalbard Is.,Svalbard Is.
881,Mexico & Venezuela,Mexico
882,Mexico & Venezuela,Venezuela
885,Asia (other) & East Indies,Asia (other)
886,Asia (other) & East Indies,East Indies
887,Australia & Cape Colony & Mauritius,Australia
888,Australia & Cape Colony & Mauritius,Cape Colony
889,Australia & Cape Colony & Mauritius,Mauritius
890,Denmark & Holstein & Schleswig,Denmark
891,Denmark & Holstein & Schleswig,Holstein
892,Denmark & Holstein & Schleswig,Schleswig
893,Bolivia & Peru,Bolivia
894,Bolivia & Peru,Peru
895,Azores (Western Isles) & Madeira Isles & Portugal,Azores (Western Isles)
896,Azores (Western Isles) & Madeira Isles & Portugal,Madeira Isles
897,Azores (Western Isles) & Madeira Isles & Portugal,Portugal
898,Libya (Tripolitania Cyrenaica Fezzan) & Tunisia,Libya (Tripolitania Cyrenaica Fezzan)
899,Libya (Tripolitania Cyrenaica Fezzan) & Tunisia,Tunisia
900,Spanish America & Danish America,Spanish America
901,Spanish America & Danish America,Danish America
902,Greece & Ionian Is.,Greece
903,Greece & Ionian Is.,Ionian Is.
904,Antilles (other) & Spanish America,Antilles (other)
905,Antilles (other) & Spanish America,Spanish America
906,Spain & Italy & Europe (other),Spain
907,Spain & Italy & Europe (other),Italy
908,Spain & Italy & Europe (other),Europe (other)
909,Guyana (Br. Guiana) & French Guyana & Surinam,Guyana (Br. Guiana)
910,Guyana (Br. Guiana) & French Guyana & Surinam,French Guyana
911,Guyana (Br. Guiana) & French Guyana & Surinam,Surinam
912,Austria-Hungary & Cracow,Austria-Hungary
913,Austria-Hungary & Cracow,Cracow
914,Assam & Bengal,Assam
915,Assam & Bengal,Bengal
916,British North America & United States of America,British North America
917,British North America & United States of America,United States of America
918,Antilles (other) & Cuba,Antilles (other)
919,Antilles (other) & Cuba,Cuba
920,Borneo & Java,Borneo
921,Borneo & Java,Java
922,Canada & United States of America,Canada
923,Canada & United States of America,United States of America
924,Dutch Asia & Dutch Oceania,Dutch Asia
925,Dutch Asia & Dutch Oceania,Dutch Oceania
926,Brunei & Sabah (North Borneo) & Sarawak,Brunei
927,Brunei & Sabah (North Borneo) & Sarawak,Sabah (North Borneo)
928,Brunei & Sabah (North Borneo) & Sarawak,Sarawak
929,India & Sri Lanka (Ceylon),India
930,India & Sri Lanka (Ceylon),Sri Lanka (Ceylon)
931,Burma (Myanmar) & India,Burma (Myanmar)
932,Burma (Myanmar) & India,India
933,Argentina & Southern America (other),Argentina
934,Argentina & Southern America (other),Southern America (other)
935,New Brunswick & Nova Scotia & Prince Edward Is.,New Brunswick
936,New Brunswick & Nova Scotia & Prince Edward Is.,Nova Scotia
937,New Brunswick & Nova Scotia & Prince Edward Is.,Prince Edward Is.
938,St. Thomas & Prince Edward Is.,St. Thomas
939,St. Thomas & Prince Edward Is.,Prince Edward Is.
940,Karachi & Mumbai (Bombay),Karachi
941,Karachi & Mumbai (Bombay),Mumbai (Bombay)
942,Burma (Myanmar) & Malacca & Singapore,Burma (Myanmar)
943,Burma (Myanmar) & Malacca & Singapore,Malacca
944,Burma (Myanmar) & Malacca & Singapore,Singapore
945,Altona & Wandsbeck,Altona
946,Altona & Wandsbeck,Wandsbeck
947,India & Thailand (Siam),India
948,India & Thailand (Siam),Thailand (Siam)
949,Bali & Lombok & Sumbawa,Bali
950,Bali & Lombok & Sumbawa,Lombok
951,Bali & Lombok & Sumbawa,Sumbawa
952,Denmark & Virgin Islands,Denmark
953,Denmark & Virgin Islands,Virgin Islands
954,Ecuador & Peru,Ecuador
955,Ecuador & Peru,Peru
956,Guam & Philippines,Guam
957,Guam & Philippines,Philippines
958,Denmark & Norway & Russia/USSR & Sweden,Denmark
959,Denmark & Norway & Russia/USSR & Sweden,Norway
960,Denmark & Norway & Russia/USSR & Sweden,Russia/USSR
961,Denmark & Norway & Russia/USSR & Sweden,Sweden
964,German Oceania & German China,German Oceania
965,German Oceania & German China,German China
966,Piedmont & Tuscany,Piedmont
967,Piedmont & Tuscany,Tuscany
968,Australia & Polynesia,Australia
969,Australia & Polynesia,Polynesia
970,Casablanca & El Jadida (Mazaghan),Casablanca
971,Casablanca & El Jadida (Mazaghan),El Jadida (Mazaghan)
972,Turkey & Western Anatolia,Turkey
973,Turkey & Western Anatolia,Western Anatolia
974,Belize (British Honduras) & British Virgin Is. & Guyana (Br. Guiana),Belize (British Honduras)
975,Belize (British Honduras) & British Virgin Is. & Guyana (Br. Guiana),British Virgin Is.
976,Belize (British Honduras) & British Virgin Is. & Guyana (Br. Guiana),Guyana (Br. Guiana)
977,Russia/USSR & Black Sea,Russia/USSR
978,Russia/USSR & Black Sea,Black Sea
979,Papal States & Tuscany,Papal States
980,Papal States & Tuscany,Tuscany
981,Faeroe Is. & Greenland,Faeroe Is.
982,Faeroe Is. & Greenland,Greenland
983,Gibraltar & Spain & Spanish Colonies,Gibraltar
984,Gibraltar & Spain & Spanish Colonies,Spain
985,Gibraltar & Spain & Spanish Colonies,Spanish Colonies
986,Azores (Western Isles) & Cape Verde & Madeira Isles,Azores (Western Isles)
987,Azores (Western Isles) & Cape Verde & Madeira Isles,Cape Verde
988,Azores (Western Isles) & Cape Verde & Madeira Isles,Madeira Isles
989,Haiti & Venezuela,Haiti
990,Haiti & Venezuela,Venezuela
991,Germany & Saar,Germany
992,Germany & Saar,Saar
993,America (other) & Europe (other),America (other)
994,America (other) & Europe (other),Europe (other)
995,Europe (other) & Levant,Europe (other)
996,Europe (other) & Levant,Levant
997,Australia & Oceania,Australia
998,Australia & Oceania,Oceania
999,Malaysia (Malaya) & Straits Settlements,Malaysia (Malaya)
1000,Malaysia (Malaya) & Straits Settlements,Straits Settlements
1001,Cuba & Philippines & Puerto Rico,Cuba
1002,Cuba & Philippines & Puerto Rico,Philippines
1003,Cuba & Philippines & Puerto Rico,Puerto Rico
1004,Gozo & Malta,Gozo
1005,Gozo & Malta,Malta
1006,Belgium & Germany & Iran (Persia) & Morocco & Other countries & Sweden,Belgium
1007,Belgium & Germany & Iran (Persia) & Morocco & Other countries & Sweden,Germany
1008,Belgium & Germany & Iran (Persia) & Morocco & Other countries & Sweden,Iran (Persia)
1009,Belgium & Germany & Iran (Persia) & Morocco & Other countries & Sweden,Morocco
