year,reporting,partner,flow,expimp,nb,"group_concat(distinct partner)"
1841,Venezuela,France,74146.2729108112,Imp,4,"Bordeaux,Marseille,Le Havre,Nantes"
1841,Venezuela,Spain,66742.8447013182,Exp,4,"Santander,Málaga,Cadix,Barcelona"
1842,Venezuela,France,119120.974076984,Imp,4,"Bordeaux,Le Havre,Marseille,Dunkirk"
1843,Venezuela,Spain,152788.862383168,Exp,4,"Cadix,Bilbao,Málaga,Santander"
1905,Australia,"Indonesia (Dutch East Indies)",321547.0,Imp,3,"Sulawesi (Celebes),Java,Sumatra"
1907,Australia,"Indonesia (Dutch East Indies)",305759.0,Imp,3,"Java,Maluku Islands (Mollucas),Sumatra"
1908,Australia,"Indonesia (Dutch East Indies)",397853.0,Imp,3,"Sulawesi (Celebes),Java,Sumatra"
1921,Brazil,"Turkey (Ottoman Empire)",19426.0,Exp,3,"Izmir (Smyrna),Asian Turkey,European Turkey"
1922,Brazil,"Turkey (Ottoman Empire)",108587.0,Exp,3,"Izmir (Smyrna),Asian Turkey,European Turkey"
1923,Brazil,"Turkey (Ottoman Empire)",142746.0,Exp,3,"Izmir (Smyrna),Asian Turkey,European Turkey"
1927,Brazil,"Turkey (Ottoman Empire)",115726.0,Exp,3,"Izmir (Smyrna),Asian Turkey,European Turkey"
1937,Brazil,"Dodecanese Is. (Aegean Is.)",7541.02740785532,Exp,3,"Kos,Leros,Rhodes"
1899,"Canada (Province of Canada)","Turkey (Ottoman Empire)",1727.69991926636,Exp,3,"Asian Turkey,European Turkey,African Turkey"
1853,"Cape Colony (Cape of Good Hope)","Namibia (South West Africa) (German South West Africa)",1612.0,Imp,3,"Angra Pequena,Ichaboe Island,Sandwich Harbour"
1854,"Cape Colony (Cape of Good Hope)","Namibia (South West Africa) (German South West Africa)",518.0,Imp,3,"Angra Pequena,Ichaboe Island,Sandwich Harbour"
1855,"Cape Colony (Cape of Good Hope)","Myanmar (Burma)",1647.0,Imp,3,"Mawlamyine,Arakan,Rangoon"
1857,"Cape Colony (Cape of Good Hope)","Myanmar (Burma)",12669.0,Imp,3,"Mawlamyine,Arakan,Rangoon"
1858,"Cape Colony (Cape of Good Hope)",India,37229.0,Imp,3,"Mumbai (Bombay),Bimlipatam,Coringa (India)"
1858,"Cape Colony (Cape of Good Hope)","Namibia (South West Africa) (German South West Africa)",4864.0,Imp,3,"Ichaboe Island,Angra Pequena,Sandwich Harbour"
1859,"Cape Colony (Cape of Good Hope)","Myanmar (Burma)",9000.0,Imp,3,"Mawlamyine,Rangoon,Arakan"
1859,"Cape Colony (Cape of Good Hope)","Namibia (South West Africa) (German South West Africa)",3265.0,Exp,3,"Ichaboe Island,Angra Pequena,Sandwich Harbour"
1859,"Cape Colony (Cape of Good Hope)","Namibia (South West Africa) (German South West Africa)",6920.0,Imp,3,"Ichaboe Island,Angra Pequena,Sandwich Harbour"
1860,"Cape Colony (Cape of Good Hope)","Namibia (South West Africa) (German South West Africa)",1538.0,Exp,3,"Sandwich Harbour,Ichaboe Island,Angra Pequena"
1860,"Cape Colony (Cape of Good Hope)","Namibia (South West Africa) (German South West Africa)",2073.0,Imp,3,"Sandwich Harbour,Ichaboe Island,Angra Pequena"
1861,"Cape Colony (Cape of Good Hope)",India,9817.0,Imp,3,"Mumbai (Bombay),Kakinada,Thoothukudi (Tuticorin)"
1861,"Cape Colony (Cape of Good Hope)","Namibia (South West Africa) (German South West Africa)",3321.0,Exp,3,"Sandwich Harbour,Ichaboe Island,Angra Pequena"
1861,"Cape Colony (Cape of Good Hope)","Namibia (South West Africa) (German South West Africa)",10694.0,Imp,3,"Sandwich Harbour,Ichaboe Island,Angra Pequena"
1862,"Cape Colony (Cape of Good Hope)",India,107988.0,Imp,3,"Mumbai (Bombay),Bimlipatam,Gopalpur"
1862,"Cape Colony (Cape of Good Hope)","Myanmar (Burma)",10246.0,Imp,3,"Mawlamyine,Arakan,Rangoon"
1863,"Cape Colony (Cape of Good Hope)",India,7135.0,Imp,3,"Mumbai (Bombay),Coringa (India),Bimlipatam"
1863,"Cape Colony (Cape of Good Hope)","Myanmar (Burma)",4367.0,Imp,3,"Mawlamyine,Arakan,Rangoon"
1864,"Cape Colony (Cape of Good Hope)","Myanmar (Burma)",9698.0,Imp,3,"Mawlamyine,Arakan,Rangoon"
1864,"Cape Colony (Cape of Good Hope)","Namibia (South West Africa) (German South West Africa)",2884.0,Exp,3,"Sandwich Harbour,Angra Pequena,Penguin Is."
1865,"Cape Colony (Cape of Good Hope)","Myanmar (Burma)",6980.0,Imp,3,"Arakan,Rangoon,Mawlamyine"
1865,"Cape Colony (Cape of Good Hope)","Namibia (South West Africa) (German South West Africa)",3783.0,Exp,3,"Sandwich Harbour,Angra Pequena,Penguin Is."
1867,"Cape Colony (Cape of Good Hope)","Myanmar (Burma)",18845.0,Imp,3,"Arakan,Rangoon,Mawlamyine"
1868,"Cape Colony (Cape of Good Hope)","Namibia (South West Africa) (German South West Africa)",3761.0,Exp,3,"Ichaboe Island,Angra Pequena,Sandwich Harbour"
1868,"Cape Colony (Cape of Good Hope)","Namibia (South West Africa) (German South West Africa)",7299.0,Imp,3,"Ichaboe Island,Angra Pequena,Sandwich Harbour"
1869,"Cape Colony (Cape of Good Hope)",India,22535.0,Imp,3,"Mumbai (Bombay),Kolkata (Calcutta),Chennai (Madras)"
1869,"Cape Colony (Cape of Good Hope)","Myanmar (Burma)",5546.0,Imp,3,"Arakan,Bassein River,Rangoon"
1870,"Cape Colony (Cape of Good Hope)","Myanmar (Burma)",18507.0,Imp,3,"Arakan,Bassein River,Rangoon"
1870,"Cape Colony (Cape of Good Hope)","Namibia (South West Africa) (German South West Africa)",4508.0,Exp,3,"Ichaboe Island,Angra Pequena,Sandwich Harbour"
1871,"Cape Colony (Cape of Good Hope)",India,27790.0,Imp,3,"Mumbai (Bombay),Kolkata (Calcutta),Chennai (Madras)"
1871,"Cape Colony (Cape of Good Hope)",Mozambique,1954.0,Exp,3,"Pomona I.,Maputo Bay (Delagoa Bay),Quelimane"
1871,"Cape Colony (Cape of Good Hope)","Namibia (South West Africa) (German South West Africa)",3532.0,Exp,3,"Ichaboe Island,Angra Pequena,Sandwich Harbour"
1871,"Cape Colony (Cape of Good Hope)","Namibia (South West Africa) (German South West Africa)",11182.0,Imp,3,"Ichaboe Island,Angra Pequena,Sandwich Harbour"
1872,"Cape Colony (Cape of Good Hope)","Namibia (South West Africa) (German South West Africa)",5519.0,Exp,3,"Ichaboe Island,Angra Pequena,Sandwich Harbour"
1873,"Cape Colony (Cape of Good Hope)","Myanmar (Burma)",7922.0,Imp,3,"Bassein River,Mawlamyine,Rangoon"
1873,"Cape Colony (Cape of Good Hope)","Namibia (South West Africa) (German South West Africa)",6014.0,Imp,3,"Ichaboe Island,Angra Pequena,Sandwich Harbour"
1874,"Cape Colony (Cape of Good Hope)","Myanmar (Burma)",8005.0,Imp,3,"Arakan,Bassein River,Rangoon"
1874,"Cape Colony (Cape of Good Hope)","Namibia (South West Africa) (German South West Africa)",9672.0,Exp,3,"Ichaboe Island,Angra Pequena,Sandwich Harbour"
1874,"Cape Colony (Cape of Good Hope)","Namibia (South West Africa) (German South West Africa)",9534.0,Imp,3,"Ichaboe Island,Angra Pequena,Sandwich Harbour"
1875,"Cape Colony (Cape of Good Hope)",India,33788.0,Imp,3,"Kolkata (Calcutta),Karachi,Machilipatnam"
1875,"Cape Colony (Cape of Good Hope)","Myanmar (Burma)",13338.0,Imp,3,"Bassein River,Mawlamyine,Rangoon"
1875,"Cape Colony (Cape of Good Hope)","Namibia (South West Africa) (German South West Africa)",10168.0,Imp,3,"Ichaboe Island,Angra Pequena,Sandwich Harbour"
1876,"Cape Colony (Cape of Good Hope)","Namibia (South West Africa) (German South West Africa)",6393.0,Exp,3,"Ichaboe Island,Angra Pequena,Sandwich Harbour"
1876,"Cape Colony (Cape of Good Hope)","Namibia (South West Africa) (German South West Africa)",5223.0,Imp,3,"Ichaboe Island,Angra Pequena,Sandwich Harbour"
1877,"Cape Colony (Cape of Good Hope)",Mozambique,119.0,Imp,3,"Maputo Bay (Delagoa Bay),Inhambane,Maputo"
1877,"Cape Colony (Cape of Good Hope)","Myanmar (Burma)",11141.0,Imp,3,"Arakan,Mawlamyine,Rangoon"
1877,"Cape Colony (Cape of Good Hope)","Namibia (South West Africa) (German South West Africa)",12742.0,Exp,3,"Ichaboe Island,Angra Pequena,Sandwich Harbour"
1877,"Cape Colony (Cape of Good Hope)","Namibia (South West Africa) (German South West Africa)",4318.0,Imp,3,"Ichaboe Island,Angra Pequena,Sandwich Harbour"
1878,"Cape Colony (Cape of Good Hope)",Mozambique,418.0,Exp,3,"Maputo Bay (Delagoa Bay),Inhambane,Quelimane"
1878,"Cape Colony (Cape of Good Hope)","Namibia (South West Africa) (German South West Africa)",9784.0,Exp,3,"Ichaboe Island,Angra Pequena,Sandwich Harbour"
1878,"Cape Colony (Cape of Good Hope)","Namibia (South West Africa) (German South West Africa)",4069.0,Imp,3,"Ichaboe Island,Angra Pequena,Sandwich Harbour"
1879,"Cape Colony (Cape of Good Hope)","Namibia (South West Africa) (German South West Africa)",3632.0,Imp,3,"Ichaboe Island,Angra Pequena,Sandwich Harbour"
1880,"Cape Colony (Cape of Good Hope)","Namibia (South West Africa) (German South West Africa)",13564.0,Exp,3,"Ichaboe Island,Angra Pequena,Sandwich Harbour"
1880,"Cape Colony (Cape of Good Hope)","Namibia (South West Africa) (German South West Africa)",7408.0,Imp,3,"Ichaboe Island,Angra Pequena,Sandwich Harbour"
1881,"Cape Colony (Cape of Good Hope)","Namibia (South West Africa) (German South West Africa)",14558.0,Exp,3,"Ichaboe Island,Angra Pequena,Sandwich Harbour"
1882,"Cape Colony (Cape of Good Hope)","Myanmar (Burma)",16433.0,Imp,3,"Bassein River,Mawlamyine,Rangoon"
1882,"Cape Colony (Cape of Good Hope)","Namibia (South West Africa) (German South West Africa)",10853.0,Exp,3,"Ichaboe Island,Angra Pequena,Sandwich Harbour"
1882,"Cape Colony (Cape of Good Hope)","Namibia (South West Africa) (German South West Africa)",2768.0,Imp,3,"Ichaboe Island,Angra Pequena,Sandwich Harbour"
1884,"Cape Colony (Cape of Good Hope)","Namibia (South West Africa) (German South West Africa)",4097.0,Imp,3,"Ichaboe Island,Angra Pequena,Sandwich Harbour"
1885,"Cape Colony (Cape of Good Hope)","Namibia (South West Africa) (German South West Africa)",4791.0,Imp,3,"Ichaboe Island,Angra Pequena,Sandwich Harbour"
1886,"Cape Colony (Cape of Good Hope)","Namibia (South West Africa) (German South West Africa)",1333.0,Exp,3,"Ichaboe Island,Angra Pequena,Sandwich Harbour"
1886,"Cape Colony (Cape of Good Hope)","Namibia (South West Africa) (German South West Africa)",3210.0,Imp,3,"Ichaboe Island,Angra Pequena,Sandwich Harbour"
1902,"Cape Colony (Cape of Good Hope)",India,289142.0,Imp,3,"Bengal,Mumbai (Bombay),Chennai (Madras)"
1903,"Cape Colony (Cape of Good Hope)",India,257873.0,Imp,3,"Bengal,Mumbai (Bombay),Chennai (Madras)"
1904,"Cape Colony (Cape of Good Hope)",India,170808.0,Imp,3,"Bengal,Mumbai (Bombay),Chennai (Madras)"
1905,"Cape Colony (Cape of Good Hope)",India,206073.0,Imp,3,"Bengal,Mumbai (Bombay),Chennai (Madras)"
1906,"Cape Colony (Cape of Good Hope)",India,217686.0,Imp,3,"Bengal,Mumbai (Bombay),Chennai (Madras)"
1907,"Cape Colony (Cape of Good Hope)",India,241266.0,Imp,3,"Bengal,Mumbai (Bombay),Chennai (Madras)"
1908,"Cape Colony (Cape of Good Hope)",India,187889.0,Imp,3,"Bengal,Mumbai (Bombay),Chennai (Madras)"
1909,"Cape Colony (Cape of Good Hope)",India,181790.0,Imp,3,"Bengal,Mumbai (Bombay),Chennai (Madras)"
1835,"Cape Town",India,3739.0,Exp,3,"Kolkata (Calcutta),Chennai (Madras),Mumbai (Bombay)"
1835,"Cape Town",India,18647.0,Imp,3,"Chennai (Madras),Kolkata (Calcutta),Mumbai (Bombay)"
1835,"Cape Town","Indonesia (Dutch East Indies)",800.0,Imp,3,"Java,Surabaya,Jakarta (Batavia)"
1836,"Cape Town",India,10862.0,Imp,3,"Chennai (Madras),Kolkata (Calcutta),Mumbai (Bombay)"
1840,"Cape Town","Indonesia (Dutch East Indies)",162321.0,Imp,3,"Java,Padang,Jakarta (Batavia)"
1843,"Cape Town",Brazil,46664.0,Imp,3,"Rio de Janeiro,Pernambuco,Bahia"
1844,"Cape Town",Brazil,36441.0,Imp,3,"Rio de Janeiro,Pernambuco,Bahia"
1845,"Cape Town",Brazil,63261.0,Imp,3,"Pernambuco,Bahia,Rio de Janeiro"
1845,"Cape Town",Mozambique,2037.0,Imp,3,"Inhambane,Quelimane,Maputo Bay (Delagoa Bay)"
1847,"Cape Town",Brazil,63135.0,Imp,3,"Pernambuco,Rio de Janeiro,Santos"
1848,"Cape Town",Brazil,62210.0,Imp,3,"Pernambuco,Rio de Janeiro,Santos"
1848,"Cape Town",India,1445.0,Imp,3,"Mumbai (Bombay),Nagapattinam,Kalingapatnam"
1851,"Cape Town","Namibia (South West Africa) (German South West Africa)",1706.0,Imp,3,"Angra Pequena,Ichaboe Island,Penguin Is."
1852,"Cape Town","Namibia (South West Africa) (German South West Africa)",5551.0,Imp,3,"Angra Pequena,Ichaboe Island,Sandwich Harbour"
1910,Denmark,"Russia (USSR)",3153647.54998901,Imp,3,"European Russia,Siberia,Asian Russia (other)"
1911,Denmark,"Russia (USSR)",3616331.46499615,Imp,3,"European Russia,Siberia,Asian Russia (other)"
1912,Denmark,"Russia (USSR)",304922.89116953,Exp,3,"European Russia,Siberia,Asian Russia (other)"
1912,Denmark,"Russia (USSR)",3579441.3039899,Imp,3,"European Russia,Siberia,Asian Russia (other)"
1903,Finland,"Cape Colony (Cape of Good Hope)",31581.8540433925,Exp,3,"Cape Town,Port Elizabeth,Algoa Bay"
1906,"Germany (Zollverein)","Turkey (Ottoman Empire)",3351272.01565558,Exp,3,"European Turkey,Asian Turkey,African Turkey"
1906,"Germany (Zollverein)","Turkey (Ottoman Empire)",2695694.71624266,Imp,3,"European Turkey,Asian Turkey,African Turkey"
1907,"Germany (Zollverein)","Turkey (Ottoman Empire)",3991791.66463087,Exp,3,"European Turkey,Asian Turkey,African Turkey"
1907,"Germany (Zollverein)","Turkey (Ottoman Empire)",2697024.47842869,Imp,3,"European Turkey,Asian Turkey,African Turkey"
1908,"Germany (Zollverein)","Turkey (Ottoman Empire)",3140179.57901968,Exp,3,"European Turkey,Asian Turkey,African Turkey"
1908,"Germany (Zollverein)","Turkey (Ottoman Empire)",2335508.56189588,Imp,3,"European Turkey,Asian Turkey,African Turkey"
1924,"Germany (Zollverein)","Russia (USSR)",4899201.44861507,Exp,3,"Asian Russia,Northern Russia,Southern Russia"
1858,Hamburg,"Russia (USSR)",54445.2830188679,Imp,3,"Russia (White Sea),Russia (Baltic Sea),Russia (Black Sea)"
1859,Hamburg,"Russia (USSR)",64869.9619771863,Imp,3,"Russia (White Sea),Russia (Baltic Sea),Russia (Black Sea)"
1867,Hamburg,"Russia (USSR)",106890.126206385,Imp,3,"Russia (Black Sea),Russia (White Sea),Russia (Baltic Sea)"
1868,Hamburg,"Russia (USSR)",84309.9112426036,Imp,3,"Russia (Black Sea),Russia (White Sea),Russia (Baltic Sea)"
1869,Hamburg,"Russia (USSR)",58982.7498569304,Imp,3,"Russia (Black Sea),Russia (White Sea),Russia (Baltic Sea)"
1870,Hamburg,"Russia (USSR)",43812.276263032,Imp,3,"Russia (Black Sea),Russia (White Sea),Russia (Baltic Sea)"
1871,Hamburg,"Russia (USSR)",90852.5143148589,Imp,3,"Russia (Black Sea),Russia (White Sea),Russia (Baltic Sea)"
1873,Hamburg,"Russia (USSR)",116920.848938826,Imp,3,"Russia (White Sea),Russia (Baltic Sea),Russia (Black Sea)"
1874,Hamburg,"Russia (USSR)",193546.172839506,Imp,3,"Russia (White Sea),Russia (Baltic Sea),Russia (Black Sea)"
1875,Hamburg,"Russia (USSR)",62522.6017690466,Imp,3,"Russia (White Sea),Russia (Baltic Sea),Russia (Black Sea)"
1876,Hamburg,"Russia (USSR)",129819.907996476,Imp,3,"Russia (White Sea),Russia (Baltic Sea),Russia (Black Sea)"
1877,Hamburg,"Russia (USSR)",84251.1864572631,Imp,3,"Russia (White Sea),Russia (Baltic Sea),Russia (Black Sea)"
1879,Hamburg,"Russia (USSR)",105044.780502129,Imp,3,"Russia (White Sea),Russia (Baltic Sea),Russia (Black Sea)"
1880,Hamburg,"Russia (USSR)",271325.501713167,Imp,3,"Russia (White Sea),Russia (Baltic Sea),Russia (Black Sea)"
1881,Hamburg,"Russia (USSR)",128528.360984682,Imp,3,"Russia (White Sea),Russia (Baltic Sea),Russia (Black Sea)"
1882,Hamburg,"Russia (USSR)",163758.1827064,Imp,3,"Russia (White Sea),Russia (Baltic Sea),Russia (Black Sea)"
1883,Hamburg,"Russia (USSR)",423655.49302667,Imp,3,"Russia (White Sea),Russia (Baltic Sea),Russia (Black Sea)"
1884,Hamburg,"Russia (USSR)",1158501.49312185,Imp,3,"Russia (White Sea),Russia (Baltic Sea),Russia (Black Sea)"
1885,Hamburg,"Russia (USSR)",965871.802411056,Imp,3,"Russia (White Sea),Russia (Baltic Sea),Russia (Black Sea)"
1886,Hamburg,"Russia (USSR)",1132206.74774421,Imp,3,"Russia (White Sea),Russia (Baltic Sea),Russia (Black Sea)"
1887,Hamburg,"Russia (USSR)",1009442.64547149,Imp,3,"Russia (White Sea),Russia (Baltic Sea),Russia (Black Sea)"
1888,Hamburg,"Russia (USSR)",1343823.78897823,Imp,3,"Russia (White Sea),Russia (Baltic Sea),Russia (Black Sea)"
1889,Hamburg,"Russia (USSR)",2193131.0857758,Imp,3,"Russia (White Sea),Russia (Baltic Sea),Russia (Black Sea)"
1890,Hamburg,"Russia (USSR)",2575890.31688414,Imp,3,"Russia (White Sea),Russia (Baltic Sea),Russia (Black Sea) & Russia (Asov Sea)"
1931,"Hong Kong","People's Republic of China (China)",295693112.333777,Exp,3,"People's Republic of China (China) (North),People's Republic of China (China) (Middle),People's Republic of China (China) (South)"
1931,"Hong Kong","People's Republic of China (China)",200890896.155754,Imp,3,"People's Republic of China (China) (North),People's Republic of China (China) (Middle),People's Republic of China (China) (South)"
1932,"Hong Kong","People's Republic of China (China)",322811846.838897,Exp,3,"People's Republic of China (China) (North),People's Republic of China (China) (Middle),People's Republic of China (China) (South)"
1932,"Hong Kong","People's Republic of China (China)",196111803.76776,Imp,3,"People's Republic of China (China) (North),People's Republic of China (China) (Middle),People's Republic of China (China) (South)"
1933,"Hong Kong","People's Republic of China (China)",272583590.081178,Exp,3,"People's Republic of China (China) (North),People's Republic of China (China) (Middle),People's Republic of China (China) (South)"
1933,"Hong Kong","People's Republic of China (China)",186345244.695875,Imp,3,"People's Republic of China (China) (North),People's Republic of China (China) (Middle),People's Republic of China (China) (South)"
1934,"Hong Kong","People's Republic of China (China)",203156575.381758,Exp,3,"People's Republic of China (China) (North),People's Republic of China (China) (Middle),People's Republic of China (China) (South)"
1934,"Hong Kong","People's Republic of China (China)",190472164.436518,Imp,3,"People's Republic of China (China) (North),People's Republic of China (China) (Middle),People's Republic of China (China) (South)"
1935,"Hong Kong","People's Republic of China (China)",206122752.389711,Exp,3,"People's Republic of China (China) (North),People's Republic of China (China) (Middle),People's Republic of China (China) (South)"
1935,"Hong Kong","People's Republic of China (China)",191393989.087321,Imp,3,"People's Republic of China (China) (North),People's Republic of China (China) (Middle),People's Republic of China (China) (South)"
1936,"Hong Kong","People's Republic of China (China)",172316587.365199,Exp,3,"People's Republic of China (China) (North),People's Republic of China (China) (Middle),People's Republic of China (China) (South)"
1936,"Hong Kong","People's Republic of China (China)",174966941.305637,Imp,3,"People's Republic of China (China) (North),People's Republic of China (China) (Middle),People's Republic of China (China) (South)"
1937,"Hong Kong","People's Republic of China (China)",210085671.157941,Exp,3,"People's Republic of China (China) (North),People's Republic of China (China) (Middle),People's Republic of China (China) (South)"
1937,"Hong Kong","People's Republic of China (China)",233168713.635844,Imp,3,"People's Republic of China (China) (North),People's Republic of China (China) (Middle),People's Republic of China (China) (South)"
1938,"Hong Kong","People's Republic of China (China)",254641409.868616,Exp,3,"People's Republic of China (China) (North),People's Republic of China (China) (Middle),People's Republic of China (China) (South)"
1938,"Hong Kong","People's Republic of China (China)",257441224.703774,Imp,3,"People's Republic of China (China) (North),People's Republic of China (China) (Middle),People's Republic of China (China) (South)"
1904,India,"Indonesia (Dutch East Indies)",1675188.1684492,Imp,3,"Sumatra,Java,Dutch Borneo"
1905,India,"Indonesia (Dutch East Indies)",1418468.87523377,Imp,3,"Sumatra,Java,Dutch Borneo"
1906,India,"Indonesia (Dutch East Indies)",2220507.48663102,Imp,3,"Sumatra,Java,Dutch Borneo"
1907,India,"Indonesia (Dutch East Indies)",4114958.19957196,Imp,3,"Sumatra,Java,Dutch Borneo"
1908,India,"Indonesia (Dutch East Indies)",4611775.13001119,Imp,3,"Sumatra,Java,Dutch Borneo"
1909,India,"Indonesia (Dutch East Indies)",5627834.0,Imp,3,"Sumatra,Java,Dutch Borneo"
1910,India,"Indonesia (Dutch East Indies)",6384234.0,Imp,3,"Sumatra,Java,Dutch Borneo"
1911,India,"Indonesia (Dutch East Indies)",6755104.0,Imp,3,"Sumatra,Java,Dutch Borneo"
1912,India,"Indonesia (Dutch East Indies)",6813504.0,Imp,3,"Sumatra,Java,Dutch Borneo"
1913,India,"Indonesia (Dutch East Indies)",7774051.0,Imp,3,"Sumatra,Java,Dutch Borneo"
1914,India,"Indonesia (Dutch East Indies)",6115204.0,Imp,3,"Sumatra,Java,Dutch Borneo"
1915,India,"Indonesia (Dutch East Indies)",9611479.0,Imp,3,"Sumatra,Java,Dutch Borneo"
1916,India,"Indonesia (Dutch East Indies)",9281603.0,Imp,3,"Sumatra,Java,Dutch Borneo"
