reporting,year,expimp,partner,flow,count(*),part_ofs
"Canada (Province of Canada)",1893,Imp,Iceland,18.1904624098228,1,Manitoba
"Canada (Province of Canada)",1893,Imp,Japan,6345.78415362672,1,Manitoba
"Canada (Province of Canada)",1893,Imp,Netherlands,939.496041507328,1,Manitoba
"Canada (Province of Canada)",1893,Imp,"Norway & Sweden",36.3809248196457,1,Manitoba
"Canada (Province of Canada)",1893,Imp,"People's Republic of China (China)",3524.40209190318,1,Manitoba
"Canada (Province of Canada)",1893,Imp,Portugal,435.950968435414,1,Manitoba
"Canada (Province of Canada)",1893,Imp,"Russia (USSR)",136.428468073671,1,Manitoba
"Canada (Province of Canada)",1893,Imp,Spain,859.292639064018,1,Manitoba
"Canada (Province of Canada)",1893,Imp,"Spanish Colonies (other)",72.7618496392914,1,Manitoba
"Canada (Province of Canada)",1893,Imp,"Spanish West Indies",578.374020712322,1,Manitoba
"Canada (Province of Canada)",1893,Imp,Switzerland,73.7953986398495,1,Manitoba
"Canada (Province of Canada)",1893,Imp,"United Kingdom",167631.312400521,1,Manitoba
"Canada (Province of Canada)",1893,Imp,"United States of America",353892.552245902,1,Manitoba
"Canada (Province of Canada)",1893,Imp,"World as reported",548295.26427848,1,Manitoba
"Cape Colony (Cape of Good Hope)",1831,Imp,"United States of America",1207.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1833,Imp,"United States of America",3706.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1835,Exp,France,5.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1835,Exp,"Madagascar (Malagasy Republic)",533.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1835,Exp,"New South Wales & Tasmania",30893.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1835,Exp,"Reunion (Bourbon I.)",675.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1835,Exp,"Sri Lanka (Ceylon)",1462.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1835,Exp,"United States of America",9859.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1835,Exp,"World undefined",177.0,1,"Port Simon"
"Cape Colony (Cape of Good Hope)",1835,Imp,"Ascension I.",144.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1835,Imp,"Crozet Is.",24.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1835,Imp,France,12327.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1835,Imp,Hamburg,797.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1835,Imp,"Madagascar (Malagasy Republic)",100.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1835,Imp,Netherlands,3879.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1835,Imp,"New South Wales & Tasmania",6707.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1835,Imp,"People's Republic of China (China)",16.0,1,"Port Simon"
"Cape Colony (Cape of Good Hope)",1835,Imp,"Reunion (Bourbon I.)",401.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1835,Imp,Singapore,68.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1835,Imp,"St. Helena",1512.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1835,Imp,Sweden,758.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1835,Imp,Unknown,75.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1836,Exp,"Chennai (Madras) & Kolkata (Calcutta)",4142.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1836,Exp,Hamburg,116.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1836,Exp,"New South Wales",18682.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1836,Exp,"Reunion (Bourbon I.)",638.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1836,Exp,"South Australia",702.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1836,Exp,"Sri Lanka (Ceylon)",683.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1836,Exp,"United States of America",1393.0,1,"Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1836,Imp,"Ascension I.",90.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1836,Imp,France,12184.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1836,Imp,Hamburg,1192.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1836,Imp,"Jakarta (Batavia) & People's Republic of China (China)",1396.0,1,"Port Simon"
"Cape Colony (Cape of Good Hope)",1836,Imp,"Madeira Isles",215.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1836,Imp,Netherlands,2955.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1836,Imp,"New South Wales",1700.0,1,"Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1836,Imp,"Reunion (Bourbon I.)",770.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1836,Imp,Singapore,1949.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1836,Imp,"St. Helena",4911.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1836,Imp,"United States of America",12917.0,1,"Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1837,Exp,France,195.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1837,Exp,Ireland,4280.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1837,Exp,Netherlands,33.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1837,Exp,"New South Wales",19484.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1837,Exp,"Reunion (Bourbon I.)",2052.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1837,Exp,"South Australia",2006.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1837,Exp,"Sri Lanka (Ceylon)",2105.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1837,Imp,Hamburg,88.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1837,Imp,"Madeira Isles",138.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1837,Imp,Netherlands,3096.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1837,Imp,"People's Republic of China (China)",8713.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1837,Imp,"Sri Lanka (Ceylon)",1506.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1837,Imp,"St. Helena",1619.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1838,Exp,"Ascension I.",110.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1838,Exp,"Chennai (Madras) & Kolkata (Calcutta)",5890.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1838,Exp,France,90.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1838,Exp,Ireland,2954.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1838,Exp,"New Brunswick",12.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1838,Exp,"New South Wales",46391.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1838,Exp,Singapore,179.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1838,Exp,"St. Helena",15979.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1838,Exp,Tasmania,30.0,1,"Port Simon"
"Cape Colony (Cape of Good Hope)",1838,Imp,"Crozet Is.",500.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1838,Imp,Hamburg,16525.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1838,Imp,"Madagascar (Malagasy Republic)",50.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1838,Imp,"Madeira Isles",63.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1838,Imp,"Malabar Coast",1512.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1838,Imp,Mozambique,8.0,1,"Port Simon"
"Cape Colony (Cape of Good Hope)",1838,Imp,"New Brunswick",786.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1838,Imp,"New South Wales",994.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1838,Imp,"Prince Edward Is.",2340.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1838,Imp,Singapore,1426.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1838,Imp,"St. Helena",2815.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1838,Imp,Zanzibar,225.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1839,Exp,Ireland,5552.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1839,Exp,Netherlands,53.0,1,"Port Simon"
"Cape Colony (Cape of Good Hope)",1839,Exp,"New South Wales",10748.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1839,Exp,"Sri Lanka (Ceylon)",530.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1839,Exp,Tasmania,45.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1839,Imp,"Crozet Is.",2374.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1839,Imp,"Dominican Republic (Santo Domingo)",28380.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1839,Imp,Hamburg,26970.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1839,Imp,"Madeira Isles",72.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1839,Imp,"New South Wales",418.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1839,Imp,"People's Republic of China (China)",31074.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1839,Imp,"Reunion (Bourbon I.)",4372.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1839,Imp,Spain,37.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1839,Imp,"St. Helena",1551.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1840,Exp,"Chennai (Madras) & Kolkata (Calcutta)",3395.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1840,Exp,Ireland,13078.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1840,Exp,Netherlands,220.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1840,Exp,"New South Wales",14640.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1840,Exp,Singapore,135.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1840,Exp,"South Australia",5567.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1840,Exp,"Sri Lanka (Ceylon)",534.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1840,Exp,Tasmania,7405.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1840,Exp,"United States of America",5462.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1840,Imp,"Cocos (Keeling) Is.",6.0,1,"Port Simon"
"Cape Colony (Cape of Good Hope)",1840,Imp,"Crozet Is.",2702.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1840,Imp,Cuba,35815.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1840,Imp,France,4738.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1840,Imp,Hamburg,27151.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1840,Imp,Lombok,555.0,1,"Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1840,Imp,"Madeira Isles",28.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1840,Imp,"People's Republic of China (China)",13428.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1840,Imp,"Puerto Rico",19903.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1840,Imp,"Reunion (Bourbon I.)",2466.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1840,Imp,"South Australia",18.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1840,Imp,"St. Helena",1702.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1841,Exp,Australia,1765.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1841,Exp,"Chennai (Madras) & Kolkata (Calcutta)",8797.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1841,Exp,"Crozet Is.",58.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1841,Exp,Hamburg,40.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1841,Exp,Ireland,7.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1841,Exp,"New South Wales",21413.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1841,Exp,"Reunion (Bourbon I.)",45.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1841,Exp,Singapore,195.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1841,Exp,"Sri Lanka (Ceylon)",687.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1841,Exp,Tasmania,13751.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1841,Exp,"United States of America",3262.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1841,Imp,Brazil,178.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1841,Imp,"Crozet Is.",2609.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1841,Imp,France,6082.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1841,Imp,Hamburg,12519.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1841,Imp,Lombok,555.0,1,"Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1841,Imp,Netherlands,2632.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1841,Imp,"New South Wales",623.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1841,Imp,"Reunion (Bourbon I.)",4391.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1841,Imp,Singapore,1175.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1841,Imp,"South Australia",13.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1841,Imp,"Sri Lanka (Ceylon)",452.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1841,Imp,Sweden,1517.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1842,Exp,"Chennai (Madras) & Kolkata (Calcutta)",6195.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1842,Exp,"East Timor (Portuguese Timor)",192.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1842,Exp,France,120.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1842,Exp,"New Zealand",925.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1842,Exp,"Nova Scotia",13.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1842,Exp,"People's Republic of China (China)",140.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1842,Exp,"Sri Lanka (Ceylon)",789.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1842,Exp,Sweden,125.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1842,Exp,Tasmania,410.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1842,Exp,"United States of America",3255.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1842,Imp,"Africa Coast",20.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1842,Imp,Bremen,3646.0,1,"Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1842,Imp,"Crozet Is.",3005.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1842,Imp,France,18612.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1842,Imp,"Hamburg & Netherlands",5492.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1842,Imp,Ireland,2219.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1842,Imp,"Madagascar (Malagasy Republic)",1.0,1,"Port Simon"
"Cape Colony (Cape of Good Hope)",1842,Imp,"Madeira Isles",125.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1842,Imp,"New South Wales",2221.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1842,Imp,Portugal,2178.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1842,Imp,"St. Helena",1647.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1842,Imp,Unknown,215.0,1,"Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1842,Imp,Zanzibar,148.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1843,Exp,"Ascension I.",482.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1843,Exp,Australia,12368.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1843,Exp,"Chennai (Madras) & Kolkata (Calcutta)",5870.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1843,Exp,Hamburg,797.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1843,Exp,Ireland,2310.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1843,Exp,"New Zealand",25.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1843,Exp,"Nicobar Is.",194.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1843,Exp,"Oman (Sultanate of Muscat and Oman)",276.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1843,Exp,Tasmania,4896.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1843,Imp,"Ascension I.",17.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1843,Imp,"Crozet Is.",5990.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1843,Imp,Denmark,12.0,1,"Port Simon"
"Cape Colony (Cape of Good Hope)",1843,Imp,France,8617.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1843,Imp,Ireland,95.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1843,Imp,"New South Wales",90.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1843,Imp,"People's Republic of China (China)",12376.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1843,Imp,Portugal,2161.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1843,Imp,Prussia,1220.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1843,Imp,"Reunion (Bourbon I.)",3.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1843,Imp,"Russia (USSR)",272.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1843,Imp,Singapore,5594.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1843,Imp,"St. Helena",1438.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1843,Imp,Sweden,5268.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1844,Exp,Hamburg,141.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1844,Exp,"Hong Kong",248.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1844,Exp,Ireland,7241.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1844,Exp,"New South Wales",3486.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1844,Exp,"New Zealand",413.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1844,Exp,"Reunion (Bourbon I.)",987.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1844,Exp,"Sri Lanka (Ceylon)",34.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1844,Exp,Tasmania,120.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1844,Exp,"Walvis Bay",240.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1844,Imp,"Africa Coast (South West)",68.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1844,Imp,Barbados,148.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1844,Imp,Bremen,780.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1844,Imp,"Cape Verde",150.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1844,Imp,"Crozet Is.",6259.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1844,Imp,France,9462.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1844,Imp,Hamburg,3175.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1844,Imp,"Madeira Isles",237.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1844,Imp,Netherlands,8489.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1844,Imp,"New Brunswick",674.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1844,Imp,Portugal,303.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1844,Imp,"Russia (USSR)",927.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1844,Imp,Spain,15.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1844,Imp,"St. Helena",509.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1844,Imp,Sweden,1647.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1844,Imp,Tasmania,5.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1844,Imp,"Walvis Bay",69.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1845,Exp,Barbados,291.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1845,Exp,"Chennai (Madras) & Kolkata (Calcutta)",6318.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1845,Exp,France,608.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1845,Exp,Ireland,35856.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1845,Exp,Jamaica,343.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1845,Exp,Netherlands,118.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1845,Exp,"New South Wales",4522.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1845,Exp,"People's Republic of China (China)",120.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1845,Exp,Singapore,6.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1845,Exp,"Sri Lanka (Ceylon)",56.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1845,Exp,Sweden,84.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1845,Exp,Tasmania,250.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1845,Imp,"Africa Coast (West)",150.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1845,Imp,"Ascension I.",137.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1845,Imp,"Crozet Is.",2157.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1845,Imp,"Hong Kong",66.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1845,Imp,Ireland,10.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1845,Imp,"Madeira Isles",327.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1845,Imp,Mozambique,961.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1845,Imp,"Nova Scotia",173.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1845,Imp,Portugal,252.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1845,Imp,Prussia,446.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1845,Imp,"Russia (USSR)",1045.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1845,Imp,"St. Helena",1702.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1845,Imp,"Walvis Bay",137.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1845,Imp,Zanzibar,64.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1846,Exp,"Chennai (Madras) & Kolkata (Calcutta)",9255.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1846,Exp,"Crozet Is.",33.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1846,Exp,Hamburg,51.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1846,Exp,Ireland,272.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1846,Exp,Mozambique,100.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1846,Exp,Netherlands,16.0,1,"Port Simon"
"Cape Colony (Cape of Good Hope)",1846,Exp,"New South Wales",5114.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1846,Exp,"New Zealand",322.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1846,Exp,Singapore,550.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1846,Exp,"Sri Lanka (Ceylon)",80.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1846,Exp,Tasmania,3587.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1846,Exp,"Walvis Bay",269.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1846,Imp,"Africa Coast (West)",218.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1846,Imp,"Cochin China",92.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1846,Imp,"Crozet Is.",7758.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1846,Imp,"Hong Kong",10811.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1846,Imp,Ireland,335.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1846,Imp,"Madeira Isles",305.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1846,Imp,Mozambique,3007.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1846,Imp,Netherlands,4155.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1846,Imp,"People's Republic of China (China)",30816.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1846,Imp,Portugal,24.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1846,Imp,Prussia,290.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1846,Imp,Singapore,5563.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1846,Imp,"St. Helena",829.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1846,Imp,Sweden,2835.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1846,Imp,Tasmania,2969.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1846,Imp,"Walvis Bay",584.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1847,Exp,"Ascension I.",586.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1847,Exp,"Chennai (Madras) & Kolkata (Calcutta)",2975.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1847,Exp,Netherlands,296.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1847,Exp,"New South Wales",1270.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1847,Exp,"Reunion (Bourbon I.)",1585.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1847,Exp,Tasmania,2268.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1847,Exp,"Walvis Bay",301.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1847,Imp,"Crozet Is.",3934.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1847,Imp,"Hong Kong",2980.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1847,Imp,Lombok,230.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1847,Imp,"Madeira Isles",386.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1847,Imp,Netherlands,2186.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1847,Imp,"New South Wales",501.0,1,"Cape Town"
"Cape Colony (Cape of Good Hope)",1847,Imp,"Quebec (Lower Canada)",1556.0,1,"Cape Town"
