year,Algeria,Angola (Portuguess Africa),Basutoland ,Bechuanaland Protectorate,Belgium Congo (Zaire),British Bechuanaland,British Cameroon,British East Africa (Kenia & Uganda),British Somaliland,Cabo Verde (Portuguese Africa),Camerun,Canary Island (Spanish Africa),Ceuta Y Melilla,Egypt,Eritrea,Ethiopia,French Equatorial Africa-Congo-Final,French Somalia,French West Africa & Togo,Gambia,German South West Africa,Ghana-Gold Coast,Guinea Bissau (Portuguese Africa),Italia Somalia,Italian Libia Cyrenaica,Liberia,Madagascar,Malawi,Marocco,Mauritius,Mozambique (Portuguese Africa),Nigeria,Reunion,Rodhesia,Rwanda and Burundi,St. Helena,S.Tome e Principe (Portuguess Africa),Seychelles,Sierra Leone,South Africa,Spanish Guinea,Sudan (Anglo-Egyptian Sudan),Swaziland,Tanganica (German East Africa),Togo (German West Africa),Tunisia,Zanzibar Isl.,Argentina,Bahamas,Barbados,Bermuda,Bolivia,Brasil,British Guiana,British Honduras (Belize),Canada,Chile,Colombia,Costa Rica,Cuba,Danish Virgin Island,Dominican Republic,Duch Antilles,Ecuador,El Salvador,Falkland Islands,French Guiana (French Colonies),Granada (Winward Island),Guadalupe (French Colonies),Guatemala,Haiti,Honduras,Jamaica,"Leward Island (L.I Antigua, L.I Dominica, L.I St.Christopher, Montserrat, Nevis, Virgin Island)",Martinique (French Colonies),Mexico,New Foundland,Nicaragua,Panama,Paraguay,Peru,Puerto Rico,St. Barthelemy (Norvegian Colonies),St. Vicente (Winward Island),St.Lucia (Winward Island),St.Pierre e Michelon,Surinam (Duch Guayana),Trinidad & Tobago (Winward Island),Turk Island,United states,Uruguay,Venezuela,Abu Dhabi,Aden,Afghanistan,Ajman  ,Bahrain,Bhutan,British Malaya,Brunei,Bukhara,Ceylon (Sri Lanka),China,Danish India,Dubai,Dutch East Indies (Indonesia),Formosa (Taiwan),French India,French Indochina,Fujairah  ,Hong-Kong,India,Iraq,Japan,Khiva,Kiautchou,Kokand,Korea,Kuwait,Kwang-Chou-Wan,Kwantung (Port Arthur),Macao,Maldive,Manchukuo,Mongolia,Nepal,North Yemen ,Oman,Ottoman Empire/Turkey,Palestine ,Persia (Iran),Philippines,Portuguese India,Quatar,Ras al Khaimah  ,Sabah (British Borneo),Sarawak,Saudi Arabia,Sharjah  ,Siam (Thailand),Sikkim,Syria and Lebanon,Albania,Andorra,Austria,Austria-Hungary,Belgium,Bulgaria,Crete,Cyprus,Czechoslowakia,Denmark,Dodecanese Is.,Estonia,Faroe Is,Finland,France,Germany/Zollverein,Gibraltar,Greece,Hungary,Iceland,Ionian islands,Ireland,Italy,Latvia,Lithuania,Luxembourg,Malta,Monaco,Montenegro,Netherlands,Norway,Poland,Portugal,Romania,Russia/USSR,Serbia/Yugoslavia,Spain,Sweden,Switzerland,United Kingdom,Australia,British settlement Oceania,Dutch new Guinea,French Polinesia,German colonies Oceania,Hawai,New Zeland,US settlement Oceania
1856,"5,25691699604743","0,170207025288401",0,0,0,0,0,"0,212236673167361","0,221319262358685","0,20628201871218","0,0352057930954517","0,2775","0,0114432989690722","2,6","1,27864098454381","1,41528588974575","0,000041454895184591","0,0658425492513927","0,711462450592885","0,107265389518062","0,0270824060251075","0,106","0,0479734474496694","0,421499362614137","0,0297819800234278","0,00000100920194636605","0,119422306285133","0,0852888000623644","0,983132722095652","2,0997057315598","0,226805125040412","0,0701220173925341","1,38339920948617",0,0,0,"0,235910086074573","0,0570102661807325","0,13152164480041","1,70963467321189",0,"1,09823836152073",0,"0,0957354034672965","0,0183093587472124","0,275049873437833","0,908508291758137","2,53792967931315","0,18820850689016","0,584505123452764","0,136698640008264","0,399809795614445","10,651","0,912062395977513","0,112754612763825","11,81009406811","3,73607121758439","1,39848031127136","0,193526044531361","6,51877202631954","0,233127836711952","0,231","0,0726635173874625","0,395","0,21308236061032","0,0112861154517847","0,204371876926697","0,0782365452864963","0,945297146486768","0,216952881500947","1,08405860750259","0,092281366497586","0,948938701765277","0,43803291910638","1,26482213438735","2,38249495759419","1,271604","0,07129906903787",0,"0,135572400314014","2,1750449697552","1,39842807541084","0,00374794476186411","0,119358315877729","0,0894769760676322","0,14266413087277","0,220115137148662","0,499898089868405","0,0333506369426752","71,2181251602492","1,38115841782922","1,42183746984365",0,0,"0,188996326610483",0,0,0,"4,39570950009132","0,00288759411981547",0,"1,615951035","8,06653937605712",0,0,"3,00714028095446",0,"0,33189646639956","1,43523288881552",0,0,"13,6335964025",0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0352828404559787",0,0,"18,4",0,"0,240048891040687","2,46473479335665","0,0861104050529494",0,0,"0,0403088119778771","0,13490906029526",0,0,"0,394796828795951",0,0,0,0,0,"26,1879158929174","16,6022850111718",0,0,0,0,"5,57369665578201",0,0,0,"1,63600488325056","78,6561264822134","66,6871567217387",0,"1,06704960563518",0,"0,125409075554555","0,29678075",0,"26,2322435402365",0,0,0,0,0,0,"21,3511683034202","4,14150073943888",0,"4,22303938",0,"18,9677031377379","0,498609871865387","13,6742268041237","5,74557099767922","18,0166575384855","149,1","16,3047851860906","0,135923915056088",0,"0,128560252391739","0,130685028826595","0,234675792947504","0,711",0
1857,"4,43968763626273","0,189475745132371",0,0,0,0,0,"0,237909123466958","0,248090355584248","0,230715658765033","0,0391913545779556","0,286468989061812","0,0117549851892414","3,1","1,43330721935066","1,58648088692499","0,000112294577199734","0,0738069577960094","0,634241090894676","0,116808305885582","0,0301483387826668","0,118","0,0522414280064052","0,472484525906299","0,0313538554997112","0,00000274856170774009","0,133567609226558","0,0952455113614099","0,71614756900448","2,34841114166841","0,246018867262986","0,0780603589841417","1,74416299996036",0,0,0,"0,256897939023029","0,0636940856221272","0,17009757152165","3,3681260649346",0,"1,2619913340479",0,"0,107075046172162","0,0203821163412365","0,291821217208028","1,15504391166437","3,74438599503898","0,210096866721159","0,567698111648776","0,135476512929402","0,40935055854064","14,376","0,98296769881895","0,128923077432296","10,99513798175","3,82522603608395","1,37928145902412","0,0040911508407315","7,15951397128012","0,233130163788922","0,230650172792364","0,0746117282352457","0,681","0,175919486151454","0,014860824028396","0,212398485794762","0,108119627117948","0,964323068185011","0,232377367753549","1,13560315011524","0,191670416888271","0,747921850437502","0,428794816914549","1,1495619772466","1,92397699347328","1,413423","0,0449561448591333",0,"0,182986463892054","2,58873347087122","1,46354132884147","0,00380400248540409","0,183238142917031","0,0872251284111394","0,163528291510781","0,25521054870268","0,568612042965651","0,0332315414012739","65,2882983410619","1,43155335281657","1,49761495506532",0,0,"0,194474305803912",0,0,0,"5,15001323679761","0,00315658114345082",0,"1,867702165","9,35933424649433",0,0,"3,28718035971676",0,"0,25559388625095","1,44108319693573",0,0,"13,2673158525",0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0329711719947684",0,0,12,0,"0,241045698406421","3,3849938311212","0,0837969607061787",0,0,"0,0441741964258634","0,143600594379375",0,0,"0,380419225639115",0,0,0,0,0,"28,6171087856879","17,334718685267",0,0,0,0,"5,59638213680045",0,0,0,"1,85389385197617","75,7957743687319","54,3831598860253",0,"1,29068256576489",0,"0,13134104013567","0,27301275",0,"26,5058838333601",0,0,0,0,0,0,"23,3432581880051","3,83103850641774",0,"4,36893192",0,"23,0643237149207","0,529500470482347","15,4370127205581","4,62642938440751","18,3840634298721","163,7","18,3316777809598","0,133713960830744",0,"0,126470022185618","0,130565412258608","0,23115002250133","0,993",0
1858,"4,65727251015047","0,195898651747028",0,0,0,0,0,"0,277135723291256","0,288995643103088","0,269620233422715","0,0405198750721236","0,295727861960708","0,0119727879336319","2,7","1,6696317784908","1,84806081279508","0,000304577788632718","0,0859762935302693","0,825770241222832","0,116649186704828","0,0311703163685199","0,122","0,0521702634332805","0,550388059620396","0,0304375129716506","0,0000075192916308823","0,156090532260121","0,111549433949345","0,738034755464132","2,74441346364785","0,269363049191649","0,0807064728480109","2,14951038930021",0,0,0,"0,256547986258243","0,0745496397613651","0,138087912061329","2,80346064057905",0,"1,41464360341474",0,"0,125130643915626","0,0210730355392445","0,280046253831822","0,884993892773767","2,62443113441135","0,119650981265518","0,946846363119383","0,140087703857587","0,367469688510088","14,446","1,05911726211023","0,0997582322548719","8,38912316203","3,43386515697375","1,36339423258398","0,205867215645908","8,02882141019043","0,233654858732034","0,230300875364274","0,0767838342600339","0,506","0,223365928975811","0,0134038941776989","0,221023362196859","0,102150401878117","0,984993233022849","0,251981471950592","1,19226399102437","0,060730828615543","1,62348342771811","0,494412312056484","1,32087413422498","1,39270422732023","1,172862","0,0284096757591354",0,"0,183877466429091","3,08800823468863","1,53511833902332","0,00386954957478606","0,100110264331878","0,0988004831230186","0,187684101584269","0,298609333674601","0,66776954081031","0,0413721464968153","64,088196685911","1,48711171446291","1,74002847451661",0,0,"0,195257535591974",0,0,0,"4,22776607858353","0,00285905216942636",0,"1,965629","11,6398329986075",0,0,"3,50166982245219",0,"0,246052444887406","1,32452216997383",0,0,"15,918185925",0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0335475133815059",0,0,"11,9",0,"0,337599100952978","1,93290556168899","0,100539974724392",0,0,"0,0437976535346187","0,137798121001119",0,0,"0,362000634596034",0,0,0,0,0,"24,1191561656017","17,92067096275",0,0,0,0,"3,43429793942124",0,0,0,"1,28309475840303","63,4662845314864","50,0365483597788",0,"1,44147892855112",0,"0,136440659835604","0,330952",0,"28,5067725825227",0,0,0,0,0,0,"20,5016636805733","3,5016310049002",0,"4,1607864",0,"22,4565111479422","0,597813278435409","15,3886639676113","3,12229232721027","17,9547347578889","141,4","17,6544518785383","0,129519811566145",0,"0,122503090481194","0,0858048991225867","0,22439526505404","1,141",0
1859,"6,80759584378359","0,184658565171379",0,0,0,0,0,"0,242855642807029","0,253248559372734","0,235133883929505","0,0381949642073296","0,305285987939802","0,0125787386872601","2,5","1,46310801798109","1,61946641633836","0,000822769423105486","0,0753415250242412","0,836020542219038","0,0751571853717826","0,029381855593277","0,115","0,0336133518844971","0,482308251080102","0,0295719566189368","0,0000200472584932227","0,136125440694964","0,0969629195989695","0,757515590483099","2,39338342165228","0,285517881212981","0,0760757735862398","1,87109359449023",0,0,0,"0,165294119098819","0,0648633823040708","0,168058437447581","2,85402291008792",0,"1,64789089429831",0,"0,109125542727173","0,0198639269427305","0,271564769356286","1,13950747801845","3,33757607033399","0,211757542083511","0,725183575786824","0,165637248407497","0,372747834498088","13,554","1,14090053702174","0,0841089318672358","9,54031615693","3,48318743352696","1,33043395041268","0,186329051787614","8,79489487032643","0,231182244552016","0,229952106913431","0,07800739992877","0,286","0,26711936513131","0,0138729330641849","0,234203348722029","0,123942249435168","1,18157569966957","0,310889307044097","1,23572427579971","0,0628473924316858","0,839708540753553","0,39388872908299","1,12950356303993","1,83823520016929","1,324136","0,0749091505949367",0,"0,172523548385705","3,06798658267201","1,58957872294012","0,00388582600177303","0,130335725764192","0,100469266752657","0,174695359705671","0,248202670318384","0,543940363745019","0,0421032292993631","74,858995290578","1,52504606841586","1,55587857137082",0,0,"0,20717819297932",0,0,0,"4,21795470969493","0,0031152460113925",0,"2,239089395","14,2467671981932",0,0,"3,73349360342569",0,"0,292682100842423","1,38482698195585",0,0,"18,516485285",0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0302990186875618",0,0,"10,6",0,"0,320558603600752","2,1689148677359","0,11695094976964",0,0,"0,0435625488392658","0,136049914137378",0,0,"0,344745451235517",0,0,0,0,0,"23,2357888818779","18,4478367980693",0,0,0,0,"4,25266500340213",0,0,0,"1,13254135651853","66,9572833313428","48,8699565273856",0,"1,6260116713468",0,"0,143331991381266","0,32657575",0,"26,6007914142592",0,0,0,0,0,0,"20,9688462855187","3,70966284009762",0,"3,9444958","1,48473074566572","20,9979940632697","0,502434754152009","13,0613926658426","4,02722071446183","18,0626375843139","153,9","20,2940194714882","0,184914583638478",0,"0,174896857066444","0,222460119070507","0,31825247484251","1,551",0
1860,"6,76401543787053","0,179841385210386",0,0,0,0,0,"0,275529435285098","0,287320614601402","0,267978535056895","0,0371985738367037","0,315153039062528","0,013269601644738","2,6","1,65995453634879","1,83734938994786","0,00222108002878591","0,0854779720310723","0,568694545020491","0,0721573631777229","0,0286153724038871","0,112","0,0322717093189719","0,547197991849987","0,0360255875322217","0,00005504280284804","0,155140108145142","0,110848071134798","0,776984734592914","2,72770292586214","0,294940483050747","0,0740911881883379","1,94962797915092",0,0,0,"0,158696573374251","0,0740852263893148","0,170411319793999","3,03256972319358",0,"1,44405635497982",0,"0,124368732352007","0,0193457375442245","0,345602687062153","1,13179102473645","4,07133276853139","0,232535767476755","0,682298490354641","0,151925986123705","0,4292189002456","11,8","1,10051445535883","0,0963807855147655","10,02787196827","4,01088816942652","1,31749486015476","0,224568494421875","7,01132122161962","0,232122842472109","0,229603866638749","0,0804239787185779","0,428","0,256944301239354","0,0266641968333005","0,235555278211017","0,125519980736842","1,07110173874985","0,308291918421215","1,29973398222424","0,0660007794434122","1,18588283564496","0,464820253563681","1,12596984044881","1,32768193912922","1,254128","0,200441300806302",0,"0,150197570529092","3,09322995071454","1,67034417338585","0,00395995298290475","0,149288347030568","0,0942563636632063","0,162495523813313","0,265093210193262","0,682152424534019","0,0418230063694268","70,1847240719456","1,58710652003764","1,16647490054796",0,0,"0,226362815109665",0,0,0,"4,09562319669458","0,00324982980237191",0,"2,290903855","12,9333772762841",0,0,"4,20222410013711",0,"0,241289809474954","1,43914074356659",0,0,"24,6623550225",0,"0,246759048561162",0,0,0,0,0,0,0,0,0,0,0,"0,0305712802377323",0,0,"13,7",0,"0,371563733953331","3,00419489839578","0,155768538091512",0,0,"0,049168035435707","0,153432183879293",0,0,"0,353166875246817",0,0,0,0,0,"25,7759014280457","18,8608076112946",0,0,0,0,"4,47034857401539",0,0,0,"1,56950061970379","77,6986432180798","59,9971020856479",0,"1,83316094567866",0,"0,149198675871435","0,31787",0,"32,3998855630481",0,0,0,0,0,0,"25,5686676928339","3,78065742082085",0,"4,41336708","2,49310977970982","23,9343742778571","0,441695502443652","15,7726315789474","4,33470507544582","18,7550525283135","181,9","19,3298517311777","0,145378774583275",0,"0,137502895977616","0,222850559540195","0,252407563978306","1,548",0
1861,"5,8045409674235","0,261733444547259",0,0,0,0,0,"0,263398697319867","0,274670746233864","0,256559407595548","0,0541372101373455","0,325339","0,0132791428571429","2,6","1,58687169678282","1,75645638489752","0,00595370254953549","0,0817146322650856","0,71076011846002","0,108351468302684","0,0416455866235143","0,163","0,0484591860810617","0,523106498876235","0,0364681552000234","0,000148671796574659","0,148529262732093","0,106230966328092","0,791353011881394","2,61146978285874","0,325498940910136","0,10782913995267","2,21125370187562",0,0,0,"0,238298712459235","0,0709786612987952","0,166432595171587","3,03540120385495",0,"1,63833966305489",0,"0,119069119804188","0,0281549573188267","0,34224557443193","0,719343468691519","3,29675530785168","0,272733904408858","0,639402861365089","0,163283457952185","0,328589687643033","13,3","1,339713","0,111195200644867","11,35593465019","3,0705462644093","1,29403430509865","0,183531643742396","6,33450207041239","0,226418877710486","0,229256153740356","0,0814920222369182","1,003","0,233023322953828","0,0271715726429914","0,253899076683365","0,110637254542616","0,984679170779862","0,210339636648588","1,26989894390354","0,0687467409944564","1,07266400419855","0,418237409095278","1,2231391905232","1,58660004904055","1,152837","0,0511414018518137",0,"0,169290482037028","3,09322995071454","1,73730307838664","0,00381005117468541","0,124780261344978","0,106751412615777","0,14988483732697","0,277894736842105","0,732859921946996","0,0264085668789809","51,7428257142002","1,63821326382513","1,12304868743942",0,0,"0,219212036520474",0,0,0,"4,26240751926689","0,00323151915693094",0,"2,21250999","14,4217423874195",0,0,"4,53517138737955",0,"0,362639205658549","1,32883071791587",0,0,"26,63437485",0,"0,379855663819953",0,0,0,0,0,0,0,0,0,0,0,"0,0323006977696841",0,0,12,0,"0,363793458946649","3,42500615994588","0,168223903580205",0,0,"0,0514876695420058","0,160623148348157",0,0,"0,353175142256823",0,0,0,0,0,"29,0611889153577","21,21312136123",0,0,0,0,"4,68802321687688",0,0,0,"1,90550903599335","98,3257650542942","60,4323297482536",0,"1,71093766110573",0,"0,153485935930349","0,30916425",0,"29,3642298264814",0,0,0,0,0,0,"29,1115789473684","4,472185501447",0,"5,40814524","2,63963235134811","23,5903496388007","0,560616583836842","18,5469387755102","5,87105624142661","18,1772564481258",183,"16,6425308807457","0,0897013790771834",0,"0,0848418170510403","0,0644360011196264","0,156929866166251","2,494",0
1862,"5,62955915001586","0,256107407246981",0,0,0,0,0,"0,212766696470681","0,221871967811391","0,205501445190134","0,0529735148973561","0,336132","0,0138611134020619",2,"1,28183416274564","1,41882031426923","0,0161454694975449","0,0660069792951379","0,634990485252141","0,0984362807837295","0,0407504025015879","0,159496267102848","0,0440247107155096","0,42255198222594","0,0337766202974045","0,000401565726181474","0,118970410910007","0,0846023451385189","1,19931844070013","2,09176042101662","0,405872779631925","0,105511320904058","1,98223913732953",0,0,0,"0,216492119003959","0,0566223220555917","0,142204503184978","3,23910401568654",0,"1,56620846179141",0,"0,0953731396037979","0,027549758237993","0,308407701571072","0,909806994769061","3,4226508179897","1,22128930262981","0,630854411365741","0,237276936472047","0,350216141228672","11,771","1,107181","0,101414088015649","12,70540289434","3,27263728785598","1,27099151079454","0,203122100096921","8,45482853195306","0,220855076724454","0,228908967419593","0,0825742495468992","0,573571268457547","0,268904790382117","0,0255006282933599","0,324012434165647","0,112037739506453","0,988621947351728","0,225393355742066","1,24074876073303","0,0716069482393152","1,12656588306971","0,426884333273648","1,17978908975579","2,79609009754671","1,007082","0,0511170370703387",0,"0,149828440906606","3,09322995071454","1,80694615772129","0,00366582381568413","0,139411537790393","0,0905808562814695","0,139866793529971","0,246535747683414","0,568939642201962","0,0357476242038217","45,7438396683447","1,69096570639061","0,972764615212711",0,0,"0,235310644858325",0,0,0,"5,66351834369622","0,00316329854709878",0,"2,655513155","13,6428834777693",0,0,"5,74454920494111",0,"0,327226774998453","1,37166568591317",0,0,"25,540272065",0,"1,32717763116194",0,0,0,0,0,0,0,0,0,0,0,"0,0357391620170314",0,0,"13,1",0,"0,313226481436974","2,41514416562467","0,161313501423322",0,0,"0,0499241865254898","0,153848478789088",0,0,"0,362673453137176",0,0,0,0,0,"28,3744264513515","28,5189132747588",0,0,0,0,"4,52513966480447",0,0,0,"2,33804051531616","89,6646051379638","61,13841704573",0,"1,55178066937496",0,"0,157597765363129","0,3182785",0,"28,6430738107124",0,0,0,0,0,0,"29,9413414945167","4,48280431333646",0,"5,4725","2,57535481517364","20,8069253072042","0,505295197244963","19,1257731958763","5,32235939643347","18,0990099009901","183,5","19,424143690842","0,118108322376547",0,"0,111709817422697","0,0949647953840688","0,20580289938754","4,626",0
1863,"5,66426364572606","0,25060230327167",0,0,0,0,0,"0,252783704615154","0,263601488879375","0,244644761537968","0,0518348336284994","0,301464","0,0124315051546392","5,1","1,52292061556616","1,6856710245235","0,0435712588132774","0,0784215247661185","0,752594470411154","0,174731847196741","0,0398744606254099","0,156067847973883","0,0781471929290387","0,502025256919233","0,030575962316784","0,00108463767949879","0,141631548042027","0,100856344843473","1,02423362621247","2,49019284959625","0,425527365121714","0,103243324056981","1,50518894082231",0,0,0,"0,384289893481541","0,0674734821072756","0,206833851584865","2,74916228067588",0,"1,26514293271203",0,"0,113539537271432","0,0269575680892381","0,279725488189217","1,03011385488324","4,72641618569027","4,26345157880417","0,803872428191316","0,319203371044567","0,402296172312457","10,868","1,121979","0,127512889057644","14,83611644398","3,7593054667684","1,2483590382008","0,268492359722022","9,12631789810556","0,215427995263424","0,228562306879007","0,0836708490115811","0,328","0,268079929061926","0,0286227873112607","0,290147674845529","0,0894581725495888","0,922403549077082","0,149918544944631","1,21226771204992","0,0745861543685605","1,07357289672919","0,392786097508109","1,01057593282104","3,8963949851938","1,077272","0,0510926838967305",0,"0,138334508178829","3,18935717599915","1,87938101159405","0,0035270561027954","0,107617574349345","0,0667050502890533","0,153687712905015","0,313958421722529","0,542685283482867","0,0449853821656051","59,6160688817306","1,71146300878448","0,820711982931433",0,0,"0,273475810272084",0,0,0,"6,34810619145087","0,00312404311022411",0,"3,17956156","16,2450725534811",0,0,"5,83752476545337",0,"0,335502938568453","1,40177458712366",0,0,"24,517595745",0,"0,92337186607436",0,0,0,0,0,0,0,0,0,0,0,"0,0427580645972244",0,0,"17,5",0,"0,299075933555423","2,65942892005078","0,154854232016087",0,0,"0,049139002878199","0,149062152473719",0,0,"0,617288039619127",0,0,0,0,0,"30,5738852707515","34,1041685912871",0,0,0,0,"4,60208777640588",0,0,0,"2,63806662480252","99,4375346589559","55,0407858917939",0,"1,98946239663457",0,"0,159782242675946",0,0,"32,1817627277502",0,0,0,0,0,0,"38,5150615188799","4,74952272955632",0,"5,461537648","2,86760493635777","24,1788760823995","0,627917637597179","23,2948453608247","5,26748971193416","17,8461766776279","198,6","20,0370414286598","0,138934213204218",0,"0,131407467979506","0,0901926932510346","0,242303012805972","7,025",0
1864,"5,86208262367806","0,24521553312397",0,0,0,0,0,"0,257000111133794","0,267998334940819","0,249664394679201","0,0507206286481154","0,425928","0,0172092121212121","5,3","1,54832277675618","1,71378784600495","0,0475303996514437","0,0797295878342224","0,594129995643047","0,101840754983643","0,0390173473772537","0,152713123721528","0,0455473301257135","0,510398987215728","0,043168335835239","0,00118324110490777","0,144537551047882","0,103190428388159","0,803151391914683","2,54128674785639","0,250300639595474","0,101024078468577","1,38630332316711",0,0,0,"0,223979620845407","0,068983241730355","0,188892116350479","3,08506983337807",0,"1,50309011092202",0,"0,11586914703109","0,0263781072417443","0,394638743977303","0,69816428016276","4,60478831996371","5,30758980194099","0,665248581408392","0,36894568379492","0,374049375792438","14,267","1,50856","0,139696455988285","14,62636652204","3,49534984430743","1,22612958074237","0,393458849730889","9,23597392243368","0,210134273712528","0,228216171322357","0,0847820114955157","0,5829","0,254469717278782","0,0194141161196275","0,35211540419699","0,120476495885286","0,739374975244584","0,291588476687357","1,18444043805493","0,0776893103291946","1,13022317955143","0,378091279136612","1,07327603279598","5,38941377649479","1,067062","0,124141628688677",0,"0,18159904565581","3,18935717599915","1,95471955356683","0,00339354136416528","0,135190397266376","0,0865333791260024","0,182212845665723","0,406022669599053","0,637048827635336","0,0698737133757962","58,1280418284779","1,73220877240014","3,04724674701433",0,0,"0,320444008919637",0,0,0,"4,31766254753818","0,00278099805977849",0,"3,66275339","15,1018166666667",0,0,"3,18313513838164",0,"0,232647732662446","1,4538986941734",0,0,"25,778127945",0,"1,78047302405726",0,0,0,0,0,0,0,0,0,0,0,"0,0513644751996163",0,0,"19,9",0,"0,300493039443715","4,04267279270117","0,162815809806697",0,0,"0,0481913532965786","0,143449796528568",0,0,"0,797957709751554",0,0,0,0,0,"35,6596315020517","25,6572092145181",0,0,0,0,"5,24050159086655",0,0,0,"1,71133846283927","103,453875708005","52,49701055898",0,"1,94967314870187",0,"0,170409882088714",0,0,"36,1654687954955",0,0,0,0,0,0,"48,5197090170868","4,78768082127858",0,"5,290430872","3,1316715243646","21,5672969521859","0,705606376178005","22,969696969697","5,21262002743484","18,254808043773","222,8","19,3298517311777","0,202422086699154",0,"0,191455893136741","0,168073703477457","0,353040645041552",7,0
1865,"6,2715833763347","0,239944553183485",0,0,0,0,0,"0,213060015167544","0,222177838972377","0,20558672840109","0,0496303738311911","0,425531","0,017368612244898","5,8","1,28360129046087","1,42077629014594","0,035724209105704","0,0660979760604768","0,714484182114079","0,12756177347677","0,0381786580302273","0,149430510252755","0,057050816334788","0,423134509467465","0,0447646660410499","0,000887430828680829","0,119019783694912","0,0845815189091488","0,829438196466875","2,09262850272325","0,232070551912241","0,0988525362162162","1,11141983884412",0,0,0,"0,280548172117183","0,0566193353558156","0,208080911652197","2,58053306825309",0,"1,52816150130869",0,"0,0954127195083424","0,0258111020754405","0,410100709130799","0,768719359596182","6,02561194399192","1,45094789746689","0,64631118163795","0,199335143973739","0,435397886984354","14,695","1,359202","0,101085891741997","13,63398517442","4,06862846183985","1,20429596195197","0,320046192233931","8,79575080952316","0,204970635012862","0,227870559954603","0,0859079303979675","0,635","0,348297692450457","0,0150215200349418","0,318712114650516","0,113465742203953","0,777849603902052","0,340049079248551","1,15725193152879","0,0809215730523041","1,038356054461","0,381217308920181","1,15111340451713","5,18872537687692","1,101084","0,148681252964345",0,"0,187046889739408","3,18935717599915","2,03307818346833","0,00326508075138741","0,120239797781659","0,0670671102598371","0,216504002308405","0,380035469977198","0,637231622224705","0,0801240700636943","72,198002458821","2,28368930771982","2,77022024827676",0,0,"0,327394456970854",0,0,0,"4,75349716118095","0,0028350042495923",0,"3,191091575","17,090878125",0,0,"3,74337425533823",0,"0,198787082671726","1,46310213385888",0,0,"29,6340071925",0,"3,66706701500133",0,0,0,0,0,0,0,0,0,0,0,"0,0476034594648871",0,0,"19,4",0,"0,43032514156633","3,07252794581573","0,187169715704674",0,0,"0,0538149879113371","0,163033629187975",0,0,"0,471429308248133",0,0,0,0,0,"31,8685166801836","27,9644057004239",0,0,0,0,"5,83798882681564",0,0,0,"2,18854181257879","108,95486841583","58,3031483368966",0,"2,66587961149032",0,"0,181284916201117",0,0,"34,9739512901782",0,0,0,0,0,0,"41,4576471581792","4,77831594634873",0,"5,32295986","2,70462540740579","21,39070877868","0,763554533644031","19,2775510204082","5,76131687242798","18,1915016270883","218,1","19,4807188666405","0,230582777660917",0,"0,218090981863224","0,21279880639773","0,401295032272699","5,595",0
1866,"6,27282833095125","0,234786874505684",0,0,0,0,0,"0,221590236279528","0,231073107712159","0,214198252388837","0,0485635543619254","0,626711","0,0255800408163265","4,7","1,33499245749261","1,47765949226193","0,0357313006193425","0,0687443212717411","0,760560584405272","0,106765986232497","0,037357996557162","0,146218457525081","0,0477500939767186","0,440075421271259","0,0483584083963743","0,000887430828680829","0,124005230616882","0,0882320203075257","0,854922908684684","2,18028357992009","0,289560866980488","0,198364869459459","1,23074479911069",0,0,0,"0,234811742306717","0,0590419222846558","0,229217360384277","2,20558122898841",0,"1,26688705001292",0,"0,0994093243921909","0,0252562848517996","0,443604280026299","0,65651578826636","7,4402491081187","0,326143879895161","0,658404795810562","0,190819015517578","0,390820911226199","14,359","1,530675","0,0811052642165658","15,87085281964","3,65207349514363","1,18285113315324","0,383560513888602","8,01670373759116","0,199933882632831","0,227525471981913","0,0870488016865746","0,643066126454885","0,343142309199266","0,0209222607507952","0,351388887951752","0,121634023702393","0,816738129267905","0,350359845750933","1,13068752973884","0,084288314023025","1,01483254681775","0,448410191404947","1,22836271240273","3,9929530143846","1,205177","0,100108607931799",0,"0,18277007756163","3,18935717599915","2,11457796723451","0,00314148294335077","0,15698757489083","0,0877387566513334","0,256749245672542","0,36620810079748","0,707648954808425","0,0557438025477707","91,0048236602937","3,01074381869548","1,57280432227332",0,0,"0,31768085372912",0,0,0,"4,88346710455953","0,00294372793824959",0,"3,43972532","20,6780791666667",0,0,"4,98051397028263",0,"0,504408296042728","1,58984348264526",0,0,"30,8746532425",0,"0,696949031895328",0,0,0,0,0,0,0,0,0,0,0,"0,045475476083727",0,0,"20,4",0,"0,397228193109229","3,02576444361047","0,195005691681875",0,0,"0,0636510590973583","0,188044496448202",0,0,"0,759361083181482",0,0,0,0,0,"27,1987456341455","28,7815135957632",0,0,0,0,"6,65771511692962",0,0,0,"2,0036813042335","114,927743369859","64,576304713656",0,"2,7454581073557",0,"0,18300324493678",0,0,"34,0485364150734",0,0,0,0,0,0,"47,2619551417689","5,56770082329411",0,"5,35033785","2,83938165207584","22,2193919550441","0,862695234363722","17,3836734693878","6,14540466392318","18,958941806203","245,3","20,0936166044584","0,236317229556393",0,"0,223514770478396","0,227369943195106","0,411193368114986","5,895",0
