slug,acronym,source_category,author,name,edition_date,country,pages,volume_number,volume_date,flow_date,notes,shelf_number
Currency_Flandreau and Zumer (2004),OMF,book,Flandreau M. & F. Zumer,Les origines de la mondialisation financière,2004,,,,,,,
"Currency_From Denzel (2010), 242-244. 1 German Mark = 3 thaler Prussian current.",HER,book,Denzel M. A.,"Handbook of World Exchange Rates, 1590-1914",2010,,242-244,,,,Estimated from 1 German Mark = 3 Thaler Prussian current. Berlin on London.,
"Currency_From Denzel (2010), 285-289. 1 Livre tournois = 0.99 French Franc.",HER,book,Denzel M. A.,"Handbook of World Exchange Rates, 1590-1914",2010,,285-289,,,,Estimated from 1 Livre tournois = 0.99 French Franc. Paris on London,
"Currency_From Denzel (2010), 307-312. 1 peso duro = 5.19 pesetas.",HER,book,Denzel M. A.,"Handbook of World Exchange Rates, 1590-1914",2010,,307-312,,,,Estimated from 1 peso duro = 5.19 pesetas. Madrid on London,
Currency_http://moxlad.fcs.edu.uy/en/databaseaccess.html,MOxLAD,website,,http://www.lac.ox.ac.uk/moxlad-database,,,,,,,,
Currency_http://www.ipeadata.gov.br,IPEA,website,,http://www.ipeadata.gov.br,,,,,,,,
"Currency_Jaakko Autio, Valuuttakurssit Suomessa 1864-1991, Katsaus ja tilastosarjat, Bank of Finland Discussion Papers 1/92, pp. 197-199.",BP-FIN,article,Autio A. J.,"Katsaus ja Tilastosarjat, Bank of Finland Discussion Papers",1992,,197-199,vol.1,,,Valuuttakurssit Suomessa 1864-1991,
Currency_Jobst (2007),Jobst,book,Jobst C.,Jobst (2007),2007,,,,,,,
Currency_Kostelenos et al.,K,book,Kostelenos G. et al.,Gross Domestic Product 1830-1939,2007,,,,,,,
"Currency_Memorandum sur le commerce international et sur les balances des paiements 1912-1926, vol II.",MC-SDN,statistical series,Société des Nations,Mémorandum sur le commerce international et sur les balances des paiements,,,,vol.2,1912-1926,,,
"Currency_Ministère de l'Agriculture, du Commerce et des Travaux Publics. Annales du Commerce extérieur. 3ème série des avis divers, N° 1490. Faits Commerciaux N° 17. Paris, juin 1863 [Cote BNF: LC5-138 (AR)1843/03-1861/07 (N 1-4)]",ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,juin 1863,"Chili, Paraguay, Plata, Uruguay",,FC17,,,,
"Currency_Reis=Milreis*1000 & Schneider et al (1991), FC I,II, pp.  62-66; Londres sur Lisbonne, 60 jours (1815-1850) et 3 mois (1851-1913).",WdW,book,"Schneider J., Schwarzer O. & F. Zellfelder",Währungen der Welt,1991,Europäische und Nordamerikanische Devisenkurze,62-66,vol.I(II),1777-1914,,"London on Lisbon, 60 jours (1815-1850) and 3 mois (1851-1913). 1 Portuguese Milreis = 1 Portuguese Reis/1000",
"Currency_Salvadoran Silber Peso. Estimation from Schneider et al. (1997), pp. 60-61. 1 £ = 5 Gold Peso ; 1 Gold Peso ~ 2 Silber Peso.",WdW,book,"Schneider J., Schwarzer O. & M. Denzel",Währungen der Welt,1997,Europäische und Nordamerikanische Devisenkurze,60-61,vol.II,1914-1951,,Estimated from 1 Sterling Pound = 5 Gold Peso and 1 Gold Peso = 2 Silber Peso,
"Currency_Schneider et al (1991), vol I, II, London on Bordeaux, pp. 29-30,",WdW,book,"Schneider J., Schwarzer O. & F. Zellfelder",Währungen der Welt,1991,Europäische und Nordamerikanische Devisenkurze,29-30,vol.I(II),1777-1914,,,
"Currency_Schneider et al (1991), vol I, II, London on Madrid, 3 months, pp. 43-46 and parity 1 Peseta=4 reales",WdW,book,"Schneider J., Schwarzer O. & F. Zellfelder",Währungen der Welt,1991,Europäische und Nordamerikanische Devisenkurze,43-46,vol.I(II),1777-1914,,"London on Madrid, 3 months and parity 1 Peseta=4 reales",
"Currency_Schneider et al (1991), vol I, II, London on Rotterdam, pp. 17-18.",WdW,book,"Schneider J., Schwarzer O. & F. Zellfelder",Währungen der Welt,1991,Europäische und Nordamerikanische Devisenkurze,17-18,vol.I(II),1777-1914,,Gulden flämisch Banco,
"Currency_Schneider et al (1991), FC I,II, pp.  61-66; London on Lissabon, 60 days (1790-1850) and 3 months (1851-1913).",WdW,book,"Schneider J., Schwarzer O. & F. Zellfelder",Währungen der Welt,1991,Europäische und Nordamerikanische Devisenkurze,61-66,vol.I(II),1777-1914,,,
"Currency_Schneider et al (1997), vol II, London on Paris, p. 30.",WdW,book,"Schneider J., Schwarzer O. & M. Denzel",Währungen der Welt,1997,Europäische und Nordamerikanische Devisenkurze,30,vol.II,1914-1951,,,
"Currency_Schneider et al (1997), vol II, p. 33.",WdW,book,"Schneider J., Schwarzer O. & M. Denzel",Währungen der Welt,1997,Europäische und Nordamerikanische Devisenkurze,33,vol.II,1914-1951,,,
"Currency_Schneider et al (1997), vol II, p. 37.",WdW,book,"Schneider J., Schwarzer O. & M. Denzel",Währungen der Welt,1997,Europäische und Nordamerikanische Devisenkurze,37,vol.II,1914-1951,,,
"Currency_Schneider et al. (1991), vol I, I, New York on Bremen, 60 Tage, p. 362-363 and US dollar constant exchange rate.",WdW,book,"Schneider J., Schwarzer O. & F. Zellfelder",Währungen der Welt,1991,Europäische und Nordamerikanische Devisenkurze,362-363,vol.I(I),1777-1914,,,
"Currency_Schneider et al. (1991), vol I, II, London on Antwerpen, drei Monate, p. 35-39.",WdW,book,"Schneider J., Schwarzer O. & F. Zellfelder",Währungen der Welt,1991,Europäische und Nordamerikanische Devisenkurze,35-39,vol.I(II),1777-1914,,,
"Currency_Schneider et al. (1991), vol I, II, Paris on Berlin, 90 Tage, pp. 339-341 & Schneider et al. (1991), pp. 203-207.",WdW,book,"Schneider J., Schwarzer O. & F. Zellfelder",Währungen der Welt,1991,Europäische und Nordamerikanische Devisenkurze,339-341,vol.I(II),1777-1914,,,
"Currency_Schneider et al. (1997), II, pp. 67-68. London on St. Petersburg.",WdW,book,"Schneider J., Schwarzer O. & M. Denzel",Währungen der Welt,1997,Europäische und Nordamerikanische Devisenkurze,67-68,vol.II,1914-1951,,"Tscherwonetz,New Rubel",
"Currency_Schneider et al. (1997), vo. VII, p. 212.",WdW,book,"Schneider J., Schwarzer O. & M. Denzel",Währungen der Welt,1997,Lateinamerikanische Devisenkurze im 19. und 20. Jahrhundert,212,vol.VII,19th-20th,,Buenos Aires sur London 60 Tage,
"Currency_Schneider et al. (1997), vol II, p. 35.",WdW,book,"Schneider J., Schwarzer O. & M. Denzel",Währungen der Welt,1997,Europäische und Nordamerikanische Devisenkurze,35,vol.II,1914-1951,,,
"Currency_Schneider et al. (1997), vol II, p. 41.",WdW,book,"Schneider J., Schwarzer O. & M. Denzel",Währungen der Welt,1997,Europäische und Nordamerikanische Devisenkurze,41,vol.II,1914-1951,,,
"Currency_Schneider et al. (1997), vol II, p. 50.",WdW,book,"Schneider J., Schwarzer O. & M. Denzel",Währungen der Welt,1997,Europäische und Nordamerikanische Devisenkurze,50,vol.II,1914-1951,,,
"Currency_Schneider et al. (1997), vol VII, p. 49-50.",WdW,book,"Schneider J., Schwarzer O. & M. Denzel",Währungen der Welt,1997,Lateinamerikanische Devisenkurze im 19. und 20. Jahrhundert,49-50,vol.VII,19th-20th,,1 Peso = 5 Bolivares,
"Currency_Schneider et al. (1997), FC VII, p. 212-213.",WdW,book,"Schneider J., Schwarzer O. & M. Denzel",Währungen der Welt,1997,Lateinamerikanische Devisenkurze im 19. und 20. Jahrhundert,212-213,vol.VII,19th-20th,,Buenos Aires sur London 60 Tage,
"Currency_Schneider et al. (1997), FC VII, p. 214.",WdW,book,"Schneider J., Schwarzer O. & M. Denzel",Währungen der Welt,1997,Lateinamerikanische Devisenkurze im 19. und 20. Jahrhundert,214,vol.VII,19th-20th,,Buenos Aires on London 60 Tage,
"Currency_Schneider et al. (1997), FC VII, p. 215-216.",WdW,book,"Schneider J., Schwarzer O. & M. Denzel",Währungen der Welt,1997,Lateinamerikanische Devisenkurze im 19. und 20. Jahrhundert,215-216,vol.VII,19th-20th,,"Buenos Aires on London, 90 Tage. Cf. Statistical Abstract for principal and other Foreign Countries : 1 peso nacional = 1 peso gold = 4 s",
"Currency_Schneider et al. (1997), FC VII, p. 217-218.",WdW,book,"Schneider J., Schwarzer O. & M. Denzel",Währungen der Welt,1997,Lateinamerikanische Devisenkurze im 19. und 20. Jahrhundert,217-218,vol.VII,19th-20th,,"Buenos Aires on London, 90 Tage",
"Currency_Schneider et al. (1997), FC VII, p. 40.",WdW,book,"Schneider J., Schwarzer O. & M. Denzel",Währungen der Welt,1997,Lateinamerikanische Devisenkurze im 19. und 20. Jahrhundert,40,vol.VII,19th-20th,,"In 1826, a British consular report indicated 48 pence for 1 peso.,In Lima 1850, 1 peso was reported between 45 1/2 and 46 1/2 pence.",
"Currency_Schneider et al. (1997), FC VII, p. 41.",WdW,book,"Schneider J., Schwarzer O. & M. Denzel",Währungen der Welt,1997,Lateinamerikanische Devisenkurze im 19. und 20. Jahrhundert,41,vol.VII,19th-20th,,"Soles de Oro was introduced in 1863. 1 peso = 4/5 Sol.,In Lima 1873, 1 Sol = 44 Pence Sterling.",
"Currency_Schneider et al. (1997), FC VII, p. 45.",WdW,book,"Schneider J., Schwarzer O. & M. Denzel",Währungen der Welt,1997,Lateinamerikanische Devisenkurze im 19. und 20. Jahrhundert,45,vol.VII,19th-20th,,,
"Currency_Schneider et al. (1997), FC VII, p. 47.",WdW,book,"Schneider J., Schwarzer O. & M. Denzel",Währungen der Welt,1997,Lateinamerikanische Devisenkurze im 19. und 20. Jahrhundert,47,vol.VII,19th-20th,,,
"Currency_Schneider et al. (1997), p. 90.",WdW,book,"Schneider J., Schwarzer O. & M. Denzel",Währungen der Welt,1997,Lateinamerikanische Devisenkurze im 19. und 20. Jahrhundert,90,vol.VII,19th-20th,,,
Currency_Statesman's Yearbook,SY,statistical series,,Statesman's Yearbook,,,,,,,Venezuela same as Colombia. 1 Peso = 5 Bolivares. 1 Venezolano = 4s. 1 Venezolano = 5 Bolivares,
Currency_Statesman's Yearbook 1880,SY,statistical series,,Statesman's Yearbook,,,,,1880,,,
Currency_Statesman's Yearbook 1881,SY,statistical series,,Statesman's Yearbook,,,,,1881,,Same as Honduran Gold Peso,
Currency_Statesman's Yearbook 1882,SY,statistical series,,Statesman's Yearbook,,,,,1882,,Same as Honduran Gold Peso,
Currency_Statesman's Yearbook 1883,SY,statistical series,,Statesman's Yearbook,,,,,1883,,,
Currency_Statesman's Yearbook 1884,SY,statistical series,,Statesman's Yearbook,,,,,1884,,,
Currency_Statesman's Yearbook 1885,SY,statistical series,,Statesman's Yearbook,,,,,1885,,,
Currency_Statesman's Yearbook 1886,SY,statistical series,,Statesman's Yearbook,,,,,1886,,,
Currency_Statesman's Yearbook 1887,SY,statistical series,,Statesman's Yearbook,,,,,1887,,,
Currency_Statesman's Yearbook 1888,SY,statistical series,,Statesman's Yearbook,,,,,1888,,,
Currency_Statesman's Yearbook 1889,SY,statistical series,,Statesman's Yearbook,,,,,1889,,,
Currency_Statesman's Yearbook 1890,SY,statistical series,,Statesman's Yearbook,,,,,1890,,,
Currency_Statesman's Yearbook 1895,SY,statistical series,,Statesman's Yearbook,,,,,1895,,Same as Honduran Gold Peso,
Currency_Statesman's Yearbook 1896,SY,statistical series,,Statesman's Yearbook,,,,,1896,,Same as Honduran Gold Peso,
"Currency_Valério (2001), p. 745.",HS-PGL,book,"Valério N., ed.",Portuguese Historical Statistics,2001,,745,,,,,
"Département de l'Agriculture, du Commerce et des Travaux Publics. Annales du Commerce Extérieur. 3ème série des avis divers N° 218. Faits Commerciaux N° 3. Paris, septembre 1844. Cote BNF: LC5-138 (AJ)1843-1847 (N 1-13)",ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,sept. 1844,Autriche,,FC3,,,,BNF: LC5-138 (AJ) 1843-1847 (N 1-13)
"Département de l'Agriculture, du Commerce et des Travaux Publics. Annales du Commerce Extérieur. 3ème série des avis divers N° 282. Faits Commerciaux N° 2. Paris, août 1845. Cote BNF: LC5-138 (BK)1844/05-1859/10 (N 1-14)",ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,août 1845,Espagne,,FC2,,,,BNF: LC5-138 (BK) 1844/05-1859/10 (N 1-14)
"Depoid Pierre, (Avril 1934), Le commerce des territoires français d'outre-mer, Bulletin de la Statistique Générale de la France, Archive INSEE, Paris",BSG-FR,article,Depoid P. & H. Ulmer,Bulletin de la Statistique Générale de la France,Avril-Juin 1934,,,vol.XXIII(III),,,Le commerce des territoires français d'outre-mer,
Documents sur le commerce extérieur. Algérie. Faits commerciaux n°1 (août 1844). 3ème série des Avis divers. BNF : LC5-138 (AB),ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,août 1844,Algérie,,FC1,,,,BNF: LC5-138 (AB)
Documents sur le commerce extérieur. Amérique Latine. Equateur Faits commerciaux. N° 2 [BNF : LC5-138 (An)],ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,"Bolivie, Equateur, Pérou",,FC2,,,,BNF: LC5-138 (AN)
Documents sur le commerce extérieur. Amérique Latine. Equateur Faits commerciaux. N° 4  [BNF : LC5-138 (An)],ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,"Bolivie, Equateur, Pérou",,FC4,,,,BNF: LC5-138 (AN)
Documents sur le commerce extérieur. Amérique Latine. Equateur Faits commerciaux. N° 6  [BNF : LC5-138 (An)],ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,"Bolivie, Equateur, Pérou",,FC6,,,,BNF: LC5-138 (AN)
Documents sur le commerce extérieur. Amérique Latine. Pérou Faits commerciaux. N° 1 [BNF : LC5-138 (An)],ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,"Bolivie, Equateur, Pérou",,FC1,,,,BNF: LC5-138 (AN)
Documents sur le commerce extérieur. Amérique Latine. Pérou Faits commerciaux. N° 3 [BNF : LC5-138 (An)],ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,"Bolivie, Equateur, Pérou",,FC3,,,,BNF: LC5-138 (AN)
Documents sur le commerce extérieur. Association allemande. Faits commerciaux n° 4.  BNF [LC5-138(AH)],ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Association allemande,,FC4,,,,BNF: LC5-138 (AH)
Documents sur le commerce extérieur. Association allemande. Faits commerciaux. N° 1 [BNF : LC5-138 (AH)],ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Association allemande,,FC1,,,,BNF: LC5-138 (AH)
Documents sur le commerce extérieur. Association allemande. Faits commerciaux. N° 10. BNF : LC5-138 (AH),ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Association allemande,,FC10,,,,BNF: LC5-138 (AH)
Documents sur le commerce extérieur. Association allemande. Faits commerciaux. N° 5 [BNF : LC5-138 (AH)],ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Association allemande,,FC5,,,,BNF: LC5-138 (AH)
Documents sur le commerce extérieur. Association allemande. Faits commerciaux. N° 6 [BNF : LC5-138 (AH)],ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Association allemande,,FC6,,,,BNF: LC5-138 (AH)
Documents sur le commerce extérieur. Association allemande. Faits commerciaux. N° 9 [BNF : LC5-138 (AH)],ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Association allemande,,FC9,,,,BNF: LC5-138 (AH)
Documents sur le commerce extérieur. Brésil. Faits commerciaux. N° 1 [BNF : LC5-138 (AP)],ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Brésil,,FC1,,,,BNF: LC5-138 (AP)
Documents sur le commerce extérieur. Brésil. Faits commerciaux. N° 10 [BNF : LC5-138 (AP)],ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Brésil,,FC10,,,,BNF: LC5-138 (AP)
Documents sur le commerce extérieur. Brésil. Faits commerciaux. N° 11  [BNF : LC5-138 (AP)],ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Brésil,,FC11,,,,BNF: LC5-138 (AP)
Documents sur le commerce extérieur. Brésil. Faits commerciaux. N° 12 [BNF : LC5-138 (AP)],ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Brésil,,FC12,,,,BNF: LC5-138 (AP)
Documents sur le commerce extérieur. Brésil. Faits commerciaux. N° 13  [BNF : LC5-138 (AP)],ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Brésil,,FC13,,,,BNF: LC5-138 (AP)
Documents sur le commerce extérieur. Brésil. Faits commerciaux. N° 15  [BNF : LC5-138 (AP)],ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Brésil,,FC15,,,,BNF: LC5-138 (AP)
Documents sur le commerce extérieur. Brésil. Faits commerciaux. N° 16 [BNF : LC5-138 (AP)],ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Brésil,,FC16,,,,BNF: LC5-138 (AP)
Documents sur le commerce extérieur. Brésil. Faits commerciaux. N° 17 [BNF : LC5-138 (AP)],ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Brésil,,FC17,,,,BNF: LC5-138 (AP)
Documents sur le commerce extérieur. Brésil. Faits commerciaux. N° 18 [BNF : LC5-138 (AP)],ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Brésil,,FC18,,,,BNF: LC5-138 (AP)
Documents sur le commerce extérieur. Brésil. Faits commerciaux. N° 19 [BNF : LC5-138 (AP)],ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Brésil,,FC19,,,,BNF: LC5-138 (AP)
Documents sur le commerce extérieur. Brésil. Faits commerciaux. N° 2 [BNF : LC5-138 (AP)],ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Brésil,,FC2,,,,BNF: LC5-138 (AP)
Documents sur le commerce extérieur. Brésil. Faits commerciaux. N° 20 [BNF : LC5-138 (AP)],ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Brésil,,FC20,,,,BNF: LC5-138 (AP)
Documents sur le commerce extérieur. Brésil. Faits commerciaux. N° 4 [BNF : LC5-138 (AP)],ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Brésil,,FC4,,,,BNF: LC5-138 (AP)
Documents sur le commerce extérieur. Brésil. Faits commerciaux. N° 5 [BNF : LC5-138 (AP)],ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Brésil,,FC5,,,,BNF: LC5-138 (AP)
Documents sur le commerce extérieur. Brésil. Faits commerciaux. N° 6 [BNF : LC5-138 (AP)],ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Brésil,,FC6,,,,BNF: LC5-138 (AP)
Documents sur le commerce extérieur. Brésil. Faits commerciaux. N° 7 [BNF : LC5-138 (AP)],ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Brésil,,FC7,,,,BNF: LC5-138 (AP)
Documents sur le commerce extérieur. Colombie Faits commerciaux. N° 13 [BNF : LC5-138 (D)],ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Colombie,,FC13,,,,BNF: LC5-138 (D)
Documents sur le commerce extérieur. Colonies anglaises d'Afrique. Faits commerciaux. N° 11 [BNF : LC5-138 (AV)],ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Colonies anglaises d'Afrique,,FC11,,,,BNF: LC5-138 (AV)
Documents sur le commerce extérieur. Colonies anglaises d'Afrique. Faits commerciaux. N° 12 [BNF : LC5-138 (AV)],ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Colonies anglaises d'Afrique,,FC12,,,,BNF: LC5-138 (AV)
Documents sur le commerce extérieur. Colonies anglaises d'Afrique. Faits commerciaux. N° 16 [BNF : LC5-138 (AV)],ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Colonies anglaises d'Afrique,,FC16,,,,BNF: LC5-138 (AV)
Documents sur le commerce extérieur. Colonies anglaises d'Afrique. Faits commerciaux. N° 17 [BNF : LC5-138 (AV)],ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Colonies anglaises d'Afrique,,FC17,,,,BNF: LC5-138 (AV)
Documents sur le commerce extérieur. Colonies anglaises d'Afrique. Faits commerciaux. N° 18 [BNF : LC5-138 (AV)],ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Colonies anglaises d'Afrique,,FC18,,,,BNF: LC5-138 (AV)
Documents sur le commerce extérieur. Colonies anglaises d'Afrique. Faits commerciaux. N° 4 [BNF : LC5-138 (AV)],ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Colonies anglaises d'Afrique,,FC4,,,,BNF: LC5-138 (AV)
Documents sur le commerce extérieur. Colonies anglaises d'Afrique. Faits commerciaux. N° 7 [BNF : LC5-138 (AV)],ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Colonies anglaises d'Afrique,,FC7,,,,BNF: LC5-138 (AV)
"Documents sur le commerce extérieur. Gibraltar. Faits commerciaux, n° 2. BNF : LC5-138 (BV)",ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Gibraltar,,FC2,,,,BNF: LC5-138 (BV)
"Documents sur le commerce extérieur. Iles ioniennes. Faits commerciaux, n° 1. BNF : LC5-138 (CF)",ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Iles ioniennes,,FC1,,,,BNF: LC5-138 (CF)
"Documents sur le commerce extérieur. Iles ioniennes. Faits commerciaux, n° 2. BNF : LC5-138 (CF)",ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Iles ioniennes,,FC2,,,,BNF: LC5-138 (CF)
Documents sur le commerce extérieur. Indes occidentales espagnoles. Faits commerciaux n° 1.  BNF : LC5-138 (CM).,ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes occidentales espagnoles,,FC1,,,,BNF: LC5-138 (CM)
Documents sur le commerce extérieur. Indes occidentales espagnoles. Faits commerciaux n° 2.  BNF : LC5-138 (CM),ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes occidentales espagnoles,,FC2,,,,BNF: LC5-138 (CM)
Documents sur le commerce extérieur. Indes occidentales espagnoles. Faits commerciaux n° 3.  BNF : LC5-138 (CM).,ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes occidentales espagnoles,,FC3,,,,BNF: LC5-138 (CM)
"Documents sur le commerce extérieur. Indes orientales néerlandaises. Faits commerciaux, n° 2. BNF : LC5-138 (C0)",ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes orientales néerlandaises,,FC2,,,,BNF: LC5-138 (C0)
"Documents sur le commerce extérieur. Indes orientales néerlandaises. Faits commerciaux, n° 3. BNF : LC5-138 (C0)",ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes orientales néerlandaises,,FC3,,,,BNF: LC5-138 (C0)
"Documents sur le commerce extérieur. Indes orientales néerlandaises. Faits commerciaux, n° 4. BNF : LC5-138 (C0)",ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes orientales néerlandaises,,FC4,,,,BNF: LC5-138 (C0)
"Documents sur le commerce extérieur. Malte. Faits commerciaux, n° 1.  BNF : LC5-138 (CU)",ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Malte,,FC1,,,,BNF: LC5-138 (CU)
Documents sur le commerce extérieur. Océanie et Australie. Faits commerciaux n° 2. BNF : LC5-138 (DB),ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Océanie et Australie,,FC2,,,,BNF: LC5-138 (DB)
Documents sur le commerce extérieur. Océanie. Faits commerciaux n° 1.  BNF : LC5-138 (DB).,ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Océanie,,FC1,,,,BNF: LC5-138 (DB)
