slug,acronym,source_category,author,name,edition_date,country,pages,volume_number,volume_date,flow_date,notes,shelf_number
"Annales du commerce extérieur. Grèce. Faits commerciaux, n° 4. BNF : LC5-138 (By)",ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Grèce,,FC4,,,,BNF: LC5-138 (BY)
"Annales du commerce extérieur. Grèce. Faits commerciaux, n° 6. BNF : LC5-138 (By)",ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Grèce,,FC6,,,,BNF: LC5-138 (BY)
"Annales du commerce extérieur. Grèce. Faits commerciaux, n° 7. BNF : LC5-138 (By)",ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Grèce,,FC7,,,,BNF: LC5-138 (BY)
"Annales du commerce extérieur. Grèce. Faits commerciaux, n° 9. BNF : LC5-138 (By)",ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Grèce,,FC9,,,,BNF: LC5-138 (BY)
Annales du commerce extérieur. Haïti. Faits commerciaux n° 1  BNF : LC5-138 (C),ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Haïti,,FC1,,,,BNF: LC5-138 (C)
Annales du commerce extérieur. Haïti. Faits commerciaux n° 4 (juin 1858)  BNF : LC5-138 (C),ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,Juin 1858,Haïti,,FC4,,,,BNF: LC5-138 (C)
Annales du commerce extérieur. Haïti. Faits commerciaux n° 5 (fev. 1860)  BNF : LC5-138 (C),ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,Fevrier 1860,Haïti,,FC5,,,,BNF: LC5-138 (C)
Annales du commerce extérieur. Haïti. Faits commerciaux n° 6  BNF : LC5-138 (C),ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Haïti,,FC6,,,,BNF: LC5-138 (C)
Annales du commerce extérieur. Haïti. Faits commerciaux n° 7  BNF : LC5-138 (C),ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Haïti,,FC7,,,,BNF: LC5-138 (C)
Annales du commerce extérieur. Haïti. Faits commerciaux n° 8  BNF : LC5-138 (C),ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Haïti,,FC8,,,,BNF: LC5-138 (C)
"Annales du commerce extérieur. Iles ioniennes. Faits commerciaux, n° 10. BNF : LC5-138 (CF)",ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Iles ioniennes,,FC10,,,,BNF: LC5-138 (CF)
"Annales du commerce extérieur. Iles ioniennes. Faits commerciaux, n° 11. BNF : LC5-138 (CF)",ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Iles ioniennes,,FC11,,,,BNF: LC5-138 (CF)
"Annales du commerce extérieur. Iles ioniennes. Faits commerciaux, n° 7. BNF : LC5-138 (CF)",ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Iles ioniennes,,FC7,,,,BNF: LC5-138 (CF)
"Annales du commerce extérieur. Iles ioniennes. Faits commerciaux, n° 9. BNF : LC5-138 (CF)",ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Iles ioniennes,,FC9,,,,BNF: LC5-138 (CF)
Annales du commerce extérieur. Indes occidentales anglaises et possessions britanniques de l'Amérique du Nord. Faits commerciaux n° 11. BNF : LC5-138 (AV).,ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes occidentales anglaises et possessions britanniques de l'Amérique du Nord,,FC11,,,,BNF: LC5-138 (AV)
Annales du commerce extérieur. Indes occidentales anglaises et possessions britanniques de l'Amérique du Nord. Faits commerciaux n° 13. BNF : LC5-138 (AV).,ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes occidentales anglaises et possessions britanniques de l'Amérique du Nord,,FC13,,,,BNF: LC5-138 (AV)
Annales du commerce extérieur. Indes occidentales anglaises et possessions britanniques de l'Amérique du Nord. Faits commerciaux n° 14. BNF : LC5-138 (AV).,ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes occidentales anglaises et possessions britanniques de l'Amérique du Nord,,FC14,,,,BNF: LC5-138 (AV)
Annales du commerce extérieur. Indes occidentales anglaises et possessions britanniques de l'Amérique du Nord. Faits commerciaux n° 3. BNF : LC5-138 (AV),ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes occidentales anglaises et possessions britanniques de l'Amérique du Nord,,FC3,,,,BNF: LC5-138 (AV)
Annales du commerce extérieur. Indes occidentales anglaises et possessions britanniques de l'Amérique du Nord. Faits commerciaux n° 4. BNF : LC5-138 (AV),ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes occidentales anglaises et possessions britanniques de l'Amérique du Nord,,FC4,,,,BNF: LC5-138 (AV)
Annales du commerce extérieur. Indes occidentales anglaises et possessions britanniques de l'Amérique du Nord. Faits commerciaux n° 6. BNF : LC5-138 (AV).,ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes occidentales anglaises et possessions britanniques de l'Amérique du Nord,,FC6,,,,BNF: LC5-138 (AV)
Annales du commerce extérieur. Indes occidentales anglaises et possessions britanniques de l'Amérique du Nord. Faits commerciaux n° 7. BNF : LC5-138 (AV).,ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes occidentales anglaises et possessions britanniques de l'Amérique du Nord,,FC7,,,,BNF: LC5-138 (AV)
Annales du commerce extérieur. Indes occidentales anglaises et possessions britanniques de l'Amérique du Nord. Faits commerciaux n°9. BNF : LC5-138 (AV).,ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes occidentales anglaises et possessions britanniques de l'Amérique du Nord,,FC9,,,,BNF: LC5-138 (AV)
Annales du commerce extérieur. Indes occidentales espagnoles. Faits commerciaux n° 10  BNF : LC5-138 (CM).,ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes occidentales espagnoles,,FC10,,,,BNF: LC5-138 (CM)
Annales du commerce extérieur. Indes occidentales espagnoles. Faits commerciaux n° 11  BNF : LC5-138 (CM),ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes occidentales espagnoles,,FC11,,,,BNF: LC5-138 (CM)
Annales du commerce extérieur. Indes occidentales espagnoles. Faits commerciaux n° 12.  BNF : LC5-138 (CM),ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes occidentales espagnoles,,FC12,,,,BNF: LC5-138 (CM)
Annales du commerce extérieur. Indes occidentales espagnoles. Faits commerciaux n° 13  BNF : LC5-138 (CM),ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes occidentales espagnoles,,FC13,,,,BNF: LC5-138 (CM)
Annales du commerce extérieur. Indes occidentales espagnoles. Faits commerciaux n° 14  BNF : LC5-138 (CM),ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes occidentales espagnoles,,FC14,,,,BNF: LC5-138 (CM)
Annales du commerce extérieur. Indes occidentales espagnoles. Faits commerciaux n° 15  BNF : LC5-138 (CM),ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes occidentales espagnoles,,FC15,,,,BNF: LC5-138 (CM)
Annales du commerce extérieur. Indes occidentales espagnoles. Faits commerciaux n° 16  BNF : LC5-138 (CM),ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes occidentales espagnoles,,FC16,,,,BNF: LC5-138 (CM)
Annales du commerce extérieur. Indes occidentales espagnoles. Faits commerciaux n° 4.  BNF : LC5-138 (CM),ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes occidentales espagnoles,,FC4,,,,BNF: LC5-138 (CM)
Annales du commerce extérieur. Indes occidentales espagnoles. Faits commerciaux n° 6.  BNF : LC5-138 (CM).,ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes occidentales espagnoles,,FC6,,,,BNF: LC5-138 (CM)
Annales du commerce extérieur. Indes occidentales espagnoles. Faits commerciaux n° 7.  BNF : LC5-138 (CM),ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes occidentales espagnoles,,FC7,,,,BNF: LC5-138 (CM)
Annales du commerce extérieur. Indes occidentales espagnoles. Faits commerciaux n° 8.  BNF : LC5-138 (CM).,ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes occidentales espagnoles,,FC8,,,,BNF: LC5-138 (CM)
Annales du commerce extérieur. Indes occidentales espagnoles. Faits commerciaux n° 9.  BNF : LC5-138 (CM).,ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes occidentales espagnoles,,FC9,,,,BNF: LC5-138 (CM)
Annales du commerce extérieur. Indes occidentales néerlandaises. Faits commerciaux n° 2. BNF : LC5-138 (C0),ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes occidentales néerlandaises,,FC2,,,,BNF: LC5-138 (C0)
Annales du commerce extérieur. Indes occidentales néerlandaises. Faits commerciaux n° 3. BNF : LC5-138 (C0),ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes occidentales néerlandaises,,FC3,,,,BNF: LC5-138 (C0)
"Annales du commerce extérieur. Indes occidentales néerlandaises. Faits commerciaux, n° 1. BNF : LC5-138 (C0)",ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes occidentales néerlandaises,,FC1,,,,BNF: LC5-138 (C0)
"Annales du commerce extérieur. Indes Occidentales néerlandaises. Faits commerciaux, n° 5. BNF : LC5-138 (CP).",ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes occidentales néerlandaises,,FC5,,,,BNF: LC5-138 (CP)
Annales du commerce extérieur. Indes orientales anglaises. Faits commerciaux n° 12. BNF : LC5-138 (CI).,ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes orientales anglaises,,FC12,,,,BNF: LC5-138 (CI)
Annales du commerce extérieur. Indes orientales anglaises. Faits commerciaux n° 14. BNF : LC5-138 (CI).,ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes orientales anglaises,,FC14,,,,BNF: LC5-138 (CI)
Annales du commerce extérieur. Indes orientales anglaises. Faits commerciaux n° 19. BNF : LC5-138 (CI).,ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes orientales anglaises,,FC19,,,,BNF: LC5-138 (CI)
Annales du commerce extérieur. Indes orientales anglaises. Faits commerciaux n° 21. BNF : LC5-138 (CI).,ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes orientales anglaises,,FC21,,,,BNF: LC5-138 (CI)
Annales du commerce extérieur. Indes orientales anglaises. Faits commerciaux n° 5. BNF : LC5-138 (CI).,ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes orientales anglaises,,FC5,,,,BNF: LC5-138 (CI)
Annales du commerce extérieur. Indes orientales anglaises. Faits commerciaux n° 8. BNF : LC5-138 (CI).,ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes orientales anglaises,,FC8,,,,BNF: LC5-138 (CI)
Annales du commerce extérieur. Indes orientales anglaises. Faits commerciaux n° 9. BNF : LC5-138 (CI).,ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes orientales anglaises,,FC9,,,,BNF: LC5-138 (CI)
"Annales du commerce extérieur. Indes orientales anglaises. Faits commerciaux, n° 22. BNF : LC5-138 (CI)",ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes orientales anglaises,,FC22,,,,BNF: LC5-138 (CI)
"Annales du commerce extérieur. Indes orientales anglaises. Faits commerciaux, n° 26. BNF : LC5-138 (CI)",ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes orientales anglaises,,FC26,,,,BNF: LC5-138 (CI)
"Annales du commerce extérieur. Indes orientales anglaises. Faits commerciaux, n° 27. BNF : LC5-138 (CI)",ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes orientales anglaises,,FC27,,,,BNF: LC5-138 (CI)
"Annales du commerce extérieur. Indes Orientales Espagnoles. Faits commerciaux, n° 1. BNF : LC5-138  (CK)",ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes orientales espagnoles,,FC1,,,,BNF: LC5-138  (CK)
Annales du commerce extérieur. Indes orientales néerlandaises. Faits commerciaux n° 11. BNF : LC5-138 (C0),ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes orientales néerlandaises,,FC11,,,,BNF: LC5-138 (C0)
Annales du commerce extérieur. Indes orientales néerlandaises. Faits commerciaux n° 12. BNF : LC5-138 (C0),ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes orientales néerlandaises,,FC12,,,,BNF: LC5-138 (C0)
Annales du commerce extérieur. Indes orientales néerlandaises. Faits commerciaux n° 13. BNF : LC5-138 (C0),ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes orientales néerlandaises,,FC13,,,,BNF: LC5-138 (C0)
