year,modified_currency,rate_to_pounds,source,notes
1902,swedish krone,18.1933,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1903,swedish krone,18.2,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1904,swedish krone,18.1875,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1905,swedish krone,18.1817,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1906,swedish krone,18.2242,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1907,swedish krone,18.2767,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1908,swedish krone,18.2058,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1909,swedish krone,18.2067,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1910,swedish krone,18.21,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1911,swedish krone,18.2,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1912,swedish krone,18.2192,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,
1913,swedish krone,18.2442,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_370371,
1914,swedish krone,18.4175,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_370371,
1915,swedish krone,18.335,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_370371,
1916,swedish krone,16.6525,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_370371,
1917,swedish krone,14.8317,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_370371,
1918,swedish krone,14.645,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_370371,
1919,swedish krone,17.4417,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_370371,
1920,swedish krone,17.9267,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_370371,
1921,swedish krone,17.1192,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_370371,
1922,swedish krone,16.9342,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_370371,
1923,swedish krone,17.2325,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_370371,
1924,swedish krone,16.6383,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_370371,
1925,swedish krone,17.9883,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_370371,
1926,swedish krone,18.1558,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_370371,
1927,swedish krone,18.13,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_370371,
1928,swedish krone,18.1575,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_370371,
1929,swedish krone,18.1317,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_370371,
1930,swedish krone,18.1092,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_370371,
1931,swedish krone,17.9758,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_370371,
1932,swedish krone,18.9967,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_370371,
1933,swedish krone,19.2067,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_370371,
1934,swedish krone,19.4017,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_370371,
1935,swedish krone,19.4008,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_370371,
1936,swedish krone,19.4,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_370371,
1937,swedish krone,19.4017,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_370371,
1938,swedish krone,19.41,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_370371,
1939,swedish krone,18.54,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_370371,
1815,swedish riksdaler,12.8525,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,1 Swedish Riksdaler = 1 Swedish Krone
1816,swedish riksdaler,16.4383,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,1 Swedish Riksdaler = 1 Swedish Krone
1817,swedish riksdaler,14.8408,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,1 Swedish Riksdaler = 1 Swedish Krone
1818,swedish riksdaler,14.4125,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,1 Swedish Riksdaler = 1 Swedish Krone
1819,swedish riksdaler,17.0708,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,1 Swedish Riksdaler = 1 Swedish Krone
1820,swedish riksdaler,18.7516,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,1 Swedish Riksdaler = 1 Swedish Krone
1821,swedish riksdaler,17.9416,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,1 Swedish Riksdaler = 1 Swedish Krone
1822,swedish riksdaler,17.8966,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,1 Swedish Riksdaler = 1 Swedish Krone
1823,swedish riksdaler,18.27,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,1 Swedish Riksdaler = 1 Swedish Krone
1824,swedish riksdaler,18.5283,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,1 Swedish Riksdaler = 1 Swedish Krone
1825,swedish riksdaler,17.545,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,1 Swedish Riksdaler = 1 Swedish Krone
1826,swedish riksdaler,18.8316,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,1 Swedish Riksdaler = 1 Swedish Krone
1827,swedish riksdaler,19.5525,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,1 Swedish Riksdaler = 1 Swedish Krone
1828,swedish riksdaler,18.005,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,1 Swedish Riksdaler = 1 Swedish Krone
1829,swedish riksdaler,17.7892,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,1 Swedish Riksdaler = 1 Swedish Krone
1830,swedish riksdaler,18.8125,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,1 Swedish Riksdaler = 1 Swedish Krone
1831,swedish riksdaler,19.7383,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,1 Swedish Riksdaler = 1 Swedish Krone
1832,swedish riksdaler,21.1366,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,1 Swedish Riksdaler = 1 Swedish Krone
1833,swedish riksdaler,20.7408,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,1 Swedish Riksdaler = 1 Swedish Krone
1834,swedish riksdaler,19.055,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,1 Swedish Riksdaler = 1 Swedish Krone
1835,swedish riksdaler,18.4592,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,1 Swedish Riksdaler = 1 Swedish Krone
1836,swedish riksdaler,18.0058,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,1 Swedish Riksdaler = 1 Swedish Krone
1837,swedish riksdaler,18.5725,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,1 Swedish Riksdaler = 1 Swedish Krone
1838,swedish riksdaler,18.58,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,1 Swedish Riksdaler = 1 Swedish Krone
1839,swedish riksdaler,17.88,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,1 Swedish Riksdaler = 1 Swedish Krone
1840,swedish riksdaler,18.0508,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,1 Swedish Riksdaler = 1 Swedish Krone
1841,swedish riksdaler,18.2275,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,1 Swedish Riksdaler = 1 Swedish Krone
1842,swedish riksdaler,18.5717,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,1 Swedish Riksdaler = 1 Swedish Krone
1843,swedish riksdaler,18.74,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,1 Swedish Riksdaler = 1 Swedish Krone
1844,swedish riksdaler,18.3767,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,1 Swedish Riksdaler = 1 Swedish Krone
1845,swedish riksdaler,18.1558,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,1 Swedish Riksdaler = 1 Swedish Krone
1846,swedish riksdaler,18.165,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,1 Swedish Riksdaler = 1 Swedish Krone
1847,swedish riksdaler,18.0525,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,1 Swedish Riksdaler = 1 Swedish Krone
1848,swedish riksdaler,18.5833,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,1 Swedish Riksdaler = 1 Swedish Krone
1849,swedish riksdaler,18.5525,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,1 Swedish Riksdaler = 1 Swedish Krone
1850,swedish riksdaler,18.0127,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,1 Swedish Riksdaler = 1 Swedish Krone
1851,swedish riksdaler,17.9425,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,1 Swedish Riksdaler = 1 Swedish Krone
1852,swedish riksdaler,18.0367,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,1 Swedish Riksdaler = 1 Swedish Krone
1853,swedish riksdaler,17.64,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,1 Swedish Riksdaler = 1 Swedish Krone
1854,swedish riksdaler,17.6192,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,1 Swedish Riksdaler = 1 Swedish Krone
1855,swedish riksdaler,17.8717,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,1 Swedish Riksdaler = 1 Swedish Krone
1856,swedish riksdaler,18.0417,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,1 Swedish Riksdaler = 1 Swedish Krone
1857,swedish riksdaler,17.9508,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,1 Swedish Riksdaler = 1 Swedish Krone
1858,swedish riksdaler,17.9842,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,1 Swedish Riksdaler = 1 Swedish Krone
1859,swedish riksdaler,17.7317,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,1 Swedish Riksdaler = 1 Swedish Krone
1860,swedish riksdaler,17.7533,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,1 Swedish Riksdaler = 1 Swedish Krone
1861,swedish riksdaler,18.0867,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,1 Swedish Riksdaler = 1 Swedish Krone
1862,swedish riksdaler,17.8825,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,1 Swedish Riksdaler = 1 Swedish Krone
1863,swedish riksdaler,17.8458,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,1 Swedish Riksdaler = 1 Swedish Krone
1864,swedish riksdaler,17.8633,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,1 Swedish Riksdaler = 1 Swedish Krone
1865,swedish riksdaler,17.9,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,1 Swedish Riksdaler = 1 Swedish Krone
1866,swedish riksdaler,17.9983,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,1 Swedish Riksdaler = 1 Swedish Krone
1867,swedish riksdaler,18.0058,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,1 Swedish Riksdaler = 1 Swedish Krone
1868,swedish riksdaler,18.0833,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,1 Swedish Riksdaler = 1 Swedish Krone
1869,swedish riksdaler,18.0803,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,1 Swedish Riksdaler = 1 Swedish Krone
1870,swedish riksdaler,17.9458,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,1 Swedish Riksdaler = 1 Swedish Krone
1871,swedish riksdaler,17.8642,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,1 Swedish Riksdaler = 1 Swedish Krone
1872,swedish riksdaler,17.8733,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,1 Swedish Riksdaler = 1 Swedish Krone
1873,swedish riksdaler,18.0183,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,1 Swedish Riksdaler = 1 Swedish Krone
1874,swedish riksdaler,18.1375,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,1 Swedish Riksdaler = 1 Swedish Krone
1875,swedish riksdaler,18.2025,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,1 Swedish Riksdaler = 1 Swedish Krone
1876,swedish riksdaler,18.165,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,1 Swedish Riksdaler = 1 Swedish Krone
1877,swedish riksdaler,18.1975,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,1 Swedish Riksdaler = 1 Swedish Krone
1878,swedish riksdaler,18.2225,EdvinssonRJacobsonTDWaldenström_HistoricalMonetaryAndFinancialStatisticsForSwedenExchangeRatesPricesAndWages12772008_322324,1 Swedish Riksdaler = 1 Swedish Krone
