reporting,partner,partner type,year,import,export,total,currency,source
France,Turkey,,1837,"527206,200574419","255734,351024905","782940,551599324",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,Tuscany,,1837,"417043,710902152","326553,094385647","743596,805287799",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,TwoSicilies,,1837,"507534,327418657","184915,607664162","692449,935082819",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,UnitedKingdom,,1837,"1876696,69905968","2458984,14447024","4335680,84352992",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,UnitedStatesofAmerica,,1837,"3411102,80520911","2305543,53385529","5716646,3390644",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,Venezuela,,1837,"51146,8702049809","39343,7463115238","90490,6165165047",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,ViceroyaltyofLaPlata_Uruguay,,1837,"173112,483770705","204587,480819924","377699,964590629",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,VirginIslandsDanishWestIndies,,1837,"23606,2477869143","153440,610614943","177046,858401857",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,WestAfrica_Africaother,,1837,"15737,4985246095","23606,2477869143","39343,7463115238",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,WorldFedericoTena,,1837,"27865921,5810958","23726265,7124468","51592187,2935426",sterling pound,FedericoGATenajunguito_WorldTrade18001938ANewDatasetEhesWorkingPaper93
France,Worldasreported,,1837,"22390526,0258882","20238423,1026478","42628949,128536",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,Worldsumpartners,,1837,"22374788,5273636","20238423,1026478","42613211,6300114",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,Worldbestguess,,1837,"22390526,0258882","20238423,1026478","42628949,128536",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,Algeria,,1838,"43278,1209426762","708187,433607428","751465,554550104",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,Austria,,1838,"173112,483770705","165243,7345084","338356,218279105",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,BarbaryCoast,,1838,"200653,106188771","149506,23598379","350159,342172561",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,Belgium,,1838,"3037337,21524964","1770468,58401857","4807805,79926821",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,Bolivia,,1838,"3934,3746311524","11803,1238934571","15737,4985246095",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,Brazil,,1838,"212456,230082228","515403,076680962","727859,30676319",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,Bremen_Hamburg_Hanover_Lubeck,,1838,"224259,353975686","617696,817090923","841956,171066609",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,BritishAmerica,,1838,0,"11803,1238934571","11803,1238934571",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,CapeColony_Mauritius,,1838,"15737,4985246095","232128,10323799","247865,601762599",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,Chile,,1838,"133768,737459181","236062,477869143","369831,215328324",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,ChinaPeople'sRepublicofChina_CochinChina_Oceania_Philippines,,1838,"106228,115041114","31474,997049219","137703,112090333",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,ColombiaGranColombia,,1838,"11803,1238934571","15737,4985246095","27540,6224180666",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,Denmark,,1838,"27540,6224180667","62949,9940984381","90490,6165165048",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,Ecuador_Guatemala,,1838,"15737,4985246095","7868,7492623048","23606,2477869143",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,EgyptUnitedArabRepublic,,1838,"129834,362828029","118031,238934571","247865,6017626",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,FrenchGuyana,,1838,"59015,6194672857","133768,737459181","192784,356926467",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,FrenchIndia,,1838,"19671,8731557619","15737,4985246095","35409,3716803714",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,GermanyZollverein,,1838,"1860959,20053508","1857024,82590392","3717984,026439",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,Greece,,1838,"27540,6224180667","62949,9940984381","90490,6165165048",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,Guadeloupe,,1838,"668843,687295904","590156,194672857","1258999,88196876",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,Haiti,,1838,"200653,106188771","165243,7345084","365896,840697171",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,India,,1838,"814415,548648542","82621,8672542","897037,415902742",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,IndonesiaDutchEastIndies,,1838,"212456,230082228","47212,4955738285","259668,725656056",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,KingdomofSardinia,,1838,"3116024,70787268","1451784,23889523","4567808,94676791",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,Lucca_Monaco_PapalStates,,1838,"39343,7463115238","70818,7433607428","110162,489672267",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,Martinique,,1838,"472124,955738286","609828,067828619","1081953,02356691",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,MecklenburgSchwerin,,1838,"7868,7492623048","15737,4985246095","23606,2477869143",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,Mexico_Texas,,1838,"133768,737459181","255734,351024905","389503,088484086",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,Netherlands,,1838,"507534,327418657","601959,318566314","1109493,64598497",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,NetherlandsAntilles,,1838,0,0,0,sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,Norway,,1838,"440649,958689066","78687,4926230476","519337,451312114",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,Peru,,1838,"3934,3746311524","82621,8672542","86556,2418853524",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,Portugal,,1838,"47212,4955738285","59015,6194672857","106228,115041114",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,Reunion,,1838,"712121,808238581","539009,324467876","1251131,13270646",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,RussiaUSSR,,1838,"885234,292009285","417043,710902152","1302278,00291144",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,Senegal,,1838,"121965,613565724","212456,230082228","334421,843647952",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,Spain,,1838,"1085887,39819806","2089152,92914191","3175040,32733997",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,SpanishAmerica,,1838,"184915,607664162","436715,584057914","621631,191722076",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,St.PierreandMiquelon,,1838,"479993,70500059","220324,979344533","700318,684345123",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,Sweden,,1838,"153440,610614943","31474,997049219","184915,607664162",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,Switzerland,,1838,"743596,8052878","1514734,23299367","2258331,03828147",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,Turkey,,1838,"664909,312664752","432781,209426762","1097690,52209151",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,Tuscany,,1838,"460321,831844828","428846,834795609","889168,666640437",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,TwoSicilies,,1838,"554746,822992486","287209,348074124","841956,17106661",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,UnitedKingdom,,1838,"2533737,26246213","3426840,30373372","5960577,56619585",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,UnitedStatesofAmerica,,1838,"3985521,50135736","4709446,4334894","8694967,93484676",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,Venezuela,,1838,"35409,3716803714","47212,4955738285","82621,8672541999",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,ViceroyaltyofLaPlata_Uruguay,,1838,"200653,106188771","169178,109139552","369831,215328323",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,VirginIslandsDanishWestIndies,,1838,"31474,997049219","114096,864303419","145571,861352638",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,WestAfrica_Africaother,,1838,"15737,4985246095","15737,4985246095","31474,997049219",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,WorldFedericoTena,,1838,"34471884,3089763","35705681,7114749","70177566,0204512",sterling pound,FedericoGATenajunguito_WorldTrade18001938ANewDatasetEhesWorkingPaper93
France,Worldasreported,,1838,"25829169,4535154","25927528,8192942","51756698,2728096",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,Worldsumpartners,,1838,"25817366,3296219","25927528,8192942","51744895,1489161",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,Worldbestguess,,1838,"25829169,4535154","25927528,8192942","51756698,2728096",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,Algeria,,1839,"71581,9613457409","652191,203372306","723773,164718047",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,Austria,,1839,"365863,357989342","163047,800843076","528911,158832418",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,BarbaryCoast,,1839,"178954,903364352","99419,3907579735","278374,294122325",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,Belgium,,1839,"2871232,00509027","1570826,37397598","4442058,37906625",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,Bolivia,,1839,0,0,0,sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,Brazil,,1839,"242583,313449455","552771,812614332","795355,126063787",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,Bremen_Hamburg_Hanover_Lubeck,,1839,"222699,435297861","616400,222699435","839099,657997296",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,BritishAmerica,,1839,0,"15907,1025212758","15907,1025212758",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,CapeColony_Mauritius,,1839,"3976,7756303189","151117,47395212","155094,249582439",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,Chile,,1839,"151117,47395212","349956,255468067","501073,729420187",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,ChinaPeople'sRepublicofChina_CochinChina_Oceania_Philippines,,1839,"55674,8588244651","11930,3268909568","67605,1857154219",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,ColombiaGranColombia,,1839,"15907,1025212758","3976,7756303189","19883,8781515947",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,Denmark,,1839,"31814,2050425515","67605,1857154219","99419,3907579734",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,Ecuador_Guatemala,,1839,"31814,2050425515",0,"31814,2050425515",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,EgyptUnitedArabRepublic,,1839,"95442,6151276545","91465,8394973356","186908,45462499",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,FrenchGuyana,,1839,"51698,0831941462","107372,942018611","159071,025212757",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,FrenchIndia,,1839,"47721,3075638273","3976,7756303189","51698,0831941462",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,GermanyZollverein,,1839,"1729897,39918874","1789549,03364352","3519446,43283226",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,Greece,,1839,"47721,3075638273","79535,5126063788","127256,820170206",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,Guadeloupe,,1839,"743657,042869642","580609,242026565","1324266,28489621",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,Haiti,,1839,"194862,005885628","246560,089079774","441422,094965402",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,India,,1839,"719796,389087728","143163,922691482","862960,31177921",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,IndonesiaDutchEastIndies,,1839,"238606,537819136","27837,4294122326","266443,967231369",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,KingdomofSardinia,,1839,"2887139,10761155","1379941,14372067","4267080,25133222",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,Lucca_Monaco_PapalStates,,1839,"39767,7563031894","87489,0638670166","127256,820170206",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,Martinique,,1839,"560725,36387497","652191,203372306","1212916,56724728",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,MecklenburgSchwerin,,1839,0,"11930,3268909568","11930,3268909568",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,Mexico_Texas,,1839,"55674,8588244651","365863,357989342","421538,216813807",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,Netherlands,,1839,"691958,959675495","544818,261353695","1236777,22102919",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,NetherlandsAntilles,,1839,0,0,0,sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,Norway,,1839,"524934,3832021","75558,7369760598","600493,12017816",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,Peru,,1839,"31814,2050425515","47721,3075638273","79535,5126063788",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,Portugal,,1839,"55674,8588244651","87489,0638670166","143163,922691482",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,Reunion,,1839,"656167,979002625","453352,421856359","1109520,40085898",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,RussiaUSSR,,1839,"1018054,56136165","497096,953789867","1515151,51515152",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,Senegal,,1839,"75558,7369760598","210769,108406904","286327,845382964",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,Spain,,1839,"1133381,0546409","2286645,98743339","3420027,04207429",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,SpanishAmerica,,1839,"202815,557146266","485166,62689891","687982,184045176",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,St.PierreandMiquelon,,1839,"544818,261353695","226676,210928179","771494,472281874",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,Sweden,,1839,"163047,800843076","31814,2050425515","194862,005885628",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,Switzerland,,1839,"767517,696651555","1566849,59834566","2334367,29499721",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,Turkey,,1839,"970333,253797821","385747,236140937","1356080,48993876",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,Tuscany,,1839,"556748,588244651","405631,114292532","962379,702537183",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,TwoSicilies,,1839,"572655,690765927","246560,089079774","819215,779845701",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,UnitedKingdom,,1839,"2513322,19836157","4251173,14881095","6764495,34717252",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,UnitedStatesofAmerica,,1839,"3416050,26644397","4807921,7370556","8223972,00349957",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,Venezuela,,1839,"55674,8588244651","79535,5126063788","135210,371430844",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,ViceroyaltyofLaPlata_Uruguay,,1839,"198838,781515947","167024,576473395","365863,357989342",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,VirginIslandsDanishWestIndies,,1839,"23860,6537819136","194862,005885628","218722,659667542",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,WestAfrica_Africaother,,1839,"27837,4294122326","23860,6537819136","51698,0831941462",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,WorldFedericoTena,,1839,"36130114,0041567","36818735,4048149","72948849,4089716",sterling pound,FedericoGATenajunguito_WorldTrade18001938ANewDatasetEhesWorkingPaper93
France,Worldasreported,,1839,"25872902,250855","26938678,1197805","52811580,3706355",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,Worldsumpartners,,1839,"25856995,1483337","26898910,3634773","52755905,511811",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,Worldbestguess,,1839,"25872902,250855","26938678,1197805","52811580,3706355",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,Algeria,,1840,"71567,7309053318","878692,696115463","950260,427020795",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,Austria,,1840,"866764,740964574","155063,416961552","1021828,15792613",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,BarbaryCoast,,1840,"238559,103017773","99399,6262574053","337958,729275178",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,Belgium,,1840,"3033676,59337601","1793169,25768359","4826845,8510596",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,Bolivia,,1840,"3975,9850502962","3975,9850502962","7951,9701005924",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,Brazil,,1840,"234583,117967477","640133,59309769","874716,711065167",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,Bremen_Hamburg_Hanover_Lubeck,,1840,"552661,921991173","719653,294103614","1272315,21609479",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,BritishAmerica,,1840,"3975,9850502962","19879,9252514811","23855,9103017773",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,CapeColony_Mauritius,,1840,"7951,9701005924","202775,237565107","210727,207665699",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,Chile,,1840,"166991,372112441","516878,056538508","683869,428650949",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,ChinaPeople'sRepublicofChina_CochinChina_Oceania_Philippines,,1840,"59639,7757544432","31807,8804023697","91447,6561568129",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,ColombiaGranColombia,,1840,"11927,9551508886","11927,9551508886","23855,9103017772",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,Denmark,,1840,"174943,342213033","79519,7010059242","254463,043218957",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,Ecuador_Guatemala,,1840,"31807,8804023697","15903,9402011848","47711,8206035545",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,EgyptUnitedArabRepublic,,1840,"99399,6262574053","55663,790704147","155063,416961552",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,FrenchGuyana,,1840,"83495,6860562204","103375,611307702","186871,297363922",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,FrenchIndia,,1840,"43735,8355532583","15903,9402011848","59639,7757544431",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,GermanyZollverein,,1840,"1908472,82414218","1936304,71949426","3844777,54363644",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,Greece,,1840,"7951,9701005924","83495,6860562204","91447,6561568128",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,Guadeloupe,,1840,"827004,890461612","652061,548248579","1479066,43871019",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
France,Haiti,,1840,"186871,297363922","258439,028269254","445310,325633176",sterling pound,TableauDécennalDuCommerceDeLaFranceAvecSesColoniesEtLesPuissancesÉtrangères_18371846_Vol1
