bibliographic reference,author,name,country,volume_number,volume_date,editor,edition_date,pages,shelf_number,URL,source_category,type,notes
"Bahamas Blue Book, 1847. pp. 163-164, Berkeley Library_University of California.",,Bahamas Blue Book,,,1847,,,pp. 163-164,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bahamas Blue Book, 1848. pp. 160-161, Berkeley Library_University of California.",,Bahamas Blue Book,,,1848,,,pp. 160-161,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bahamas Blue Book, 1848. pp. 168-169, Berkeley Library_University of California.",,Bahamas Blue Book,,,1848,,,pp. 168-169,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bahamas Blue Book, 1849. pp. 160-161, Berkeley Library_University of California.",,Bahamas Blue Book,,,1849,,,pp. 160-161,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bahamas Blue Book, 1849. pp. 168-169, Berkeley Library_University of California.",,Bahamas Blue Book,,,1849,,,pp. 168-169,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bahamas Blue Book, 1850. pp. 158-159, Berkeley Library_University of California.",,Bahamas Blue Book,,,1850,,,pp. 158-159,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bahamas Blue Book, 1850. pp. 166-167, Berkeley Library_University of California.",,Bahamas Blue Book,,,1850,,,pp. 166-167,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bahamas Blue Book, 1851. pp. 178-179, Berkeley Library_University of California.",,Bahamas Blue Book,,,1851,,,pp. 178-179,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bahamas Blue Book, 1851. pp. 186-187, Berkeley Library_University of California.",,Bahamas Blue Book,,,1851,,,pp. 186-187,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bahamas Blue Book, 1852. pp. 160-161, Berkeley Library_University of California.",,Bahamas Blue Book,,,1852,,,pp. 160-161,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bahamas Blue Book, 1852. pp. 168-169, Berkeley Library_University of California.",,Bahamas Blue Book,,,1852,,,pp. 168-169,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bahamas Blue Book, 1853. pp. 156-157, Berkeley Library_University of California.",,Bahamas Blue Book,,,1853,,,pp. 156-157,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bahamas Blue Book, 1853. pp. 164-165, Berkeley Library_University of California.",,Bahamas Blue Book,,,1853,,,pp. 164-165,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bahamas Blue Book, 1856. pp. 169, Berkeley Library_University of California.",,Bahamas Blue Book,,,1856,,,pp. 169,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bahamas Blue Book, 1857. pp. 169, Berkeley Library_University of California.",,Bahamas Blue Book,,,1857,,,pp. 169,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bahamas Blue Book, 1858. pp. 169, Berkeley Library_University of California.",,Bahamas Blue Book,,,1858,,,pp. 169,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bahamas Blue Book, 1859. pp. 188, Berkeley Library_University of California.",,Bahamas Blue Book,,,1859,,,pp. 188,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bahamas Blue Book, 1866. pp. 2-3, Berkeley Library_University of California.",,Bahamas Blue Book,,,1866,,,pp. 2-3,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bahamas Blue Book, 1867. pp. W3, Berkeley Library_University of California.",,Bahamas Blue Book,,,1867,,,pp. W3,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bahamas Blue Book, 1878. pp. 215, Berkeley Library_University of California.",,Bahamas Blue Book,,,1878,,,pp. 215,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bahamas Blue Book, 1879. pp. 219, Berkeley Library_University of California.",,Bahamas Blue Book,,,1879,,,pp. 219,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bahamas Blue Book, 1880. pp. 229-230, Berkeley Library_University of California.",,Bahamas Blue Book,,,1880,,,pp. 229-230,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bahamas Blue Book, 1881. pp. 220-221, Berkeley Library_University of California.",,Bahamas Blue Book,,,1881,,,pp. 220-221,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bahamas Blue Book, 1882. pp. 216-217, Berkeley Library_University of California.",,Bahamas Blue Book,,,1882,,,pp. 216-217,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bahamas Blue Book, 1883. pp. 215-216, Berkeley Library_University of California.",,Bahamas Blue Book,,,1883,,,pp. 215-216,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bahamas Blue Book, 1884. pp. 226-227, Berkeley Library_University of California.",,Bahamas Blue Book,,,1884,,,pp. 226-227,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bahamas Blue Book, 1885. pp. 226-227, Berkeley Library_University of California.",,Bahamas Blue Book,,,1885,,,pp. 226-227,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bahamas Blue Book, 1886. pp. 228-229, Berkeley Library_University of California.",,Bahamas Blue Book,,,1886,,,pp. 228-229,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bahamas Blue Book, 1887. pp. 230-231, Berkeley Library_University of California.",,Bahamas Blue Book,,,1887,,,pp. 230-231,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bahamas Blue Book, 1888. pp. 224-225, Berkeley Library_University of California.",,Bahamas Blue Book,,,1888,,,pp. 224-225,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bahamas Blue Book, 1889. pp. 228-229, Berkeley Library_University of California.",,Bahamas Blue Book,,,1889,,,pp. 228-229,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bahamas Blue Book, 1890. pp. 230-231, Berkeley Library_University of California.",,Bahamas Blue Book,,,1890,,,pp. 230-231,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bahamas Blue Book, 1891. pp. 232-233, Berkeley Library_University of California.",,Bahamas Blue Book,,,1891,,,pp. 232-233,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bahamas Blue Book, 1892. pp. 210-211, Berkeley Library_University of California.",,Bahamas Blue Book,,,1892,,,pp. 210-211,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bahamas Blue Book, 1893. pp. W2-W3, Berkeley Library_University of California.",,Bahamas Blue Book,,,1893,,,pp. W2-W3,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bahamas Blue Book, 1894. pp. W2-W3, Berkeley Library_University of California.",,Bahamas Blue Book,,,1894,,,pp. W2-W3,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bahamas Blue Book, 1895. pp. W2-W3, Berkeley Library_University of California.",,Bahamas Blue Book,,,1895,,,pp. W2-W3,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bahamas Blue Book, 1896. pp. W2-W3, Berkeley Library_University of California.",,Bahamas Blue Book,,,1896,,,pp. W2-W3,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bahamas Blue Book, 1897. pp. W2-W3, Berkeley Library_University of California.",,Bahamas Blue Book,,,1897,,,pp. W2-W3,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bahamas Blue Book, 1898. pp. W2-W3, Berkeley Library_University of California.",,Bahamas Blue Book,,,1898,,,pp. W2-W3,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bahamas Blue Book, 1899. pp. W2-W3, Berkeley Library_University of California.",,Bahamas Blue Book,,,1899,,,pp. W2-W3,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bahamas Blue Book, 1900. pp. W2-W3, Berkeley Library_University of California.",,Bahamas Blue Book,,,1900,,,pp. W2-W3,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bahamas Blue Book, 1901-1902. pp. W2-W3, Berkeley Library_University of California.",,Bahamas Blue Book,,,1901-1902,,,pp. W2-W3,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bahamas Blue Book, 1902-1903. pp. W2-W3, Berkeley Library_University of California.",,Bahamas Blue Book,,,1902-1903,,,pp. W2-W3,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bahamas Blue Book, 1903-1904. pp. W2-W3, Berkeley Library_University of California.",,Bahamas Blue Book,,,1903-1904,,,pp. W2-W3,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bahamas Blue Book, 1904-1905. pp. W2-W3, Berkeley Library_University of California.",,Bahamas Blue Book,,,1904-1905,,,pp. W2-W3,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bahamas Blue Book, 1905-1906. pp. W2-W3, Berkeley Library_University of California.",,Bahamas Blue Book,,,1905-1906,,,pp. W2-W3,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bahamas Blue Book, 1906-1907. pp. W2-W3, Berkeley Library_University of California.",,Bahamas Blue Book,,,1906-1907,,,pp. W2-W3,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bahamas Blue Book, 1907-1908. pp. W2-W3, Berkeley Library_University of California.",,Bahamas Blue Book,,,1907-1908,,,pp. W2-W3,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bahamas Blue Book, 1908-1909. pp. W2-W3, Berkeley Library_University of California.",,Bahamas Blue Book,,,1908-1909,,,pp. W2-W3,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bahamas Blue Book, 1909-1910. pp. W2-W3, Berkeley Library_University of California.",,Bahamas Blue Book,,,1909-1910,,,pp. W2-W3,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bahamas Blue Book, 1910-1911. pp. W2-W3, Berkeley Library_University of California.",,Bahamas Blue Book,,,1910-1911,,,pp. W2-W3,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bahamas Blue Book, 1911-1912. pp. W2-W3, Berkeley Library_University of California.",,Bahamas Blue Book,,,1911-1912,,,pp. W2-W3,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bahamas Blue Book, 1912-1913. pp. W2-W3, Berkeley Library_University of California.",,Bahamas Blue Book,,,1912-1913,,,pp. W2-W3,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bahamas Blue Book, 1913-1914. pp. W2-W3, Berkeley Library_University of California.",,Bahamas Blue Book,,,1913-1914,,,pp. W2-W3,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bahamas Blue Book, 1914-1915. pp. W2-W3, Berkeley Library_University of California.",,Bahamas Blue Book,,,1914-1915,,,pp. W2-W3,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bahamas Blue Book, 1915-1916. pp. W2-W3, Berkeley Library_University of California.",,Bahamas Blue Book,,,1915-1916,,,pp. W2-W3,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bahamas Blue Book, 1916-1917. pp. W2-W3, Berkeley Library_University of California.",,Bahamas Blue Book,,,1916-1917,,,pp. W2-W3,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bahamas Blue Book, 1917-1918. pp. W2-W3, Berkeley Library_University of California.",,Bahamas Blue Book,,,1917-1918,,,pp. W2-W3,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bahamas Blue Book, 1918-1919. pp. W2-W3, Berkeley Library_University of California.",,Bahamas Blue Book,,,1918-1919,,,pp. W2-W3,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bahamas Blue Book, 1919-1920. pp. W2-W3, Berkeley Library_University of California.",,Bahamas Blue Book,,,1919-1920,,,pp. W2-W3,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bahamas Blue Book, 1920-1921. pp. 174-175, Berkeley Library_University of California.",,Bahamas Blue Book,,,1920-1921,,,pp. 174-175,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bahamas Blue Book, 1921-1922. pp. 172-173, Berkeley Library_University of California.",,Bahamas Blue Book,,,1921-1922,,,pp. 172-173,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bahamas Blue Book, 1922-1923. pp. 170-171, Berkeley Library_University of California.",,Bahamas Blue Book,,,1922-1923,,,pp. 170-171,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bahamas Blue Book, 1923-1924. pp. 174-175, Berkeley Library_University of California.",,Bahamas Blue Book,,,1923-1924,,,pp. 174-175,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bahamas Blue Book, 1924. pp. 176-177, Berkeley Library_University of California.",,Bahamas Blue Book,,,1924,,,pp. 176-177,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bahamas Blue Book, 1925. pp. 174-175, Berkeley Library_University of California.",,Bahamas Blue Book,,,1925,,,pp. 174-175,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bahamas Blue Book, 1926. pp. 174-175, Berkeley Library_University of California.",,Bahamas Blue Book,,,1926,,,pp. 174-175,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bahamas Blue Book, 1927. pp. 190-191, Berkeley Library_University of California.",,Bahamas Blue Book,,,1927,,,pp. 190-191,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bahamas Blue Book, 1928. pp. 188-189, Berkeley Library_University of California.",,Bahamas Blue Book,,,1928,,,pp. 188-189,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bahamas Blue Book, 1929. pp. 180-181, Berkeley Library_University of California.",,Bahamas Blue Book,,,1929,,,pp. 180-181,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bahamas Blue Book, 1930. pp. 188-189, Berkeley Library_University of California.",,Bahamas Blue Book,,,1930,,,pp. 188-189,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bahamas Blue Book, 1931. pp. 190-191, Berkeley Library_University of California.",,Bahamas Blue Book,,,1931,,,pp. 190-191,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bahamas Blue Book, 1932. pp. 192-193, Berkeley Library_University of California.",,Bahamas Blue Book,,,1932,,,pp. 192-193,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bahamas Blue Book, 1933. pp. 194-195, Berkeley Library_University of California.",,Bahamas Blue Book,,,1933,,,pp. 194-195,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bahamas Blue Book, 1934. pp. 194-195, Berkeley Library_University of California.",,Bahamas Blue Book,,,1934,,,pp. 194-195,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bahamas Blue Book, 1935. pp. 192-193, Berkeley Library_University of California.",,Bahamas Blue Book,,,1935,,,pp. 192-193,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bahamas Blue Book, 1937. pp. 206-207, Berkeley Library_University of California.",,Bahamas Blue Book,,,1937,,,pp. 206-207,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bahamas Blue Book, 1938. pp. 210-211, Berkeley Library_University of California.",,Bahamas Blue Book,,,1938,,,pp. 210-211,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Balanza del comercio de España, 1826. pp. 152, Insee_E-6.",,Balanza del comercio de España,,,1826,,,pp. 152,Insee_E-6,,statistical series,primary,
"Balanza del comercio de España, 1827. pp. 397, Insee_E-6.",,Balanza del comercio de España,,,1827,,,pp. 397,Insee_E-6,,statistical series,primary,
"Barbados Blue Book, 1839. Berkeley Library_University of California.",,Barbados Blue Book,,,1839,,,,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Barbados Blue Book, 1842. pp. 166-167, Berkeley Library_University of California.",,Barbados Blue Book,,,1842,,,pp. 166-167,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Barbados Blue Book, 1842. pp. 174-175, Berkeley Library_University of California.",,Barbados Blue Book,,,1842,,,pp. 174-175,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Barbados Blue Book, 1870. pp. W1, Berkeley Library_University of California.",,Barbados Blue Book,,,1870,,,pp. W1,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Barbados Blue Book, 1871. pp. W1, Berkeley Library_University of California.",,Barbados Blue Book,,,1871,,,pp. W1,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Barbados Blue Book, 1872. pp. W1, Berkeley Library_University of California.",,Barbados Blue Book,,,1872,,,pp. W1,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Barbados Blue Book, 1873. pp. W1, Berkeley Library_University of California.",,Barbados Blue Book,,,1873,,,pp. W1,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Barbados Blue Book, 1874. pp. W1, Berkeley Library_University of California.",,Barbados Blue Book,,,1874,,,pp. W1,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Barbados Blue Book, 1875. pp. W1, Berkeley Library_University of California.",,Barbados Blue Book,,,1875,,,pp. W1,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Barbados Blue Book, 1876. pp. W1, Berkeley Library_University of California.",,Barbados Blue Book,,,1876,,,pp. W1,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Barbados Blue Book, 1877. pp. W1, Berkeley Library_University of California.",,Barbados Blue Book,,,1877,,,pp. W1,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Barbados Blue Book, 1878. pp. W1, Berkeley Library_University of California.",,Barbados Blue Book,,,1878,,,pp. W1,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Barbados Blue Book, 1879. pp. W1, Berkeley Library_University of California.",,Barbados Blue Book,,,1879,,,pp. W1,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Barbados Blue Book, 1880. pp. W1, Berkeley Library_University of California.",,Barbados Blue Book,,,1880,,,pp. W1,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Barbados Blue Book, 1881. pp. W1, Berkeley Library_University of California.",,Barbados Blue Book,,,1881,,,pp. W1,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Barbados Blue Book, 1882. pp. W1, Berkeley Library_University of California.",,Barbados Blue Book,,,1882,,,pp. W1,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Barbados Blue Book, 1883. pp. W1, Berkeley Library_University of California.",,Barbados Blue Book,,,1883,,,pp. W1,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Barbados Blue Book, 1884. pp. W1, Berkeley Library_University of California.",,Barbados Blue Book,,,1884,,,pp. W1,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Barbados Blue Book, 1885. pp. W1, Berkeley Library_University of California.",,Barbados Blue Book,,,1885,,,pp. W1,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Barbados Blue Book, 1886. pp. W1, Berkeley Library_University of California.",,Barbados Blue Book,,,1886,,,pp. W1,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Barbados Blue Book, 1887. pp. W1, Berkeley Library_University of California.",,Barbados Blue Book,,,1887,,,pp. W1,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Barbados Blue Book, 1888. pp. W1, Berkeley Library_University of California.",,Barbados Blue Book,,,1888,,,pp. W1,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Barbados Blue Book, 1889. pp. W1, Berkeley Library_University of California.",,Barbados Blue Book,,,1889,,,pp. W1,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Barbados Blue Book, 1890. pp. W1, Berkeley Library_University of California.",,Barbados Blue Book,,,1890,,,pp. W1,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Barbados Blue Book, 1891. pp. W1, Berkeley Library_University of California.",,Barbados Blue Book,,,1891,,,pp. W1,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Barbados Blue Book, 1892. pp. W1, Berkeley Library_University of California.",,Barbados Blue Book,,,1892,,,pp. W1,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Barbados Blue Book, 1893. pp. W1, Berkeley Library_University of California.",,Barbados Blue Book,,,1893,,,pp. W1,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Barbados Blue Book, 1894. pp. W1, Berkeley Library_University of California.",,Barbados Blue Book,,,1894,,,pp. W1,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Barbados Blue Book, 1895. pp. W1, Berkeley Library_University of California.",,Barbados Blue Book,,,1895,,,pp. W1,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Barbados Blue Book, 1896. pp. W1, Berkeley Library_University of California.",,Barbados Blue Book,,,1896,,,pp. W1,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Barbados Blue Book, 1897. pp. W1, Berkeley Library_University of California.",,Barbados Blue Book,,,1897,,,pp. W1,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Barbados Blue Book, 1898. pp. W1, Berkeley Library_University of California.",,Barbados Blue Book,,,1898,,,pp. W1,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Barbados Blue Book, 1899. pp. W1, Berkeley Library_University of California.",,Barbados Blue Book,,,1899,,,pp. W1,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Barbados Blue Book, 1900. pp. W1, Berkeley Library_University of California.",,Barbados Blue Book,,,1900,,,pp. W1,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Barbados Blue Book, 1901-02. pp. W1, Berkeley Library_University of California.",,Barbados Blue Book,,,1901-02,,,pp. W1,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Barbados Blue Book, 1902-03. pp. W1, Berkeley Library_University of California.",,Barbados Blue Book,,,1902-03,,,pp. W1,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Barbados Blue Book, 1903-04. pp. W1, Berkeley Library_University of California.",,Barbados Blue Book,,,1903-04,,,pp. W1,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Barbados Blue Book, 1904-05. pp. W1, Berkeley Library_University of California.",,Barbados Blue Book,,,1904-05,,,pp. W1,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Barbados Blue Book, 1905-06. pp. W1, Berkeley Library_University of California.",,Barbados Blue Book,,,1905-06,,,pp. W1,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Barbados Blue Book, 1906-07. pp. W1, Berkeley Library_University of California.",,Barbados Blue Book,,,1906-07,,,pp. W1,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Barbados Blue Book, 1907_08. pp. W1, Berkeley Library_University of California.",,Barbados Blue Book,,,1907_08,,,pp. W1,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Barbados Blue Book, 1908-09. pp. W1, Berkeley Library_University of California.",,Barbados Blue Book,,,1908-09,,,pp. W1,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Barbados Blue Book, 1909-10. pp. W1, Berkeley Library_University of California.",,Barbados Blue Book,,,1909-10,,,pp. W1,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Barbados Blue Book, 1910-11. pp. W1-W2, Berkeley Library_University of California.",,Barbados Blue Book,,,1910-11,,,pp. W1-W2,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Barbados Blue Book, 1911-12. pp. W1-W2, Berkeley Library_University of California.",,Barbados Blue Book,,,1911-12,,,pp. W1-W2,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Barbados Blue Book, 1912-13. pp. W1-W2, Berkeley Library_University of California.",,Barbados Blue Book,,,1912-13,,,pp. W1-W2,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Barbados Blue Book, 1913-14. pp. W1-W2, Berkeley Library_University of California.",,Barbados Blue Book,,,1913-14,,,pp. W1-W2,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Barbados Blue Book, 1914-15. pp. W1-W2, Berkeley Library_University of California.",,Barbados Blue Book,,,1914-15,,,pp. W1-W2,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Barbados Blue Book, 1915-16. pp. W1-W2, Berkeley Library_University of California.",,Barbados Blue Book,,,1915-16,,,pp. W1-W2,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Barbados Blue Book, 1916-17. pp. W1-W2, Berkeley Library_University of California.",,Barbados Blue Book,,,1916-17,,,pp. W1-W2,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Barbados Blue Book, 1917-18. pp. W1-W2, Berkeley Library_University of California.",,Barbados Blue Book,,,1917-18,,,pp. W1-W2,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Barbados Blue Book, 1918-19. pp. W1-W2, Berkeley Library_University of California.",,Barbados Blue Book,,,1918-19,,,pp. W1-W2,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Barbados Blue Book, 1919-20. pp. W1-W2, Berkeley Library_University of California.",,Barbados Blue Book,,,1919-20,,,pp. W1-W2,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Barbados Blue Book, 1920. pp. 20.2-20.3, Berkeley Library_University of California.",,Barbados Blue Book,,,1920,,,pp. 20.2-20.3,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Barbados Blue Book, 1921. pp. 227-228, Berkeley Library_University of California.",,Barbados Blue Book,,,1921,,,pp. 227-228,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Barbados Blue Book, 1922. pp. 227, Berkeley Library_University of California.",,Barbados Blue Book,,,1922,,,pp. 227,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Barbados Blue Book, 1923. pp. 229, Berkeley Library_University of California.",,Barbados Blue Book,,,1923,,,pp. 229,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Barbados Blue Book, 1924. pp. 215, Berkeley Library_University of California.",,Barbados Blue Book,,,1924,,,pp. 215,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Barbados Blue Book, 1925. pp. 222-223, Berkeley Library_University of California.",,Barbados Blue Book,,,1925,,,pp. 222-223,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Barbados Blue Book, 1926. pp. 221, Berkeley Library_University of California.",,Barbados Blue Book,,,1926,,,pp. 221,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Barbados Blue Book, 1927. pp. 221, Berkeley Library_University of California.",,Barbados Blue Book,,,1927,,,pp. 221,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Barbados Blue Book, 1928. pp. 227, Berkeley Library_University of California.",,Barbados Blue Book,,,1928,,,pp. 227,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Barbados Blue Book, 1929. pp. 227, Berkeley Library_University of California.",,Barbados Blue Book,,,1929,,,pp. 227,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Barbados Blue Book, 1930. pp. 225, Berkeley Library_University of California.",,Barbados Blue Book,,,1930,,,pp. 225,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Barbados Blue Book, 1931. pp. 227, Berkeley Library_University of California.",,Barbados Blue Book,,,1931,,,pp. 227,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Barbados Blue Book, 1932. pp. 230-231, Berkeley Library_University of California.",,Barbados Blue Book,,,1932,,,pp. 230-231,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Barbados Blue Book, 1933. pp. 232-233, Berkeley Library_University of California.",,Barbados Blue Book,,,1933,,,pp. 232-233,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Barbados Blue Book, 1934. pp. 234-235, Berkeley Library_University of California.",,Barbados Blue Book,,,1934,,,pp. 234-235,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Barbados Blue Book, 1935. pp. 236-239, Berkeley Library_University of California.",,Barbados Blue Book,,,1935,,,pp. 236-239,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Barbados Blue Book, 1936. pp. 238-241, Berkeley Library_University of California.",,Barbados Blue Book,,,1936,,,pp. 238-241,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Barbados Blue Book, 1937. pp. 264-267, Berkeley Library_University of California.",,Barbados Blue Book,,,1937,,,pp. 264-267,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Barbados Blue Book, 1938. pp. 280-283, Berkeley Library_University of California.",,Barbados Blue Book,,,1938,,,pp. 280-283,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bermuda Blue Book, 1836. pp. 146-147, Berkeley Library_University of California.",,Bermuda Blue Book,,,1836,,,pp. 146-147,Berkeley Library_University of California,,statistical series,primary_yearbook,
