bibliographic reference,author,name,country,volume_number,volume_date,editor,edition_date,pages,shelf_number,URL,source_category,type,notes
"Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers, Autriche, FC3. Ministère de l'Agriculture, du Commerce et des Travaux Publics, sept. 1844. BNF: LC5-138 (AJ).",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,Autriche,FC3,,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",sept. 1844,,BNF: LC5-138 (AJ),,statistical series,secondary,
"Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers, Autriche, FC5. Ministère de l'Agriculture, du Commerce et des Travaux Publics, janv.-fev. 1846. BNF: LC5-138 (AJ).",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,Autriche,FC5,,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",janv.-fev. 1846,,BNF: LC5-138 (AJ),,statistical series,secondary,
"Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers, Autriche, FC6. Ministère de l'Agriculture, du Commerce et des Travaux Publics. BNF: LC5-138 (AJ).",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,Autriche,FC6,,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,BNF: LC5-138 (AJ),,statistical series,secondary,
"Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers, Autriche, FC7. Ministère de l'Agriculture, du Commerce et des Travaux Publics. BNF: LC5-138 (AJ).",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,Autriche,FC7,,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,BNF: LC5-138 (AJ),,statistical series,secondary,
"Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers, Autriche, FC8. Ministère de l'Agriculture, du Commerce et des Travaux Publics. BNF: LC5-138 (AJ).",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,Autriche,FC8,,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,BNF: LC5-138 (AJ),,statistical series,secondary,
"Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers, Bolivie, Equateur, Pérou, FC1. Ministère de l'Agriculture, du Commerce et des Travaux Publics. BNF: LC5-138 (AN).",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Bolivie, Equateur, Pérou",FC1,,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,BNF: LC5-138 (AN),,statistical series,secondary,
"Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers, Bolivie, Equateur, Pérou, FC2. Ministère de l'Agriculture, du Commerce et des Travaux Publics. BNF: LC5-138 (AN).",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Bolivie, Equateur, Pérou",FC2,,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,BNF: LC5-138 (AN),,statistical series,secondary,
"Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers, Bolivie, Equateur, Pérou, FC3. Ministère de l'Agriculture, du Commerce et des Travaux Publics. BNF: LC5-138 (AN).",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Bolivie, Equateur, Pérou",FC3,,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,BNF: LC5-138 (AN),,statistical series,secondary,
"Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers, Bolivie, Equateur, Pérou, FC4. Ministère de l'Agriculture, du Commerce et des Travaux Publics. BNF: LC5-138 (AN).",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Bolivie, Equateur, Pérou",FC4,,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,BNF: LC5-138 (AN),,statistical series,secondary,
"Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers, Bolivie, Equateur, Pérou, FC6. Ministère de l'Agriculture, du Commerce et des Travaux Publics. BNF: LC5-138 (AN).",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Bolivie, Equateur, Pérou",FC6,,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,BNF: LC5-138 (AN),,statistical series,secondary,
"Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers, Brésil, FC1. Ministère de l'Agriculture, du Commerce et des Travaux Publics, mars 1843. BNF: LC5-138 (AP).",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,Brésil,FC1,,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",mars 1843,,BNF: LC5-138 (AP),,statistical series,secondary,
"Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers, Brésil, FC10. Ministère de l'Agriculture, du Commerce et des Travaux Publics. BNF: LC5-138 (AP).",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,Brésil,FC10,,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,BNF: LC5-138 (AP),,statistical series,secondary,
"Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers, Brésil, FC11. Ministère de l'Agriculture, du Commerce et des Travaux Publics. BNF: LC5-138 (AP).",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,Brésil,FC11,,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,BNF: LC5-138 (AP),,statistical series,secondary,
"Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers, Brésil, FC12. Ministère de l'Agriculture, du Commerce et des Travaux Publics. BNF: LC5-138 (AP).",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,Brésil,FC12,,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,BNF: LC5-138 (AP),,statistical series,secondary,
"Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers, Brésil, FC13. Ministère de l'Agriculture, du Commerce et des Travaux Publics. BNF: LC5-138 (AP).",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,Brésil,FC13,,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,BNF: LC5-138 (AP),,statistical series,secondary,
"Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers, Brésil, FC15. Ministère de l'Agriculture, du Commerce et des Travaux Publics, août 1866. BNF: LC5-138 (AP).",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,Brésil,FC15,,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",août 1866,,BNF: LC5-138 (AP),,statistical series,secondary,
"Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers, Brésil, FC16. Ministère de l'Agriculture, du Commerce et des Travaux Publics, dec. 1868. BNF: LC5-138 (AP).",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,Brésil,FC16,,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",dec. 1868,,BNF: LC5-138 (AP),,statistical series,secondary,
"Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers, Brésil, FC17. Ministère de l'Agriculture, du Commerce et des Travaux Publics. BNF: LC5-138 (AP).",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,Brésil,FC17,,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,BNF: LC5-138 (AP),,statistical series,secondary,
"Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers, Brésil, FC18. Ministère de l'Agriculture, du Commerce et des Travaux Publics. BNF: LC5-138 (AP).",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,Brésil,FC18,,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,BNF: LC5-138 (AP),,statistical series,secondary,
"Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers, Brésil, FC19. Ministère de l'Agriculture, du Commerce et des Travaux Publics. BNF: LC5-138 (AP).",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,Brésil,FC19,,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,BNF: LC5-138 (AP),,statistical series,secondary,
"Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers, Brésil, FC2. Ministère de l'Agriculture, du Commerce et des Travaux Publics. BNF: LC5-138 (AP).",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,Brésil,FC2,,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,BNF: LC5-138 (AP),,statistical series,secondary,
"Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers, Brésil, FC20. Ministère de l'Agriculture, du Commerce et des Travaux Publics, mai 1879. BNF: LC5-138 (AP).",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,Brésil,FC20,,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",mai 1879,,BNF: LC5-138 (AP),,statistical series,secondary,
"Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers, Brésil, FC21. Ministère de l'Agriculture, du Commerce et des Travaux Publics, mai 1879. BNF: LC5-138 (AP).",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,Brésil,FC21,,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",mai 1879,,BNF: LC5-138 (AP),,statistical series,secondary,
"Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers, Brésil, FC5. Ministère de l'Agriculture, du Commerce et des Travaux Publics. BNF: LC5-138 (AP).",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,Brésil,FC5,,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,BNF: LC5-138 (AP),,statistical series,secondary,
"Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers, Brésil, FC6. Ministère de l'Agriculture, du Commerce et des Travaux Publics. BNF: LC5-138 (AP).",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,Brésil,FC6,,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,BNF: LC5-138 (AP),,statistical series,secondary,
"Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers, Brésil, FC7. Ministère de l'Agriculture, du Commerce et des Travaux Publics. BNF: LC5-138 (AP).",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,Brésil,FC7,,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,BNF: LC5-138 (AP),,statistical series,secondary,
"Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers, Chili, Paraguay, Plata, Uruguay, FC3. Ministère de l'Agriculture, du Commerce et des Travaux Publics, mars 1859. BNF: LC5-138 (AR).",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Chili, Paraguay, Plata, Uruguay",FC3,,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",mars 1859,,BNF: LC5-138 (AR),,statistical series,secondary,
"Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers, Chili, Paraguay, Plata, Uruguay, FC4. Ministère de l'Agriculture, du Commerce et des Travaux Publics, nov.-dec. 1845. BNF: LC5-138 (AR).",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Chili, Paraguay, Plata, Uruguay",FC4,,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",nov.-dec. 1845,,BNF: LC5-138 (AR),,statistical series,secondary,
"Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers, Chili, Paraguay, Plata, Uruguay, FC6. Ministère de l'Agriculture, du Commerce et des Travaux Publics, dec. 1856. BNF: LC5-138 (AR).",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Chili, Paraguay, Plata, Uruguay",FC6,,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",dec. 1856,,BNF: LC5-138 (AR),,statistical series,secondary,
"Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers, Chine et Indochine, FC1. Ministère de l'Agriculture, du Commerce et des Travaux Publics. BNF: LC5-138 (AT).",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,Chine et Indochine,FC1,,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,BNF: LC5-138 (AT),,statistical series,secondary,
"Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers, Chine et Indochine, FC14. Ministère de l'Agriculture, du Commerce et des Travaux Publics. BNF: LC5-138 (AT).",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,Chine et Indochine,FC14,,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,BNF: LC5-138 (AT),,statistical series,secondary,
"Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers, Chine et Indochine, FC33. Ministère de l'Agriculture, du Commerce et des Travaux Publics. BNF: LC5-138 (AT).",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,Chine et Indochine,FC33,,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,BNF: LC5-138 (AT),,statistical series,secondary,
"Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers, Chine et Indochine, FC35. Ministère de l'Agriculture, du Commerce et des Travaux Publics. BNF: LC5-138 (AT).",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,Chine et Indochine,FC35,,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,BNF: LC5-138 (AT),,statistical series,secondary,
"Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers, Chine et Indochine, FC36. Ministère de l'Agriculture, du Commerce et des Travaux Publics. BNF: LC5-138 (AT).",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,Chine et Indochine,FC36,,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,BNF: LC5-138 (AT),,statistical series,secondary,
"Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers, Chine et Indochine, FC38. Ministère de l'Agriculture, du Commerce et des Travaux Publics. BNF: LC5-138 (AT).",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,Chine et Indochine,FC38,,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,BNF: LC5-138 (AT),,statistical series,secondary,
"Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers, Chine et Indochine, FC8. Ministère de l'Agriculture, du Commerce et des Travaux Publics. BNF: LC5-138 (AT).",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,Chine et Indochine,FC8,,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,BNF: LC5-138 (AT),,statistical series,secondary,
"Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers, Chine et Indochine, FC9. Ministère de l'Agriculture, du Commerce et des Travaux Publics. BNF: LC5-138 (AT).",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,Chine et Indochine,FC9,,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,BNF: LC5-138 (AT),,statistical series,secondary,
"Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers, Colonies anglaises d'Afrique, FC16. Ministère de l'Agriculture, du Commerce et des Travaux Publics, octobre 1867. BNF: LC5-138 (AV).",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,Colonies anglaises d'Afrique,FC16,,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",octobre 1867,,BNF: LC5-138 (AV),,statistical series,secondary,
"Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers, Colonies anglaises d'Afrique, FC17. Ministère de l'Agriculture, du Commerce et des Travaux Publics. BNF: LC5-138 (AV).",,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,Colonies anglaises d'Afrique,FC17,,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,BNF: LC5-138 (AV),,statistical series,secondary,
